CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
677,Germany,Female,36,10,68806.84,1,1,0,33075.24,0
554,France,Female,35,10,74988.59,2,0,1,190155.13,0
569,France,Male,38,7,0.0,1,1,1,108469.2,0
706,Spain,Female,43,1,0.0,2,1,0,31962.77,0
535,Spain,Male,58,1,0.0,2,1,1,11779.98,1
749,Spain,Male,38,9,129378.32,1,1,1,13549.34,0
698,France,Male,33,5,135658.73,2,0,1,39755.0,0
712,Spain,Female,29,7,77919.78,1,1,0,122547.58,0
567,France,Female,38,1,125877.65,2,1,1,107841.77,0
748,France,Male,44,4,112610.77,1,0,1,2048.55,0
714,Germany,Female,55,9,180075.22,1,1,1,100127.71,0
543,France,Female,34,8,0.0,2,0,1,145601.8,0
729,France,Female,38,7,0.0,2,0,0,45779.9,0
679,France,Male,42,1,0.0,2,0,0,71823.15,0
672,France,Male,39,2,0.0,2,1,0,87372.49,0
604,Spain,Male,40,5,155455.43,1,0,1,113581.85,0
655,France,Female,38,6,0.0,1,1,1,188639.28,0
715,France,Female,31,3,110581.29,1,1,1,94715.24,0
576,France,Male,39,1,0.0,2,1,1,68814.23,0
532,Spain,Female,39,0,0.0,2,1,0,94977.3,0
795,Germany,Female,33,9,130862.43,1,1,1,114935.21,0
752,France,Female,36,7,0.0,2,1,0,184866.86,0
773,France,Male,45,8,96877.21,1,1,1,113950.51,0
474,France,Female,30,9,0.0,2,0,0,63158.22,0
653,Germany,Male,31,2,154741.45,2,0,0,25183.01,0
553,Germany,Male,53,5,127997.83,1,1,0,165378.66,1
587,Spain,Female,34,1,0.0,2,1,1,97932.68,0
620,France,Male,28,9,71902.52,1,0,1,190208.23,0
657,France,Female,37,2,0.0,2,1,1,7667.48,0
506,France,Male,34,7,0.0,2,0,0,115842.1,0
520,Germany,Male,32,5,110029.77,1,1,0,56246.69,0
534,France,Female,42,9,144801.97,1,0,1,12483.39,1
561,Spain,Male,28,6,123692.0,1,1,1,70548.96,0
410,Germany,Female,50,2,102278.79,2,1,0,89822.48,0
664,France,Male,40,9,0.0,2,1,0,194767.3,0
517,France,Male,37,5,113308.84,1,0,1,31517.16,0
636,Germany,Male,49,6,113599.74,2,1,0,158887.09,1
650,Germany,Female,55,2,140891.46,3,1,1,179834.45,1
648,France,Female,37,7,0.0,2,1,0,194238.92,0
705,France,Female,55,8,0.0,2,1,1,14392.68,0
542,Germany,Male,25,8,139330.1,1,0,0,54372.37,0
555,France,Male,51,5,0.0,3,1,0,189122.89,1
652,France,Female,40,4,79927.36,2,1,1,33524.6,0
850,France,Female,55,10,98488.08,1,1,0,155879.57,1
613,France,Male,47,6,146034.74,1,1,1,77146.14,0
470,France,Male,35,1,96473.59,1,0,0,5962.3,0
716,France,Male,35,4,144428.87,1,1,0,134132.65,0
667,Germany,Male,32,0,103846.65,1,1,0,20560.69,0
597,Spain,Female,40,8,101993.12,1,0,1,94774.12,0
658,France,Female,29,8,0.0,2,0,1,130461.09,0
635,France,Male,29,7,105405.97,1,1,1,149853.89,0
814,France,Male,31,1,118870.92,1,1,0,101704.19,0
686,France,Male,39,4,0.0,2,1,0,155023.93,0
644,Spain,Female,26,4,153455.72,2,1,1,82696.84,0
767,Spain,Male,31,6,0.0,2,1,1,195668.0,0
573,Spain,Male,33,1,160777.9,1,1,1,149536.15,0
667,Spain,Female,39,2,0.0,2,1,0,40721.24,1
822,Germany,Female,46,3,115074.02,2,1,0,26249.86,0
683,France,Male,30,4,66190.33,1,1,1,115186.97,0
654,Germany,Female,32,1,114510.85,1,1,1,126143.23,0
622,Spain,Female,41,9,0.0,2,1,1,155786.39,0
553,France,Male,31,6,0.0,2,0,0,124596.63,0
700,Germany,Female,30,4,116377.48,1,1,1,134417.31,0
519,France,Male,36,9,0.0,2,0,1,145562.4,0
654,France,Male,38,8,0.0,2,1,0,88659.44,0
535,Germany,Male,40,7,111756.5,1,1,0,8128.32,1
766,Germany,Female,45,6,97652.96,1,1,0,127332.33,0
465,Germany,Male,24,5,117154.9,1,1,1,127744.02,0
695,Spain,Male,28,0,96020.86,1,1,1,57992.49,0
653,Spain,Male,35,9,0.0,2,1,1,45956.05,0
607,France,Female,31,1,102523.88,1,1,1,166792.71,0
693,Germany,Male,45,2,116546.59,2,0,0,23140.28,1
659,Germany,Male,48,4,123593.22,2,1,0,82469.06,1
661,France,Female,34,0,0.0,2,1,0,185555.63,0
645,France,Male,42,4,98298.18,1,1,1,676.06,0
663,France,Female,39,8,0.0,2,1,1,101168.9,0
815,France,Male,37,1,166115.42,1,1,0,67208.3,0
655,France,Female,34,3,0.0,2,1,0,159638.77,0
583,Germany,Male,39,8,102945.01,1,0,0,52861.89,0
802,Spain,Male,41,5,0.0,2,1,1,134626.3,0
720,Germany,Female,37,8,156282.79,1,1,0,45985.52,0
778,Spain,Male,33,5,116474.28,2,1,1,32757.55,0
687,France,Female,36,4,97157.96,1,0,1,63185.05,0
850,France,Female,35,6,81684.97,1,1,0,824.0,0
630,France,Male,28,9,0.0,2,0,0,32599.35,0
506,Germany,Female,41,3,57745.76,1,1,0,4035.46,0
507,Spain,Male,32,7,0.0,2,1,0,67926.18,0
648,Germany,Male,34,3,95039.73,2,1,1,147055.87,0
520,France,Male,31,4,93249.4,1,1,0,77335.75,0
748,Germany,Female,31,1,99557.94,1,1,0,199255.32,0
530,Spain,Female,22,7,0.0,2,1,0,104170.48,0
709,Spain,Female,35,1,111827.27,2,1,0,12674.68,0
444,France,Female,45,4,0.0,2,1,0,161653.5,1
606,France,Male,32,5,83161.65,1,1,1,116885.59,0
515,France,Male,65,7,92113.61,1,1,1,142548.33,0
497,Germany,Male,24,6,111769.14,2,1,0,55859.27,0
782,Germany,Female,53,1,81571.05,1,1,0,182960.46,1
519,Germany,Female,21,1,151701.45,3,1,1,170138.68,1
782,France,Male,34,9,0.0,1,1,0,183021.06,1
753,Germany,Male,44,3,138076.47,1,1,0,15523.09,1
566,France,Female,42,6,0.0,1,1,0,180702.12,1
850,Spain,Male,38,1,146343.98,1,0,1,103902.11,0
712,Germany,Male,28,4,145605.44,1,0,1,93883.53,0
586,France,Male,29,3,0.0,2,1,1,142238.54,0
612,Germany,Male,42,5,141927.1,1,1,1,43018.98,0
702,France,Male,40,7,145536.9,1,0,1,135334.24,0
509,Spain,Male,29,1,0.0,2,1,0,69113.14,0
812,Spain,Female,44,8,0.0,3,1,0,66926.83,1
850,France,Female,46,2,157866.77,1,1,1,18986.12,0
526,Germany,Male,31,5,145537.21,1,1,0,132404.64,0
671,Germany,Female,47,7,114603.76,2,1,0,153194.32,1
729,France,Female,32,7,38550.06,1,0,1,179230.23,0
655,Spain,Female,28,3,113811.85,2,0,1,76844.23,0
747,France,Male,42,4,80214.36,1,1,0,115241.96,1
704,Spain,Male,48,8,167997.6,1,1,1,173498.45,0
480,France,Female,28,6,0.0,2,0,0,48131.92,0
833,Germany,Male,59,1,130854.59,1,1,1,30722.52,1
658,France,Male,32,8,0.0,1,1,1,80410.68,0
529,France,Male,46,8,0.0,1,0,0,126511.94,1
720,Spain,Male,34,3,0.0,2,1,1,77047.78,0
590,France,Male,31,8,112211.61,1,1,0,26261.42,0
688,France,Male,20,8,137624.4,2,1,1,197582.79,0
755,France,Female,28,7,124540.28,1,0,1,188850.89,0
759,France,Female,33,2,0.0,2,1,0,56583.88,0
670,France,Male,37,4,170557.91,2,1,0,198252.88,0
684,France,Male,34,9,0.0,2,1,1,65257.57,0
850,France,Male,35,9,102050.47,1,1,1,3769.71,0
773,Germany,Female,36,4,105858.71,1,0,1,4395.45,0
605,France,Female,30,9,135422.31,1,0,1,186418.85,0
534,France,Female,55,8,116973.26,3,1,0,122066.5,1
641,France,Male,35,5,0.0,2,1,0,93148.93,0
814,France,Male,49,8,0.0,2,0,0,157822.54,0
644,France,Male,30,5,44928.88,1,1,1,10771.46,0
564,Germany,Female,44,3,111760.4,3,1,1,104722.47,1
499,France,Female,21,3,176511.08,1,1,1,153920.22,0
675,France,Male,39,7,0.0,2,0,1,36267.21,0
538,France,Female,62,3,75051.49,1,0,0,17682.02,1
680,France,Male,37,4,0.0,2,1,0,61240.87,0
813,Germany,Female,36,6,98088.09,1,0,1,26687.22,1
698,France,Male,36,2,82275.35,2,1,1,93249.26,0
844,France,Female,28,4,0.0,2,0,1,123318.37,0
769,France,Female,38,2,0.0,2,0,0,75578.67,0
659,France,Female,32,2,155584.21,1,0,1,153662.88,0
584,France,Female,35,2,114321.28,2,0,0,15959.01,0
507,France,Male,41,3,58820.32,2,1,1,138536.09,0
607,France,Male,45,7,123859.6,1,0,1,113051.57,0
625,Spain,Female,31,8,0.0,2,1,0,151843.54,0
714,Germany,Male,26,3,119545.48,2,1,0,65482.94,0
524,France,Female,36,10,0.0,2,1,0,109614.57,0
824,Germany,Male,60,8,134250.17,3,0,0,153046.16,1
732,Spain,Female,67,1,0.0,2,1,1,177783.04,0
780,Germany,Male,34,5,94108.54,2,1,0,177235.21,0
567,Germany,Female,49,5,134956.02,1,1,0,93953.84,1
837,France,Male,49,8,103302.37,1,1,1,50974.57,0
598,Germany,Female,27,10,171283.91,1,1,1,84136.12,0
662,France,Male,64,0,98848.19,1,0,1,42730.12,0
651,Germany,Female,42,1,116646.76,1,1,0,44731.8,1
783,Germany,Female,42,2,139707.28,1,1,0,2150.22,0
654,France,Female,24,8,145081.73,1,1,1,130075.07,0
738,Spain,Male,38,5,177997.07,1,0,1,19233.41,0
778,France,Male,44,8,123863.64,1,1,0,144494.94,0
581,Spain,Male,34,1,0.0,2,0,1,81175.25,0
647,France,Female,33,4,0.0,1,1,0,152323.04,0
572,Germany,Male,39,4,112290.22,1,1,0,49373.97,1
449,Spain,Female,31,1,113693.0,1,0,0,82796.29,0
705,France,Female,49,7,0.0,1,1,0,63405.2,1
685,Germany,Male,43,9,108589.47,2,0,1,194808.51,0
850,Spain,Male,36,6,0.0,2,0,1,41291.05,0
482,Germany,Female,48,2,69329.47,1,0,0,102640.52,1
588,France,Female,35,0,0.0,2,1,1,155485.24,0
680,France,Male,33,1,123082.08,1,1,0,134960.98,0
687,France,Female,26,6,0.0,2,1,1,32909.13,0
591,Spain,Male,39,8,0.0,2,0,0,42392.24,0
773,Germany,Male,34,10,126979.75,1,0,0,36823.28,0
568,France,Male,33,7,0.0,2,1,0,143450.61,0
850,France,Male,41,3,136416.82,1,0,1,57844.26,0
653,Germany,Female,38,5,114268.22,2,1,1,89524.83,0
566,Germany,Female,35,1,123042.0,1,1,0,66245.44,1
679,France,Male,39,0,86843.61,1,0,1,159830.58,0
630,Spain,Female,31,1,0.0,2,1,1,169802.73,0
689,Spain,Male,38,5,75075.14,1,1,1,8651.92,1
695,France,Male,28,5,171069.39,2,1,1,88689.4,0
649,Spain,Male,36,8,0.0,2,1,0,161668.15,0
637,France,Male,36,2,152606.82,1,1,1,71692.8,0
690,Germany,Male,31,2,137260.45,2,1,0,55387.28,0
746,France,Male,24,3,137492.35,2,0,1,170142.09,0
695,France,Female,23,1,0.0,2,1,1,141756.32,0
617,France,Male,40,5,190008.32,2,1,1,107047.92,0
838,Spain,Female,40,6,61671.19,1,0,1,150659.35,1
710,Spain,Male,33,1,0.0,2,1,0,168313.17,0
593,France,Male,50,6,171740.69,1,0,0,20893.61,0
653,France,Male,29,2,0.0,2,1,1,41671.81,0
521,France,Male,39,7,0.0,2,0,1,653.58,0
489,Germany,Female,46,8,92060.06,1,1,0,147222.95,1
699,Spain,Male,34,8,0.0,1,1,1,76510.46,0
759,France,Male,40,4,0.0,2,1,0,124615.59,0
680,France,Male,32,5,92961.61,1,1,0,116957.6,0
485,France,Male,29,7,182123.79,1,1,0,116828.51,1
610,France,Male,41,6,0.0,3,0,0,56118.81,1
608,France,Female,33,4,0.0,1,1,0,79304.38,1
583,Spain,Female,40,4,0.0,2,1,0,114093.73,0
568,France,Female,38,3,132951.92,1,0,1,124486.28,0
611,France,Male,64,9,0.0,2,1,1,53277.15,0
648,Spain,Female,43,7,81153.82,1,1,1,144532.85,1
586,Germany,Male,46,8,106968.96,1,1,1,79366.98,1
618,France,Female,40,0,0.0,1,1,0,119059.13,0
729,Germany,Male,46,5,117837.43,1,1,0,104016.61,1
564,France,Female,28,1,0.0,1,1,1,162428.05,0
647,Germany,Male,30,6,143138.91,2,1,0,2955.46,0
632,France,Male,42,4,126115.6,1,1,0,100998.5,0
483,France,Male,29,9,0.0,1,1,1,81634.45,0
616,Germany,Female,45,4,122793.96,1,1,1,62002.04,0
625,Germany,Male,42,6,100047.33,1,1,0,93429.95,0
685,Spain,Male,40,7,74896.92,1,1,0,198694.2,0
696,Germany,Male,32,4,84421.62,1,0,1,52314.71,0
521,Germany,Female,29,2,87212.8,1,1,1,994.86,0
422,Spain,Female,54,4,0.0,2,1,1,7166.71,0
