CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
782,France,Male,33,7,191523.09,1,1,1,167058.75,0
672,Spain,Female,56,2,209767.31,2,1,1,150694.42,1
685,France,Female,40,7,0.0,2,1,0,103898.59,0
630,Germany,Female,34,9,106937.05,2,1,0,138275.01,0
505,Germany,Female,37,6,159863.9,2,0,1,125307.87,0
640,Spain,Male,37,5,158024.38,1,1,0,81298.09,0
685,France,Male,58,1,104796.54,1,1,1,154181.41,0
648,Germany,Male,41,5,123049.21,1,0,1,5066.76,0
635,Germany,Female,48,4,81556.89,2,1,0,191914.37,0
711,France,Female,38,2,129022.06,2,1,1,14374.86,1
648,France,Female,43,7,139972.18,1,1,0,143668.58,0
746,France,Female,34,4,0.0,1,0,1,65166.6,0
350,France,Female,60,3,0.0,1,0,0,113796.15,1
688,France,Male,38,7,148045.68,1,1,0,175479.92,1
431,Germany,Male,42,8,120822.86,2,1,0,126153.24,0
765,France,Male,42,4,123311.39,2,1,1,82868.34,0
610,Germany,Male,50,1,113957.01,2,1,0,196526.55,1
591,Spain,Female,40,1,86376.29,1,0,1,136767.16,1
850,France,Female,33,3,0.0,2,1,1,11159.19,0
679,France,Female,44,3,118742.74,2,1,0,1568.91,0
521,Germany,Female,40,9,134504.78,1,1,0,18082.06,0
850,Spain,Male,38,2,94652.04,1,1,1,171960.76,0
795,Spain,Male,29,4,0.0,2,0,0,155711.64,0
748,France,Female,39,3,157371.54,1,0,1,97734.3,0
507,France,Male,42,6,0.0,2,1,0,34777.23,0
514,France,Male,38,4,112230.38,1,1,0,16717.11,1
696,France,Male,33,2,163139.27,1,1,1,7035.36,0
561,France,Male,32,5,0.0,2,1,0,84871.99,0
525,Spain,Female,37,0,0.0,1,0,1,131521.72,0
560,Spain,Female,31,5,125341.69,1,1,0,79547.39,0
698,France,Female,46,0,0.0,2,1,1,125962.02,0
639,France,Male,22,4,0.0,2,1,0,28188.96,0
689,Spain,Female,31,4,0.0,2,1,1,136610.02,0
584,France,Male,38,1,115341.55,1,0,1,173632.92,0
367,Spain,Male,42,6,93608.28,1,1,0,168816.73,1
627,France,Male,32,10,0.0,2,1,0,103287.62,0
785,France,Female,36,4,135438.4,1,0,0,190627.01,0
559,Spain,Male,24,3,114739.92,1,1,0,85891.02,1
731,France,Female,40,7,118991.79,1,1,1,156048.64,0
585,France,Female,38,5,0.0,1,1,1,87363.56,0
469,France,Female,48,5,0.0,1,1,0,160529.71,1
613,Spain,Male,35,4,123557.65,2,0,1,170903.4,0
667,Germany,Female,42,10,64404.26,2,0,0,26022.37,0
517,Spain,Female,29,5,0.0,2,1,0,103402.88,0
687,Germany,Female,29,4,78939.15,1,1,0,122134.56,1
621,Spain,Male,42,8,68683.68,1,1,1,74157.71,0
507,Germany,Male,31,2,134237.07,1,1,1,166423.66,1
663,Spain,Male,30,4,0.0,3,1,0,101371.05,0
772,France,Male,43,6,0.0,2,1,1,57675.88,0
631,France,Female,31,8,137687.72,1,1,0,190067.12,0
499,France,Female,46,6,0.0,2,1,0,73457.55,0
639,Germany,Male,35,10,128173.9,2,1,0,59093.39,0
502,Germany,Male,33,5,174673.65,2,1,0,33300.56,0
608,Spain,Male,37,2,130461.02,1,1,0,21967.15,0
708,France,Female,34,4,0.0,1,1,1,62868.33,0
658,France,Female,40,5,143566.12,1,1,1,189607.71,0
594,Germany,Male,40,0,152092.44,2,1,1,83508.93,0
805,Spain,Male,37,5,0.0,2,1,0,21928.81,0
612,France,Female,63,2,126473.33,1,0,1,147545.65,0
629,France,Female,61,6,0.0,2,1,1,133672.61,0
550,Spain,Male,34,3,0.0,2,0,0,131281.28,0
685,Spain,Male,34,6,83264.28,1,0,0,9663.28,0
615,Spain,Male,61,9,0.0,2,1,0,150227.85,1
486,Spain,Male,27,7,0.0,2,1,0,28823.04,0
643,Spain,Male,34,6,0.0,2,1,1,116046.22,0
729,Germany,Male,39,6,127415.85,1,1,1,184977.2,1
672,France,Female,50,1,0.0,1,1,0,12106.82,1
850,France,Female,31,4,0.0,2,1,1,33082.81,0
702,France,Male,37,10,150525.8,1,1,1,94728.49,0
738,Germany,Female,29,9,139106.19,1,1,0,141872.05,1
680,Spain,Female,30,3,0.0,1,1,0,160131.58,0
516,France,Male,46,2,0.0,2,1,1,169122.54,0
640,France,Female,50,9,117565.03,2,0,0,82559.77,0
595,Spain,Female,23,10,101126.66,2,0,0,37042.8,0
609,France,Male,40,6,0.0,2,1,1,97416.34,0
720,France,Female,34,6,110717.38,1,1,1,9398.45,0
636,France,Male,34,8,0.0,2,1,0,38570.13,0
569,France,Female,44,4,0.0,2,0,0,134394.78,0
582,France,Male,30,2,0.0,2,1,1,132029.95,0
584,Spain,Female,59,1,0.0,1,0,1,130260.11,1
623,France,Female,28,4,0.0,2,1,0,41227.67,0
685,Germany,Male,38,4,111798.06,2,1,1,102184.66,0
576,Germany,Male,28,1,119336.29,2,0,1,58976.85,0
610,France,Male,40,0,0.0,2,1,0,62232.6,0
770,Spain,Male,46,9,190678.02,1,1,1,14725.36,0
776,France,Female,29,7,178171.04,2,1,1,115818.51,0
849,Germany,Male,37,7,143452.74,2,1,1,17294.12,0
559,France,Male,62,6,118756.62,1,1,1,20367.68,0
508,France,Male,31,8,72541.48,1,1,0,129803.08,0
783,Spain,Female,44,3,81811.71,1,1,0,164213.53,1
778,Germany,Female,29,7,123229.46,1,1,0,181221.09,0
796,Spain,Male,56,6,94231.13,1,0,0,121164.6,1
753,Germany,Female,46,3,111512.75,3,1,0,159576.75,1
545,France,Female,32,6,0.0,2,1,1,52067.37,0
794,Spain,Female,46,8,134593.79,1,1,1,46386.37,0
677,France,Male,30,1,78133.15,1,0,1,174225.88,0
850,France,Male,37,4,126872.6,1,1,0,197266.58,0
715,France,Female,35,3,0.0,1,1,1,152012.36,0
602,France,Female,42,10,0.0,2,0,0,169921.11,1
511,Germany,Female,41,8,153895.65,1,1,1,39087.42,0
737,Germany,Male,35,0,133377.8,1,0,1,64050.19,0
658,Germany,Male,31,2,77082.65,2,0,0,13482.28,0
526,Germany,Male,34,3,122726.56,1,1,1,46772.36,0
744,France,Male,47,9,0.0,2,1,0,113163.17,0
613,Germany,Male,40,1,147856.82,3,0,0,107961.11,1
633,France,Female,60,8,69365.25,1,1,1,10288.24,0
626,France,Male,34,7,113014.7,2,1,1,56646.28,0
655,Germany,Female,44,6,146498.76,1,1,0,64853.51,1
468,Germany,Male,42,9,181627.14,2,1,0,172668.39,0
713,Germany,Male,45,4,131038.14,1,1,0,74005.04,1
754,France,Female,38,2,0.0,2,0,0,3524.69,0
627,Germany,Male,30,6,112372.96,1,1,1,118029.09,0
534,France,Male,41,9,0.0,2,1,0,13871.34,0
551,France,Male,31,1,0.0,2,1,1,185105.44,0
