CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
831,Spain,Female,44,10,0.0,1,0,1,47729.33,0
630,France,Male,53,5,138053.67,1,0,1,114110.97,0
673,France,Female,34,8,42157.08,1,1,0,20598.59,1
749,Germany,Male,47,9,110022.74,1,0,1,135655.29,1
647,Germany,Female,22,3,97975.82,2,0,1,62083.0,0
719,France,Male,32,9,146605.27,1,1,1,77119.45,0
514,France,Male,26,1,0.0,2,0,0,121551.93,0
757,France,Female,44,4,123322.15,1,1,0,137136.29,0
756,Germany,Female,39,3,100717.85,3,1,1,73406.04,1
630,France,Male,37,6,0.0,2,1,1,82647.65,0
618,Spain,Female,40,8,0.0,2,1,0,80204.38,0
507,Germany,Female,46,8,102785.16,1,1,1,70323.68,0
603,France,Male,40,4,102833.46,2,1,1,38829.11,0
680,France,Male,23,5,140007.19,1,0,1,31714.08,0
553,Germany,Male,43,6,85200.82,2,1,1,160574.09,0
593,Germany,Female,41,4,119703.1,2,1,1,109783.29,0
476,Germany,Male,30,3,134366.42,1,1,0,68343.53,0
706,Spain,Male,53,7,0.0,2,0,1,117939.17,0
709,France,Female,40,9,131569.63,1,1,1,103970.58,0
594,France,Male,37,2,0.0,2,0,1,95864.5,0
724,France,Female,41,5,109798.25,1,0,1,149593.61,0
705,France,Male,25,0,97544.29,1,0,1,59887.15,0
623,Germany,Male,42,1,149332.48,2,1,0,100834.22,0
777,France,Female,58,4,0.0,1,1,1,62449.07,1
742,Germany,Male,55,5,155196.17,1,0,1,121207.66,1
671,Germany,Female,34,6,37266.67,2,0,0,156917.12,0
430,Germany,Female,38,8,153058.64,1,1,0,99377.27,0
551,France,Male,42,2,139561.46,1,1,0,43435.43,1
660,France,Male,38,7,0.0,2,0,1,146585.53,0
733,France,Male,48,5,0.0,1,0,1,117830.57,0
575,Spain,Female,37,0,0.0,2,0,0,30114.32,0
501,Germany,Male,25,6,104013.79,1,1,0,114774.35,0
620,France,Male,22,0,0.0,1,1,0,32589.45,0
633,France,Male,40,4,150578.0,1,0,1,34670.62,1
694,France,Male,30,10,144684.03,1,1,1,31805.49,0
736,Germany,Female,36,8,103914.17,1,1,1,110035.88,1
528,Germany,Male,32,2,99092.45,1,0,1,111149.98,0
718,Spain,Female,39,2,0.0,1,1,1,52138.49,0
632,France,Female,34,2,0.0,2,0,0,165385.55,0
663,Spain,Male,35,5,0.0,2,1,1,62634.94,0
693,Germany,Female,37,6,95900.04,1,1,1,38196.24,0
628,France,Female,37,9,0.0,2,1,1,34689.77,0
539,France,Male,20,0,83459.86,1,1,1,146752.67,0
621,Spain,Female,40,7,0.0,2,0,1,131283.6,1
784,Spain,Male,38,10,122267.85,1,0,0,145759.93,0
408,France,Male,40,3,0.0,2,0,0,124874.23,0
529,Spain,Female,39,2,82766.43,1,1,1,122925.44,0
620,France,Male,41,3,0.0,2,1,1,137309.06,0
520,France,Female,46,10,85216.61,1,1,0,117369.52,1
637,Spain,Male,43,3,172196.23,1,1,1,104769.96,0
545,France,Male,37,3,91184.01,1,1,0,105476.65,0
506,France,Female,57,6,0.0,2,0,1,194421.12,1
772,Germany,Female,42,0,101979.16,1,1,0,90928.48,0
850,France,Male,20,7,0.0,2,1,0,31288.77,0
555,Spain,Male,27,5,0.0,2,0,0,96398.51,0
554,Spain,Female,27,4,0.0,2,1,1,135083.73,0
558,France,Male,35,1,0.0,2,0,0,111687.57,0
658,Germany,Female,28,9,152812.58,1,1,0,166682.57,0
666,Germany,Male,71,1,53013.29,2,1,1,112222.64,0
601,France,Male,50,2,115625.07,1,1,0,185855.21,0
695,Spain,Female,34,9,0.0,2,1,1,67502.12,0
592,Germany,Male,36,2,104702.65,2,1,0,107948.72,0
761,Spain,Female,32,4,103515.39,2,1,1,177622.38,0
