CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
627,Spain,Female,30,6,0.0,1,1,1,113408.47,0
601,France,Male,74,2,0.0,2,0,1,51554.58,0
622,France,Male,31,5,106260.67,1,1,1,2578.43,0
588,France,Female,21,8,0.0,2,1,1,110114.19,0
791,France,Female,31,10,75499.24,1,1,0,22184.14,0
673,France,Female,44,8,133444.97,1,0,1,5708.19,0
647,France,Male,43,9,0.0,2,1,1,78488.39,0
474,Spain,Male,37,3,0.0,2,0,0,57175.32,0
850,France,Male,33,7,140956.99,1,0,0,3510.18,0
473,France,Female,35,6,69617.36,1,1,0,143345.69,0
580,Spain,Female,57,0,136820.99,1,0,1,108528.74,0
717,France,Male,42,5,0.0,2,1,0,172665.21,0
558,Germany,Male,39,10,144757.02,1,1,0,22878.16,1
696,Spain,Male,40,3,153639.11,1,1,1,138351.68,0
639,Germany,Female,46,10,110031.09,2,1,1,133995.59,0
645,France,Male,31,7,161171.7,2,1,0,12599.94,1
767,France,Male,36,3,139180.2,1,0,0,123880.19,0
649,France,Male,37,9,87374.88,2,1,1,247.36,0
640,Spain,Male,36,4,0.0,1,0,0,173016.46,0
712,France,Male,32,9,100606.02,1,1,0,165693.06,0
850,France,Female,28,2,0.0,2,1,1,38773.74,0
689,Germany,Male,33,2,161814.64,2,1,0,169381.9,0
685,Spain,Male,31,7,122449.31,2,1,1,180769.55,0
626,France,Male,38,7,141074.59,1,1,0,52795.56,1
524,Spain,Male,29,3,159035.45,1,1,0,2705.31,1
527,Spain,Male,37,5,93722.73,2,1,1,139093.73,0
604,France,Male,31,6,134837.58,1,1,0,192029.19,0
738,France,Male,18,4,0.0,2,1,1,47799.15,0
742,France,Female,60,4,0.0,1,1,1,13161.66,1
782,Spain,Male,34,6,147422.44,1,0,1,42143.61,0
644,France,Female,39,9,0.0,1,1,0,3740.93,0
677,Germany,Male,28,0,143988.0,2,1,0,8755.69,1
727,France,Female,28,2,110997.76,1,1,0,101433.76,0
616,France,Male,46,2,0.0,2,1,0,137136.46,0
673,Spain,Male,40,1,121629.22,1,1,1,3258.6,0
559,France,Female,31,3,127070.73,1,0,1,160941.78,0
714,France,Male,28,6,122724.37,1,1,1,67057.27,0
559,France,Male,50,5,162702.35,1,0,0,150548.5,1
721,Germany,Male,28,9,154475.54,2,0,1,101300.94,1
587,Spain,Male,51,3,83739.32,1,0,1,148798.45,0
701,Spain,Female,34,6,107980.37,1,1,1,119374.74,0
579,France,Female,27,9,0.0,2,1,0,126838.7,0
540,France,Male,22,4,0.0,3,1,1,186233.26,1
850,Spain,Female,50,10,0.0,2,1,1,33741.84,0
655,Germany,Male,52,9,144696.75,1,1,1,49025.79,0
509,France,Male,31,3,0.0,2,1,0,15360.91,0
679,France,Male,39,0,86843.61,1,0,1,159830.58,0
611,France,Male,28,2,0.0,2,0,0,25395.83,0
653,Germany,Female,38,5,114268.22,2,1,1,89524.83,0
770,Germany,Male,37,5,141547.26,2,0,1,180326.83,0
639,France,Male,38,3,0.0,1,1,0,42862.82,0
706,France,Female,44,4,129605.99,1,0,0,69865.49,0
734,France,Female,40,9,176914.8,1,1,1,12799.23,0
785,France,Male,28,8,0.0,2,1,0,77231.27,0
679,France,Male,36,1,97234.58,1,1,0,188997.08,0
805,Spain,Male,37,5,0.0,2,1,0,21928.81,0
645,Germany,Male,43,9,140121.17,1,1,0,11302.7,1
584,France,Male,36,9,0.0,1,1,1,105818.51,0
724,Germany,Female,33,9,119278.44,1,1,1,197148.24,0
637,Spain,Male,37,8,0.0,1,1,1,186062.36,0
815,Spain,Female,57,5,0.0,3,0,0,38941.44,1
637,Germany,Male,35,8,147127.81,2,1,1,84760.7,0
714,Germany,Male,28,7,77776.39,1,1,0,177737.07,0
637,Germany,Male,51,1,104682.83,1,1,0,55266.96,1
696,France,Male,42,4,0.0,1,0,0,126353.13,1
550,Germany,Male,35,9,129847.75,2,1,0,197325.4,0
503,Spain,Male,25,7,0.0,1,0,1,192841.13,0
711,France,Male,36,9,137688.71,1,1,1,46884.1,0
583,France,Female,27,4,0.0,3,1,0,163113.41,0
