age,fnlwgt,education-num,capital-gain,capital-loss,hours-per-week,workclass,education,marital-status,occupation,relationship,race,sex,native-country,income
27,160178,10,0,0,38,Private,Some-college,Divorced,Adm-clerical,Not-in-family,White,Female,United-States,<=50K
45,50567,9,0,0,40,State-gov,HS-grad,Married-civ-spouse,Exec-managerial,Wife,White,Female,United-States,<=50K
29,185908,13,0,0,55,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,Black,Male,United-States,>50K
30,190040,13,0,0,40,Private,Bachelors,Never-married,Machine-op-inspct,Not-in-family,White,Female,United-States,<=50K
29,189346,10,2202,0,50,Self-emp-not-inc,Some-college,Divorced,Craft-repair,Not-in-family,White,Male,United-States,<=50K
51,108435,14,0,0,47,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,>50K
58,93664,9,15024,0,60,Self-emp-not-inc,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,>50K
22,148431,9,0,0,40,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,Other,Female,United-States,<=50K
50,313321,12,0,0,40,Private,Assoc-acdm,Divorced,Sales,Not-in-family,White,Female,United-States,<=50K
50,71417,9,3103,0,40,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,>50K
43,241895,13,0,0,42,Self-emp-not-inc,Bachelors,Never-married,Sales,Not-in-family,White,Male,United-States,<=50K
37,271013,9,0,0,40,Private,HS-grad,Divorced,Handlers-cleaners,Not-in-family,White,Male,United-States,<=50K
41,152529,13,0,0,40,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,United-States,>50K
46,116952,4,0,0,45,Private,7th-8th,Married-civ-spouse,Prof-specialty,Wife,White,Female,United-States,<=50K
33,226629,10,0,0,35,Private,Some-college,Married-civ-spouse,Other-service,Wife,White,Female,United-States,<=50K
45,161819,7,0,0,25,Private,11th,Separated,Adm-clerical,Unmarried,Black,Female,United-States,<=50K
43,99212,11,3103,0,48,Private,Assoc-voc,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,>50K
52,179951,15,0,0,40,Self-emp-inc,Prof-school,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,<=50K
38,115433,12,7688,0,33,Federal-gov,Assoc-acdm,Married-civ-spouse,Adm-clerical,Wife,White,Female,United-States,>50K
32,267161,13,0,0,30,Self-emp-not-inc,Bachelors,Divorced,Exec-managerial,Unmarried,Black,Female,United-States,<=50K
40,439919,5,0,0,40,Private,9th,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,Mexico,<=50K
31,93589,9,0,0,40,State-gov,HS-grad,Divorced,Protective-serv,Own-child,Other,Male,United-States,<=50K
51,95329,14,0,0,40,Private,Masters,Divorced,Protective-serv,Unmarried,White,Male,United-States,<=50K
23,227594,9,0,0,30,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Female,United-States,<=50K
29,50295,10,0,0,48,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,<=50K
32,159187,13,0,0,35,Local-gov,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,United-States,<=50K
59,167963,9,0,0,40,Private,HS-grad,Never-married,Adm-clerical,Unmarried,White,Male,United-States,<=50K
32,237903,13,0,0,40,Private,Bachelors,Never-married,Prof-specialty,Unmarried,White,Female,United-States,<=50K
33,129707,10,0,0,50,Federal-gov,Some-college,Never-married,Exec-managerial,Not-in-family,White,Male,United-States,<=50K
18,231562,9,0,0,33,Private,HS-grad,Never-married,Sales,Own-child,White,Female,United-States,<=50K
53,195813,3,5178,0,40,Private,5th-6th,Married-civ-spouse,Craft-repair,Husband,Other,Male,Puerto-Rico,>50K
32,190511,10,0,0,40,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,>50K
23,260254,9,0,0,40,Private,HS-grad,Never-married,Sales,Own-child,White,Male,United-States,<=50K
26,94392,7,0,0,20,Private,11th,Separated,Other-service,Unmarried,White,Female,United-States,<=50K
28,329426,13,0,0,40,Federal-gov,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Male,United-States,<=50K
30,167309,13,0,1902,40,Private,Bachelors,Married-civ-spouse,Adm-clerical,Husband,White,Male,United-States,>50K
18,188476,7,0,0,20,Private,11th,Never-married,Exec-managerial,Own-child,White,Male,United-States,<=50K
34,456399,12,0,0,40,Private,Assoc-acdm,Never-married,Prof-specialty,Not-in-family,White,Male,United-States,<=50K
25,184303,10,0,0,30,Private,Some-college,Separated,Priv-house-serv,Other-relative,White,Female,El-Salvador,<=50K
54,96710,9,0,0,20,Private,HS-grad,Married-civ-spouse,Priv-house-serv,Other-relative,Black,Female,United-States,<=50K
37,160035,10,0,0,40,Private,Some-college,Divorced,Machine-op-inspct,Not-in-family,White,Male,United-States,<=50K
45,287190,12,0,0,35,Private,Assoc-acdm,Divorced,Adm-clerical,Unmarried,Black,Male,United-States,<=50K
48,107231,15,99999,0,50,Private,Prof-school,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,>50K
72,38360,9,0,0,16,Private,HS-grad,Widowed,Other-service,Unmarried,White,Female,United-States,<=50K
45,232997,10,0,0,65,Federal-gov,Some-college,Married-civ-spouse,Transport-moving,Husband,White,Male,United-States,>50K
45,145290,9,0,0,40,Self-emp-inc,HS-grad,Married-civ-spouse,Other-service,Husband,White,Male,United-States,>50K
45,257855,7,0,0,50,Local-gov,11th,Married-civ-spouse,Other-service,Husband,Black,Male,United-States,<=50K
20,347530,9,0,0,25,Private,HS-grad,Never-married,Other-service,Unmarried,Black,Female,United-States,<=50K
64,178556,6,0,0,56,MISSING,10th,Married-civ-spouse,MISSING,Husband,White,Male,United-States,>50K
45,155659,9,0,0,40,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,>50K
45,135044,9,0,0,40,Private,HS-grad,Divorced,Machine-op-inspct,Not-in-family,White,Female,United-States,<=50K
20,193416,10,0,0,40,MISSING,Some-college,Never-married,MISSING,Own-child,White,Female,United-States,<=50K
46,65353,10,3325,0,55,Private,Some-college,Divorced,Transport-moving,Own-child,White,Male,United-States,<=50K
26,352768,9,0,0,40,Federal-gov,HS-grad,Divorced,Adm-clerical,Own-child,White,Female,United-States,<=50K
28,177119,14,0,0,80,Private,Masters,Never-married,Exec-managerial,Not-in-family,White,Female,MISSING,<=50K
60,121127,6,0,0,40,Private,10th,Widowed,Sales,Not-in-family,White,Female,United-States,<=50K
31,206297,9,0,0,40,Local-gov,HS-grad,Married-civ-spouse,Protective-serv,Husband,White,Male,United-States,>50K
19,84747,9,0,0,24,Private,HS-grad,Never-married,Sales,Own-child,White,Female,United-States,<=50K
27,57052,9,2885,0,40,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,<=50K
62,291175,13,0,0,48,Local-gov,Bachelors,Widowed,Prof-specialty,Not-in-family,White,Female,United-States,<=50K
49,228583,9,0,0,40,Private,HS-grad,Divorced,Other-service,Unmarried,White,Male,Columbia,<=50K
48,125892,5,0,0,40,Private,9th,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,Poland,<=50K
