age,fnlwgt,education-num,capital-gain,capital-loss,hours-per-week,workclass,education,marital-status,occupation,relationship,race,sex,native-country,income
27,198813,9,0,0,40,Private,HS-grad,Divorced,Adm-clerical,Own-child,Black,Female,United-States,<=50K
29,103111,9,0,0,30,Private,HS-grad,Never-married,Other-service,Own-child,White,Male,Canada,<=50K
60,78913,10,0,0,50,Self-emp-not-inc,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,<=50K
18,135315,5,0,0,32,Private,9th,Never-married,Sales,Own-child,Other,Female,United-States,<=50K
34,173806,14,4865,0,60,Private,Masters,Never-married,Prof-specialty,Not-in-family,White,Male,United-States,<=50K
35,125933,13,0,0,50,Private,Bachelors,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,>50K
40,346964,9,0,0,40,Private,HS-grad,Divorced,Tech-support,Unmarried,White,Female,United-States,<=50K
24,203924,13,0,0,45,Local-gov,Bachelors,Married-civ-spouse,Protective-serv,Husband,White,Male,United-States,<=50K
56,165315,6,0,0,70,Private,10th,Married-civ-spouse,Craft-repair,Husband,White,Male,MISSING,<=50K
43,191429,4,0,0,25,Private,7th-8th,Married-civ-spouse,Other-service,Husband,White,Male,United-States,<=50K
52,129177,13,0,2824,20,Private,Bachelors,Widowed,Other-service,Not-in-family,White,Female,United-States,>50K
39,117381,9,0,0,62,Private,HS-grad,Never-married,Tech-support,Not-in-family,White,Male,England,<=50K
55,193895,9,0,0,40,MISSING,HS-grad,Divorced,MISSING,Not-in-family,White,Female,England,<=50K
32,227931,13,0,0,40,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Female,United-States,<=50K
32,402812,10,0,0,48,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,United-States,<=50K
25,236267,9,0,0,40,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,United-States,<=50K
35,172571,13,0,0,50,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,<=50K
38,203761,11,2354,0,40,Private,Assoc-voc,Never-married,Tech-support,Not-in-family,White,Female,United-States,<=50K
52,145548,12,0,0,40,Private,Assoc-acdm,Married-civ-spouse,Protective-serv,Husband,White,Male,United-States,>50K
25,154863,9,0,0,35,Private,HS-grad,Never-married,Adm-clerical,Unmarried,Black,Male,United-States,<=50K
49,122493,9,0,0,40,Private,HS-grad,Widowed,Tech-support,Unmarried,White,Male,United-States,<=50K
77,154205,9,0,0,10,Private,HS-grad,Widowed,Adm-clerical,Not-in-family,White,Female,United-States,<=50K
20,284317,10,0,0,35,Private,Some-college,Never-married,Other-service,Own-child,White,Female,United-States,<=50K
65,174056,4,0,0,40,Private,7th-8th,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,United-States,<=50K
28,271572,5,0,0,52,Private,9th,Never-married,Other-service,Other-relative,White,Male,United-States,<=50K
29,413297,10,3411,0,70,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,Mexico,<=50K
23,481175,10,0,0,24,Private,Some-college,Never-married,Exec-managerial,Own-child,Other,Male,Peru,<=50K
50,174655,10,0,0,45,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,United-States,>50K
19,127190,9,0,0,15,Private,HS-grad,Never-married,Other-service,Own-child,White,Female,United-States,<=50K
27,175387,13,0,1876,40,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Male,United-States,<=50K
35,70447,10,4650,0,20,Private,Some-college,Never-married,Prof-specialty,Unmarried,Asian-Pac-Islander,Male,United-States,<=50K
49,31478,4,0,0,99,MISSING,7th-8th,Married-civ-spouse,MISSING,Husband,White,Male,United-States,<=50K
49,43348,16,99999,0,70,Self-emp-not-inc,Doctorate,Never-married,Prof-specialty,Not-in-family,White,Male,United-States,>50K
46,139514,1,0,0,75,Private,Preschool,Married-civ-spouse,Machine-op-inspct,Other-relative,Black,Male,Dominican-Republic,<=50K
36,32776,13,0,1977,40,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,>50K
41,195661,10,0,0,54,Private,Some-college,Married-civ-spouse,Transport-moving,Husband,White,Male,United-States,<=50K
50,174102,9,0,0,40,Private,HS-grad,Divorced,Craft-repair,Own-child,White,Male,Puerto-Rico,<=50K
36,198237,13,15024,0,50,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,>50K
18,296090,9,0,0,48,Self-emp-not-inc,HS-grad,Never-married,Sales,Own-child,White,Male,MISSING,<=50K
59,140569,10,14084,0,60,Private,Some-college,Separated,Sales,Not-in-family,White,Male,United-States,>50K
31,273324,10,0,1721,16,Private,Some-college,Never-married,Other-service,Own-child,White,Male,United-States,<=50K
40,197919,12,0,0,40,Private,Assoc-acdm,Divorced,Sales,Unmarried,White,Female,United-States,<=50K
47,362835,13,0,0,50,Self-emp-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,>50K
51,213296,9,0,0,30,Self-emp-inc,HS-grad,Married-civ-spouse,Other-service,Husband,White,Male,United-States,<=50K
50,96062,9,0,0,40,Local-gov,HS-grad,Married-civ-spouse,Protective-serv,Husband,White,Male,United-States,<=50K
27,408623,13,0,0,50,Private,Bachelors,Married-civ-spouse,Craft-repair,Other-relative,White,Male,United-States,<=50K
24,248344,10,0,0,50,Local-gov,Some-college,Divorced,Handlers-cleaners,Not-in-family,Black,Male,United-States,<=50K
32,115066,9,0,0,60,Self-emp-not-inc,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,United-States,>50K
25,366207,9,0,0,40,Federal-gov,HS-grad,Never-married,Transport-moving,Own-child,White,Male,United-States,<=50K
42,308279,13,0,0,21,Self-emp-not-inc,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,<=50K
43,88913,10,1055,0,40,Private,Some-college,Never-married,Handlers-cleaners,Own-child,Asian-Pac-Islander,Female,United-States,<=50K
43,498079,13,0,0,40,Private,Bachelors,Divorced,Exec-managerial,Unmarried,White,Female,United-States,<=50K
31,42900,13,0,0,37,Private,Bachelors,Never-married,Tech-support,Not-in-family,White,Male,United-States,<=50K
50,173630,9,0,0,35,Private,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,United-States,<=50K
47,102359,13,0,0,30,Self-emp-not-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,<=50K
29,26451,9,0,0,40,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,Amer-Indian-Eskimo,Male,United-States,<=50K
40,261497,9,0,0,35,Local-gov,HS-grad,Married-civ-spouse,Craft-repair,Husband,Black,Male,United-States,<=50K
52,232132,8,0,0,45,Private,12th,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,United-States,>50K
21,117210,10,0,0,45,Private,Some-college,Never-married,Sales,Own-child,White,Male,United-States,<=50K
44,167265,14,0,0,60,State-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,>50K
32,157747,10,0,0,45,Private,Some-college,Married-civ-spouse,Tech-support,Husband,White,Male,United-States,<=50K
18,240183,9,0,0,20,Private,HS-grad,Never-married,Other-service,Own-child,White,Female,United-States,<=50K
48,33669,10,0,0,60,Private,Some-college,Married-civ-spouse,Transport-moving,Husband,White,Male,United-States,<=50K
50,222020,9,0,0,40,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,<=50K
40,174373,13,0,0,50,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,>50K
46,295791,9,0,0,30,Private,HS-grad,Divorced,Tech-support,Not-in-family,White,Female,United-States,<=50K
54,392286,12,0,0,50,Self-emp-not-inc,Assoc-acdm,Married-civ-spouse,Sales,Husband,White,Male,United-States,>50K
34,185063,10,0,0,45,Private,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,United-States,>50K
51,193720,9,0,0,40,Local-gov,HS-grad,Married-spouse-absent,Handlers-cleaners,Unmarried,White,Male,United-States,<=50K
62,178745,9,0,0,45,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,>50K
31,156464,13,0,0,25,Private,Bachelors,Never-married,Prof-specialty,Own-child,White,Male,United-States,<=50K
28,135567,13,4101,0,60,Local-gov,Bachelors,Never-married,Adm-clerical,Not-in-family,Black,Female,United-States,<=50K
33,1161363,10,0,0,50,Private,Some-college,Separated,Tech-support,Unmarried,White,Female,Columbia,<=50K
37,255621,9,0,0,50,Private,HS-grad,Separated,Craft-repair,Not-in-family,White,Male,United-States,<=50K
21,182117,12,0,0,40,Private,Assoc-acdm,Never-married,Other-service,Own-child,White,Male,United-States,<=50K
42,112181,9,0,0,40,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,United-States,<=50K
32,40444,14,0,0,50,Local-gov,Masters,Never-married,Prof-specialty,Not-in-family,White,Male,United-States,<=50K
