age,fnlwgt,education-num,capital-gain,capital-loss,hours-per-week,workclass,education,marital-status,occupation,relationship,race,sex,native-country,income
39,224566,13,0,0,60,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,>50K
18,193166,5,0,0,42,Private,9th,Never-married,Sales,Own-child,White,Female,United-States,<=50K
35,35945,13,0,0,40,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,>50K
37,44780,12,0,0,40,Private,Assoc-acdm,Divorced,Exec-managerial,Not-in-family,White,Female,United-States,<=50K
46,171228,9,3411,0,35,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,Guatemala,<=50K
35,112264,9,0,0,50,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,United-States,<=50K
46,251786,2,0,0,40,Private,1st-4th,Separated,Other-service,Not-in-family,White,Female,Mexico,<=50K
58,68624,9,0,0,45,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,<=50K
59,142182,9,0,0,40,Private,HS-grad,Married-civ-spouse,Other-service,Husband,White,Male,United-States,>50K
47,39530,9,0,0,4,Private,HS-grad,Divorced,Other-service,Not-in-family,White,Female,United-States,<=50K
19,183532,10,0,0,25,Private,Some-college,Never-married,Handlers-cleaners,Own-child,White,Male,United-States,<=50K
46,369538,10,0,0,40,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,United-States,>50K
40,165108,13,0,0,40,Self-emp-not-inc,Bachelors,Married-civ-spouse,Adm-clerical,Husband,White,Male,England,<=50K
48,34845,9,0,0,40,Private,HS-grad,Divorced,Craft-repair,Other-relative,White,Male,United-States,<=50K
46,72896,5,0,0,43,Private,9th,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,United-States,<=50K
25,25249,10,0,0,40,Private,Some-college,Never-married,Adm-clerical,Not-in-family,White,Female,United-States,<=50K
54,97778,4,0,0,40,Private,7th-8th,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,<=50K
41,82161,9,0,0,40,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,United-States,<=50K
46,129007,13,0,1977,40,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,United-States,>50K
26,154604,9,0,0,40,Private,HS-grad,Divorced,Sales,Unmarried,White,Female,United-States,<=50K
30,196396,10,0,0,40,Private,Some-college,Never-married,Machine-op-inspct,Not-in-family,White,Male,United-States,<=50K
