age,fnlwgt,education-num,capital-gain,capital-loss,hours-per-week,workclass,education,marital-status,occupation,relationship,race,sex,native-country,income
58,208640,13,0,0,40,Federal-gov,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,>50K
42,169383,14,0,0,40,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,>50K
61,79827,9,0,0,50,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,<=50K
40,141537,6,0,0,40,Private,10th,Divorced,Machine-op-inspct,Not-in-family,Black,Female,United-States,<=50K
21,186648,10,0,0,20,Private,Some-college,Never-married,Other-service,Own-child,White,Male,United-States,<=50K
45,168262,9,0,1887,40,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,United-States,>50K
61,56009,10,0,0,40,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,United-States,<=50K
41,121718,10,0,0,40,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,Italy,<=50K
64,150121,16,0,0,25,Self-emp-not-inc,Doctorate,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,>50K
55,35723,14,0,0,60,Federal-gov,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,>50K
67,132057,9,0,0,20,MISSING,HS-grad,Married-civ-spouse,MISSING,Husband,Black,Male,United-States,<=50K
28,129882,10,0,0,40,Private,Some-college,Never-married,Adm-clerical,Unmarried,Black,Female,United-States,<=50K
73,242769,9,3471,0,40,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,England,<=50K
20,278155,10,0,0,40,Private,Some-college,Never-married,Adm-clerical,Own-child,White,Male,United-States,<=50K
40,177083,14,0,0,35,State-gov,Masters,Never-married,Exec-managerial,Not-in-family,White,Female,United-States,<=50K
21,277530,9,0,0,40,Private,HS-grad,Never-married,Exec-managerial,Own-child,White,Female,United-States,<=50K
38,506830,10,0,0,40,Federal-gov,Some-college,Divorced,Tech-support,Unmarried,Black,Female,United-States,<=50K
63,391121,4,0,0,30,Self-emp-not-inc,7th-8th,Married-civ-spouse,Farming-fishing,Husband,White,Male,United-States,<=50K
39,257942,9,0,0,40,Private,HS-grad,Never-married,Exec-managerial,Not-in-family,White,Male,United-States,<=50K
46,164427,9,0,0,45,Private,HS-grad,Divorced,Adm-clerical,Own-child,White,Female,United-States,<=50K
47,265275,10,0,0,40,Private,Some-college,Never-married,Other-service,Own-child,White,Male,United-States,<=50K
55,182460,9,15024,0,35,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,>50K
27,306747,13,0,0,40,Private,Bachelors,Divorced,Handlers-cleaners,Own-child,Black,Male,United-States,<=50K
62,186611,9,0,0,40,MISSING,HS-grad,Never-married,MISSING,Not-in-family,White,Male,United-States,<=50K
20,227411,10,0,0,20,Private,Some-college,Never-married,Other-service,Own-child,White,Female,United-States,<=50K
36,150548,9,0,0,30,Private,HS-grad,Never-married,Machine-op-inspct,Not-in-family,White,Female,United-States,<=50K
62,71467,13,0,0,55,Self-emp-not-inc,Bachelors,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,>50K
37,167415,15,0,0,60,Private,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,>50K
23,217961,10,0,0,40,Private,Some-college,Married-civ-spouse,Other-service,Husband,White,Male,United-States,<=50K
59,119344,6,0,0,36,Self-emp-not-inc,10th,Married-civ-spouse,Exec-managerial,Wife,White,Female,United-States,<=50K
55,102058,8,0,0,30,MISSING,12th,Widowed,MISSING,Not-in-family,White,Male,United-States,<=50K
