age,fnlwgt,education-num,capital-gain,capital-loss,hours-per-week,workclass,education,marital-status,occupation,relationship,race,sex,native-country,income
29,196116,15,2174,0,72,Private,Prof-school,Divorced,Prof-specialty,Own-child,White,Female,United-States,<=50K
54,108960,7,0,0,40,Private,11th,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,United-States,<=50K
29,183627,9,3137,0,48,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,Ireland,<=50K
69,185691,7,0,0,20,Private,11th,Married-civ-spouse,Adm-clerical,Husband,White,Male,United-States,<=50K
46,180505,9,0,0,40,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,United-States,<=50K
40,25005,13,15024,0,99,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,>50K
45,176814,16,15024,0,40,Self-emp-not-inc,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,>50K
21,275726,9,0,0,40,Private,HS-grad,Never-married,Craft-repair,Own-child,Black,Male,United-States,<=50K
21,260847,10,0,0,30,Private,Some-college,Never-married,Sales,Own-child,White,Male,United-States,<=50K
37,257042,9,1506,0,40,Private,HS-grad,Divorced,Craft-repair,Unmarried,White,Male,United-States,<=50K
32,309513,9,0,0,50,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,<=50K
47,159726,9,0,0,85,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,United-States,>50K
28,51961,10,0,0,24,Private,Some-college,Never-married,Tech-support,Own-child,Black,Male,United-States,<=50K
23,193586,10,0,0,40,Private,Some-college,Separated,Farming-fishing,Other-relative,White,Female,United-States,<=50K
45,37987,10,0,0,45,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,United-States,<=50K
44,169397,9,0,0,40,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,>50K
57,372967,6,0,0,70,Private,10th,Divorced,Adm-clerical,Other-relative,White,Female,Germany,<=50K
35,240458,7,0,0,40,Private,11th,Divorced,Craft-repair,Not-in-family,Black,Male,United-States,<=50K
37,201531,9,0,0,40,Private,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,United-States,<=50K
23,213811,13,0,0,40,Private,Bachelors,Never-married,Exec-managerial,Own-child,White,Female,United-States,<=50K
32,118551,9,0,0,80,Private,HS-grad,Divorced,Other-service,Unmarried,White,Female,United-States,<=50K
54,261207,4,0,0,45,Self-emp-not-inc,7th-8th,Divorced,Transport-moving,Not-in-family,White,Male,Cuba,<=50K
59,424468,9,0,0,40,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,MISSING,<=50K
51,53197,10,0,0,40,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,>50K
