age,fnlwgt,education-num,capital-gain,capital-loss,hours-per-week,workclass,education,marital-status,occupation,relationship,race,sex,native-country,income
28,211920,9,0,0,40,Local-gov,HS-grad,Married-civ-spouse,Protective-serv,Husband,White,Male,United-States,<=50K
42,235700,9,0,0,40,Private,HS-grad,Divorced,Handlers-cleaners,Not-in-family,White,Female,United-States,<=50K
44,68729,13,0,0,40,Federal-gov,Bachelors,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,United-States,>50K
44,96249,10,3411,0,40,State-gov,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,<=50K
34,24529,9,0,0,15,Private,HS-grad,Widowed,Adm-clerical,Unmarried,White,Male,United-States,<=50K
40,185145,16,0,0,40,Private,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,>50K
26,164583,9,0,0,30,Private,HS-grad,Divorced,Sales,Unmarried,White,Female,United-States,<=50K
57,314153,13,0,1887,55,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,United-States,>50K
50,43764,16,15024,0,50,Private,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,>50K
37,99357,12,0,0,30,Private,Assoc-acdm,Never-married,Other-service,Not-in-family,White,Female,United-States,<=50K
42,179557,10,0,0,40,Private,Some-college,Divorced,Tech-support,Not-in-family,White,Female,United-States,<=50K
32,420895,13,0,0,47,Self-emp-not-inc,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,United-States,<=50K
32,295117,13,0,0,40,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,Black,Male,England,>50K
51,163998,9,0,0,20,MISSING,HS-grad,Married-spouse-absent,MISSING,Not-in-family,White,Male,United-States,>50K
39,43712,9,7298,0,40,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,>50K
40,306225,9,0,0,40,Private,HS-grad,Divorced,Craft-repair,Not-in-family,Asian-Pac-Islander,Female,Japan,<=50K
37,180150,15,0,0,45,Self-emp-not-inc,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,>50K
52,279337,9,0,0,40,Federal-gov,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,United-States,<=50K
22,173736,9,0,0,40,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,<=50K
17,170320,7,0,0,8,MISSING,11th,Never-married,MISSING,Own-child,White,Female,United-States,<=50K
22,184543,10,0,0,40,Private,Some-college,Divorced,Adm-clerical,Unmarried,White,Female,United-States,<=50K
46,349230,11,0,1848,40,Federal-gov,Assoc-voc,Married-civ-spouse,Tech-support,Husband,White,Male,United-States,>50K
22,150175,10,0,0,20,Private,Some-college,Never-married,Adm-clerical,Own-child,White,Female,United-States,<=50K
26,128553,10,0,0,40,Private,Some-college,Never-married,Exec-managerial,Own-child,Black,Female,United-States,<=50K
28,337664,9,0,0,40,Private,HS-grad,Never-married,Machine-op-inspct,Own-child,White,Male,United-States,<=50K
37,373895,10,0,0,35,Private,Some-college,Separated,Handlers-cleaners,Not-in-family,Black,Male,United-States,<=50K
35,106028,9,0,0,65,Private,HS-grad,Divorced,Farming-fishing,Not-in-family,White,Male,United-States,<=50K
48,373366,2,3781,0,50,Private,1st-4th,Married-civ-spouse,Farming-fishing,Husband,White,Male,Mexico,<=50K
36,306156,10,15024,0,60,Self-emp-inc,Some-college,Married-civ-spouse,Sales,Husband,White,Male,United-States,>50K
31,507875,5,0,0,43,Private,9th,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,United-States,<=50K
29,160512,9,0,0,40,Private,HS-grad,Separated,Adm-clerical,Own-child,White,Female,United-States,<=50K
28,122922,9,0,0,50,Private,HS-grad,Never-married,Exec-managerial,Not-in-family,White,Female,United-States,<=50K
33,422960,10,0,0,60,Self-emp-not-inc,Some-college,Married-civ-spouse,Prof-specialty,Wife,White,Female,United-States,>50K
71,235079,1,0,0,10,Private,Preschool,Widowed,Craft-repair,Unmarried,Black,Male,United-States,<=50K
72,285408,15,0,2246,28,Self-emp-not-inc,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,>50K
49,298659,9,0,0,15,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,Mexico,<=50K
49,297884,9,4064,0,50,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,United-States,<=50K
32,386877,11,4650,0,40,Federal-gov,Assoc-voc,Never-married,Tech-support,Own-child,Black,Male,United-States,<=50K
44,45093,9,0,0,70,Private,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,United-States,<=50K
49,305657,4,0,0,40,Private,7th-8th,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,United-States,<=50K
57,184553,9,0,0,50,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,>50K
42,194710,10,0,0,40,Private,Some-college,Never-married,Exec-managerial,Not-in-family,White,Female,United-States,<=50K
37,361888,13,10520,0,40,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,United-States,>50K
64,73986,4,0,0,20,Self-emp-not-inc,7th-8th,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,<=50K
23,140462,9,0,0,40,Private,HS-grad,Never-married,Machine-op-inspct,Own-child,White,Male,United-States,<=50K
90,155981,13,10566,0,50,Self-emp-not-inc,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,<=50K
20,236592,8,0,0,35,Private,12th,Never-married,Prof-specialty,Not-in-family,White,Female,Italy,<=50K
43,50646,9,0,0,70,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,<=50K
53,96062,10,0,1740,40,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,<=50K
52,303462,10,0,0,40,State-gov,Some-college,Separated,Protective-serv,Unmarried,White,Male,United-States,<=50K
35,197495,10,0,0,40,State-gov,Some-college,Divorced,Exec-managerial,Not-in-family,Black,Female,United-States,<=50K
46,345073,9,0,0,48,Private,HS-grad,Divorced,Exec-managerial,Not-in-family,White,Male,United-States,>50K
37,222450,3,0,0,40,Private,5th-6th,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,Mexico,<=50K
51,161838,11,0,0,57,Private,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,<=50K
18,234428,7,0,0,20,Private,11th,Never-married,Other-service,Own-child,White,Male,United-States,<=50K
35,187089,11,0,0,42,Private,Assoc-voc,Married-civ-spouse,Exec-managerial,Wife,White,Female,United-States,>50K
24,296045,4,2635,0,38,Private,7th-8th,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,<=50K
36,356838,8,0,0,35,MISSING,12th,Never-married,MISSING,Not-in-family,White,Male,United-States,<=50K
41,27444,10,0,0,46,Private,Some-college,Married-civ-spouse,Adm-clerical,Husband,White,Male,United-States,>50K
45,209912,13,0,0,40,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,India,>50K
27,130856,13,0,0,40,MISSING,Bachelors,Never-married,MISSING,Not-in-family,White,Male,United-States,<=50K
57,212448,13,0,0,45,Private,Bachelors,Divorced,Exec-managerial,Not-in-family,White,Female,United-States,>50K
38,33105,13,0,0,70,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,Amer-Indian-Eskimo,Male,United-States,>50K
22,429346,9,0,0,40,Private,HS-grad,Never-married,Adm-clerical,Other-relative,Black,Male,United-States,<=50K
26,177720,12,0,0,45,Private,Assoc-acdm,Divorced,Prof-specialty,Unmarried,White,Female,United-States,<=50K
25,201737,10,0,0,40,Private,Some-college,Divorced,Adm-clerical,Unmarried,White,Female,United-States,<=50K
22,160398,10,0,0,38,Private,Some-college,Never-married,Sales,Other-relative,White,Male,United-States,<=50K
20,49179,10,0,0,35,Private,Some-college,Never-married,Prof-specialty,Not-in-family,White,Male,United-States,<=50K
27,116662,9,0,0,40,Local-gov,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,United-States,<=50K
28,68642,9,0,0,46,Private,HS-grad,Never-married,Other-service,Not-in-family,White,Female,United-States,<=50K
42,334522,9,0,0,40,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,United-States,<=50K
23,352139,10,0,0,24,Private,Some-college,Never-married,Other-service,Not-in-family,White,Female,United-States,<=50K
24,140001,13,0,0,40,Private,Bachelors,Never-married,Adm-clerical,Not-in-family,White,Male,United-States,<=50K
40,141858,15,0,0,72,State-gov,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,<=50K
