age,fnlwgt,education-num,capital-gain,capital-loss,hours-per-week,workclass,education,marital-status,occupation,relationship,race,sex,native-country,income
29,71860,9,0,0,60,Private,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,United-States,<=50K
28,217200,9,0,0,50,Private,HS-grad,Never-married,Machine-op-inspct,Not-in-family,White,Male,United-States,<=50K
20,406641,10,0,0,35,Private,Some-college,Never-married,Adm-clerical,Own-child,White,Female,United-States,<=50K
51,233149,12,0,0,45,Private,Assoc-acdm,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,>50K
34,112212,9,0,1485,40,Private,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,United-States,<=50K
53,248834,13,0,0,50,Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,Wife,White,Female,United-States,>50K
31,83446,9,0,0,40,Private,HS-grad,Widowed,Craft-repair,Unmarried,White,Female,United-States,<=50K
29,308136,10,0,0,40,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,<=50K
31,252752,9,0,2415,40,Self-emp-not-inc,HS-grad,Married-civ-spouse,Other-service,Wife,White,Female,United-States,>50K
27,243569,9,0,0,40,Self-emp-not-inc,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,United-States,<=50K
38,65382,10,0,0,40,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,>50K
61,101265,9,1471,0,35,Local-gov,HS-grad,Widowed,Adm-clerical,Unmarried,White,Female,United-States,<=50K
76,164835,9,0,0,25,MISSING,HS-grad,Widowed,MISSING,Not-in-family,White,Female,United-States,<=50K
41,121718,10,0,0,40,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,Italy,<=50K
72,94242,10,0,0,16,Federal-gov,Some-college,Widowed,Tech-support,Not-in-family,White,Female,United-States,<=50K
46,214955,12,0,0,40,Private,Assoc-acdm,Divorced,Prof-specialty,Unmarried,White,Female,United-States,<=50K
37,119929,9,0,0,40,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,<=50K
32,857532,9,0,0,40,Private,HS-grad,Never-married,Machine-op-inspct,Own-child,Black,Male,United-States,<=50K
46,146497,9,0,0,40,Local-gov,HS-grad,Divorced,Prof-specialty,Not-in-family,White,Female,United-States,<=50K
25,124111,13,0,0,40,Private,Bachelors,Never-married,Adm-clerical,Own-child,White,Female,United-States,<=50K
49,237920,16,0,0,60,Private,Doctorate,Married-civ-spouse,Sales,Husband,White,Male,United-States,<=50K
60,227332,14,0,0,40,Local-gov,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,>50K
35,267891,9,0,0,38,Private,HS-grad,Married-civ-spouse,Other-service,Wife,White,Female,United-States,<=50K
41,343079,13,0,1740,20,Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,Wife,White,Female,United-States,<=50K
23,227943,12,0,0,30,Private,Assoc-acdm,Never-married,Sales,Own-child,White,Male,United-States,<=50K
32,191385,16,0,0,77,Self-emp-inc,Doctorate,Never-married,Prof-specialty,Not-in-family,White,Male,United-States,<=50K
31,108468,15,0,0,60,Self-emp-not-inc,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,>50K
44,32185,9,0,0,70,Private,HS-grad,Never-married,Transport-moving,Unmarried,White,Male,United-States,<=50K
26,84619,13,0,0,40,Private,Bachelors,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,>50K
29,201017,14,0,0,55,Private,Masters,Never-married,Prof-specialty,Not-in-family,White,Male,Scotland,<=50K
26,272618,13,0,0,55,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,United-States,<=50K
19,198459,9,0,2001,40,Private,HS-grad,Never-married,Adm-clerical,Own-child,White,Male,United-States,<=50K
55,296991,15,15024,0,40,State-gov,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,>50K
23,440456,13,0,0,40,Private,Bachelors,Never-married,Other-service,Not-in-family,White,Male,United-States,<=50K
22,228306,10,0,0,40,Private,Some-college,Married-AF-spouse,Other-service,Wife,White,Female,United-States,>50K
21,260617,6,0,0,36,Private,10th,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,United-States,<=50K
39,165106,13,0,1564,50,Private,Bachelors,Married-spouse-absent,Craft-repair,Not-in-family,White,Male,MISSING,>50K
44,219288,4,0,0,35,Private,7th-8th,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,<=50K
33,193246,9,0,0,55,Self-emp-not-inc,HS-grad,Never-married,Exec-managerial,Not-in-family,White,Male,France,<=50K
58,205235,9,0,0,60,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,United-States,>50K
39,101146,9,4650,0,40,Private,HS-grad,Divorced,Prof-specialty,Not-in-family,White,Female,United-States,<=50K
40,360884,10,7298,0,40,Private,Some-college,Married-civ-spouse,Adm-clerical,Wife,White,Female,United-States,>50K
24,211968,10,0,0,24,Private,Some-college,Never-married,Sales,Not-in-family,White,Female,United-States,<=50K
33,356823,13,10520,0,45,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,United-States,>50K
41,247752,9,0,0,40,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,United-States,<=50K
46,116635,13,0,0,36,Private,Bachelors,Separated,Prof-specialty,Unmarried,Black,Female,United-States,<=50K
44,191893,9,0,0,24,Private,HS-grad,Never-married,Other-service,Own-child,White,Female,United-States,<=50K
47,27067,9,0,0,40,Federal-gov,HS-grad,Divorced,Adm-clerical,Not-in-family,White,Female,United-States,<=50K
65,129426,10,0,0,40,Private,Some-college,Widowed,Adm-clerical,Not-in-family,White,Female,United-States,<=50K
42,303155,13,0,0,50,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,>50K
75,113868,16,0,0,20,State-gov,Doctorate,Married-civ-spouse,Prof-specialty,Husband,Black,Male,United-States,>50K
66,102686,14,0,0,20,Self-emp-not-inc,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,>50K
31,156743,14,0,0,76,Private,Masters,Married-civ-spouse,Sales,Husband,White,Male,United-States,>50K
42,212206,14,0,1887,48,MISSING,Masters,Married-civ-spouse,MISSING,Wife,White,Female,United-States,>50K
