age,fnlwgt,education-num,capital-gain,capital-loss,hours-per-week,workclass,education,marital-status,occupation,relationship,race,sex,native-country,income
46,161337,10,0,0,40,Federal-gov,Some-college,Divorced,Tech-support,Not-in-family,White,Male,United-States,<=50K
42,207392,9,0,0,12,Self-emp-not-inc,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,United-States,<=50K
55,189933,9,0,0,45,Self-emp-inc,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,<=50K
44,43711,13,0,0,48,Private,Bachelors,Never-married,Other-service,Not-in-family,White,Male,United-States,<=50K
34,212781,13,0,0,40,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,>50K
18,238867,7,0,1602,40,Private,11th,Never-married,Handlers-cleaners,Own-child,White,Male,United-States,<=50K
19,195985,9,0,0,50,Private,HS-grad,Never-married,Other-service,Not-in-family,White,Female,United-States,<=50K
35,157473,9,0,0,40,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,<=50K
28,314649,10,0,0,60,Private,Some-college,Married-civ-spouse,Sales,Husband,Amer-Indian-Eskimo,Male,United-States,<=50K
43,91959,13,0,0,45,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,>50K
54,212165,9,0,0,60,Self-emp-not-inc,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,United-States,<=50K
45,174533,10,7298,0,50,Private,Some-college,Married-civ-spouse,Transport-moving,Husband,White,Male,United-States,>50K
29,196971,13,0,0,72,Private,Bachelors,Never-married,Prof-specialty,Own-child,White,Female,United-States,<=50K
50,172052,9,0,0,35,Private,HS-grad,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,South,>50K
54,53407,9,0,0,40,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,<=50K
33,177945,9,0,0,40,Federal-gov,HS-grad,Married-civ-spouse,Adm-clerical,Husband,Black,Male,United-States,<=50K
62,254534,10,0,0,40,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,United-States,<=50K
25,213385,10,0,0,80,Self-emp-not-inc,Some-college,Never-married,Craft-repair,Own-child,White,Male,United-States,<=50K
25,191230,10,0,0,40,Private,Some-college,Never-married,Exec-managerial,Own-child,White,Female,Yugoslavia,<=50K
61,135285,9,0,2603,32,MISSING,HS-grad,Married-civ-spouse,MISSING,Husband,White,Male,United-States,<=50K
53,246820,16,0,0,50,State-gov,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,>50K
31,381153,10,15024,0,56,Local-gov,Some-college,Married-civ-spouse,Protective-serv,Husband,White,Male,United-States,>50K
26,176146,3,0,0,35,Private,5th-6th,Separated,Craft-repair,Not-in-family,Other,Male,Mexico,<=50K
44,103233,13,0,0,40,Private,Bachelors,Never-married,Adm-clerical,Unmarried,Black,Female,United-States,<=50K
21,188793,9,0,0,35,Private,HS-grad,Married-civ-spouse,Sales,Husband,Other,Male,United-States,<=50K
25,113035,10,0,0,40,Private,Some-college,Never-married,Exec-managerial,Own-child,White,Male,United-States,<=50K
41,208330,10,0,0,51,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,United-States,<=50K
62,153148,9,0,0,84,Private,HS-grad,Divorced,Other-service,Not-in-family,White,Female,United-States,<=50K
57,79539,9,0,0,40,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Husband,Asian-Pac-Islander,Male,United-States,<=50K
51,71046,10,0,0,45,Private,Some-college,Divorced,Exec-managerial,Unmarried,White,Male,Scotland,<=50K
17,39815,6,0,0,25,Local-gov,10th,Never-married,Other-service,Own-child,White,Female,United-States,<=50K
60,142922,9,0,0,50,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,<=50K
29,95423,14,0,0,36,State-gov,Masters,Married-civ-spouse,Adm-clerical,Husband,White,Male,United-States,<=50K
39,231180,9,0,0,50,Self-emp-not-inc,HS-grad,Married-civ-spouse,Other-service,Husband,White,Male,United-States,<=50K
30,169583,13,0,0,40,Private,Bachelors,Married-AF-spouse,Exec-managerial,Wife,White,Female,United-States,>50K
55,125000,15,0,0,60,Private,Prof-school,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,>50K
44,193755,12,0,0,40,Local-gov,Assoc-acdm,Never-married,Protective-serv,Not-in-family,White,Male,United-States,<=50K
27,491421,3,0,0,50,Private,5th-6th,Never-married,Farming-fishing,Unmarried,White,Male,United-States,<=50K
54,147239,16,0,0,60,Self-emp-inc,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,>50K
31,111423,13,0,0,55,Self-emp-not-inc,Bachelors,Never-married,Craft-repair,Not-in-family,White,Male,United-States,<=50K
30,89735,11,0,0,40,Private,Assoc-voc,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,>50K
23,180052,9,0,0,40,Private,HS-grad,Never-married,Other-service,Own-child,White,Male,United-States,<=50K
21,250051,10,0,0,10,Private,Some-college,Never-married,Prof-specialty,Own-child,White,Female,United-States,<=50K
32,190577,13,0,0,40,State-gov,Bachelors,Never-married,Prof-specialty,Own-child,White,Female,United-States,<=50K
40,205047,9,0,0,40,Private,HS-grad,Married-spouse-absent,Craft-repair,Not-in-family,White,Male,United-States,>50K
34,318886,9,0,0,40,Private,HS-grad,Married-civ-spouse,Farming-fishing,Husband,Black,Male,United-States,<=50K
54,172175,10,0,0,40,Self-emp-inc,Some-college,Married-civ-spouse,Transport-moving,Husband,White,Male,United-States,>50K
46,99086,10,0,0,40,Private,Some-college,Married-civ-spouse,Adm-clerical,Wife,White,Female,United-States,>50K
66,222810,10,7896,0,40,Local-gov,Some-college,Divorced,Other-service,Other-relative,White,Female,MISSING,>50K
47,103757,12,0,0,40,Private,Assoc-acdm,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,<=50K
22,181313,11,0,0,30,Private,Assoc-voc,Never-married,Other-service,Not-in-family,White,Female,United-States,<=50K
28,356555,10,0,0,48,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,<=50K
56,261232,9,0,0,40,Private,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male,United-States,<=50K
41,469454,10,0,0,40,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,<=50K
41,142579,13,0,0,50,Private,Bachelors,Widowed,Sales,Unmarried,Black,Male,United-States,<=50K
37,125550,9,0,0,60,Private,HS-grad,Divorced,Sales,Not-in-family,White,Female,United-States,<=50K
25,182771,10,0,0,40,Private,Some-college,Never-married,Sales,Own-child,Asian-Pac-Islander,Male,United-States,<=50K
28,188064,9,0,0,35,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,Canada,<=50K
18,312634,7,0,0,25,MISSING,11th,Never-married,MISSING,Own-child,White,Male,United-States,<=50K
50,222381,10,0,0,40,MISSING,Some-college,Divorced,MISSING,Unmarried,White,Male,United-States,<=50K
28,190367,9,0,0,45,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,United-States,<=50K
35,183800,13,0,0,40,Private,Bachelors,Married-civ-spouse,Adm-clerical,Husband,White,Male,United-States,>50K
56,212864,13,0,0,40,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,>50K
