age,fnlwgt,education-num,capital-gain,capital-loss,hours-per-week,workclass,education,marital-status,occupation,relationship,race,sex,native-country,income
31,341672,13,0,0,60,Private,Bachelors,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,Male,India,<=50K
27,249315,10,0,0,44,Private,Some-college,Never-married,Sales,Not-in-family,White,Male,United-States,<=50K
24,270075,13,0,0,50,Private,Bachelors,Married-civ-spouse,Adm-clerical,Wife,White,Female,United-States,<=50K
21,122322,10,0,0,60,Private,Some-college,Never-married,Other-service,Own-child,White,Female,United-States,<=50K
42,224203,10,0,0,40,Private,Some-college,Widowed,Sales,Unmarried,Black,Female,United-States,<=50K
23,228230,10,0,0,47,Private,Some-college,Married-civ-spouse,Sales,Wife,White,Female,United-States,<=50K
36,150371,9,0,0,40,Self-emp-not-inc,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male,United-States,<=50K
59,116878,9,0,0,60,Self-emp-not-inc,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,Greece,<=50K
26,219760,9,0,0,16,Local-gov,HS-grad,Never-married,Other-service,Other-relative,White,Male,United-States,<=50K
31,78291,13,0,0,40,State-gov,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,United-States,<=50K
61,133164,4,0,0,48,Private,7th-8th,Never-married,Other-service,Not-in-family,White,Male,United-States,<=50K
28,205562,14,0,0,40,MISSING,Masters,Never-married,MISSING,Not-in-family,Black,Female,United-States,<=50K
41,49797,10,0,0,40,Private,Some-college,Separated,Exec-managerial,Not-in-family,Black,Female,United-States,<=50K
41,132222,15,0,2415,40,Private,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,>50K
24,201680,9,0,0,40,Private,HS-grad,Never-married,Craft-repair,Own-child,White,Male,United-States,<=50K
24,165474,13,0,0,40,Self-emp-inc,Bachelors,Never-married,Sales,Own-child,White,Male,United-States,<=50K
19,42069,9,2176,0,45,Private,HS-grad,Never-married,Transport-moving,Own-child,White,Male,United-States,<=50K
35,186886,9,0,0,55,Private,HS-grad,Divorced,Exec-managerial,Unmarried,White,Female,United-States,<=50K
32,185480,11,0,0,40,Private,Assoc-voc,Divorced,Other-service,Unmarried,White,Female,United-States,<=50K
50,24790,9,0,0,40,State-gov,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,United-States,<=50K
24,102323,9,0,0,40,Private,HS-grad,Never-married,Machine-op-inspct,Own-child,White,Male,United-States,<=50K
17,56536,7,1055,0,18,Private,11th,Never-married,Sales,Own-child,White,Female,India,<=50K
45,327886,15,0,0,40,Private,Prof-school,Never-married,Prof-specialty,Not-in-family,White,Male,United-States,>50K
59,236731,4,0,0,40,Private,7th-8th,Married-civ-spouse,Protective-serv,Husband,White,Male,Puerto-Rico,<=50K
27,176972,11,0,0,40,Private,Assoc-voc,Never-married,Craft-repair,Not-in-family,White,Male,United-States,<=50K
23,520759,9,0,0,30,Private,HS-grad,Never-married,Other-service,Not-in-family,Black,Male,United-States,<=50K
46,354962,9,0,0,40,Local-gov,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,United-States,<=50K
24,117109,13,0,0,27,Local-gov,Bachelors,Never-married,Adm-clerical,Own-child,Black,Female,United-States,<=50K
65,161400,7,0,0,40,Private,11th,Widowed,Other-service,Unmarried,Other,Male,United-States,<=50K
53,132304,9,0,0,40,Private,HS-grad,Divorced,Machine-op-inspct,Not-in-family,White,Female,Scotland,<=50K
51,115851,9,0,0,40,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,<=50K
24,211585,9,0,0,40,Private,HS-grad,Married-civ-spouse,Transport-moving,Own-child,White,Female,United-States,<=50K
38,172855,13,0,1887,40,Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,Wife,Black,Female,United-States,>50K
33,63184,9,0,0,40,Private,HS-grad,Never-married,Farming-fishing,Not-in-family,White,Male,United-States,<=50K
26,98155,9,0,0,55,Private,HS-grad,Married-AF-spouse,Sales,Husband,White,Male,United-States,<=50K
22,56582,9,0,0,50,Private,HS-grad,Never-married,Farming-fishing,Not-in-family,White,Male,United-States,<=50K
60,338345,9,0,0,45,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,>50K
63,122442,10,0,0,48,Self-emp-not-inc,Some-college,Married-civ-spouse,Other-service,Husband,White,Male,United-States,<=50K
38,89559,10,0,0,40,Private,Some-college,Separated,Prof-specialty,Unmarried,White,Female,Germany,<=50K
56,172618,13,7688,0,40,Self-emp-not-inc,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,>50K
17,212125,6,0,0,20,MISSING,10th,Never-married,MISSING,Own-child,White,Female,United-States,<=50K
43,70055,10,0,0,40,Private,Some-college,Married-civ-spouse,Adm-clerical,Husband,White,Male,United-States,<=50K
24,154422,13,0,0,40,Private,Bachelors,Never-married,Exec-managerial,Own-child,Asian-Pac-Islander,Female,Philippines,<=50K
59,223215,13,0,1977,50,Self-emp-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,>50K
56,435836,14,0,0,40,Local-gov,Masters,Divorced,Prof-specialty,Not-in-family,White,Female,United-States,<=50K
43,113211,9,0,0,40,Self-emp-not-inc,HS-grad,Married-civ-spouse,Exec-managerial,Wife,White,Female,United-States,<=50K
17,228399,7,0,0,7,Private,11th,Never-married,Other-service,Own-child,White,Female,United-States,<=50K
32,216361,10,0,0,16,Private,Some-college,Married-civ-spouse,Protective-serv,Husband,Black,Male,United-States,<=50K
29,241431,14,7298,0,40,Private,Masters,Married-civ-spouse,Sales,Husband,White,Male,United-States,>50K
44,175943,13,0,0,20,Private,Bachelors,Married-civ-spouse,Prof-specialty,Wife,White,Female,United-States,<=50K
20,344394,10,0,0,30,Private,Some-college,Never-married,Other-service,Not-in-family,White,Female,United-States,<=50K
35,108198,9,0,0,15,Self-emp-not-inc,HS-grad,Divorced,Craft-repair,Own-child,Amer-Indian-Eskimo,Male,United-States,<=50K
55,248841,14,0,1977,40,Self-emp-not-inc,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,>50K
50,104501,9,0,0,40,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,>50K
30,164190,11,5178,0,52,Private,Assoc-voc,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,>50K
55,133201,14,0,0,50,Local-gov,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,<=50K
51,96062,10,0,1977,40,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,United-States,>50K
45,168837,10,0,0,24,Private,Some-college,Married-civ-spouse,Adm-clerical,Wife,White,Female,Canada,>50K
54,226735,9,0,0,45,Self-emp-not-inc,HS-grad,Married-civ-spouse,Other-service,Husband,Black,Male,United-States,<=50K
36,144169,9,0,0,50,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,<=50K
31,356689,13,0,0,40,Private,Bachelors,Never-married,Farming-fishing,Not-in-family,White,Male,United-States,<=50K
62,26857,4,0,0,35,Self-emp-not-inc,7th-8th,Widowed,Farming-fishing,Other-relative,White,Female,United-States,<=50K
42,89942,10,0,0,40,Self-emp-not-inc,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,<=50K
55,147098,9,0,0,50,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,>50K
47,70754,9,0,0,40,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,<=50K
53,335481,9,0,0,32,Private,HS-grad,Married-civ-spouse,Adm-clerical,Wife,Black,Female,United-States,<=50K
37,31368,10,0,0,40,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,<=50K
30,229741,9,0,0,40,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,<=50K
19,427862,10,0,0,35,Private,Some-college,Never-married,Other-service,Own-child,White,Male,United-States,<=50K
31,236391,10,0,0,40,Private,Some-college,Never-married,Sales,Not-in-family,White,Female,United-States,<=50K
40,111829,14,0,0,40,Private,Masters,Never-married,Adm-clerical,Own-child,White,Female,United-States,<=50K
