age,fnlwgt,education-num,capital-gain,capital-loss,hours-per-week,workclass,education,marital-status,occupation,relationship,race,sex,native-country,income
38,257735,5,0,0,40,Private,9th,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,United-States,<=50K
24,152140,9,0,0,40,MISSING,HS-grad,Married-civ-spouse,MISSING,Wife,White,Female,United-States,<=50K
41,206916,13,0,0,30,MISSING,Bachelors,Married-spouse-absent,MISSING,Not-in-family,White,Male,United-States,<=50K
40,198873,15,15024,0,30,Private,Prof-school,Married-civ-spouse,Prof-specialty,Wife,White,Female,United-States,>50K
34,183811,10,0,0,40,Private,Some-college,Never-married,Handlers-cleaners,Not-in-family,White,Male,United-States,<=50K
47,114754,9,0,0,40,Private,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,United-States,<=50K
41,192712,9,0,0,40,Private,HS-grad,Never-married,Adm-clerical,Other-relative,White,Female,United-States,<=50K
52,108914,9,0,0,40,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,United-States,>50K
60,80574,9,0,0,38,Private,HS-grad,Divorced,Other-service,Unmarried,White,Female,United-States,<=50K
50,341797,15,0,0,50,Self-emp-not-inc,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,>50K
27,214858,6,0,0,55,Private,10th,Married-civ-spouse,Craft-repair,Other-relative,White,Male,United-States,<=50K
23,51985,9,0,0,38,Private,HS-grad,Never-married,Transport-moving,Not-in-family,White,Male,United-States,<=50K
32,19302,12,0,0,56,Local-gov,Assoc-acdm,Married-civ-spouse,Protective-serv,Husband,White,Male,England,>50K
33,121195,9,0,0,50,Private,HS-grad,Never-married,Machine-op-inspct,Not-in-family,Other,Male,United-States,<=50K
31,124827,9,0,0,40,Private,HS-grad,Never-married,Other-service,Not-in-family,White,Male,United-States,<=50K
29,285290,7,0,0,40,Private,11th,Never-married,Other-service,Unmarried,Black,Female,United-States,<=50K
30,173350,11,0,0,40,Private,Assoc-voc,Married-spouse-absent,Adm-clerical,Not-in-family,White,Female,United-States,<=50K
70,236055,4,0,0,35,Private,7th-8th,Widowed,Other-service,Not-in-family,White,Female,United-States,<=50K
73,300404,10,0,0,6,Self-emp-not-inc,Some-college,Married-civ-spouse,Sales,Husband,White,Male,United-States,>50K
38,331609,10,0,0,47,Local-gov,Some-college,Widowed,Transport-moving,Not-in-family,Black,Female,United-States,<=50K
22,205604,3,0,0,30,Private,5th-6th,Never-married,Machine-op-inspct,Not-in-family,White,Male,Mexico,<=50K
49,153536,10,14084,0,44,Private,Some-college,Divorced,Prof-specialty,Not-in-family,White,Male,United-States,>50K
49,183710,16,0,0,50,State-gov,Doctorate,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,>50K
54,192862,9,0,0,45,Private,HS-grad,Divorced,Exec-managerial,Unmarried,White,Female,United-States,<=50K
43,133584,9,0,0,40,Private,HS-grad,Divorced,Craft-repair,Not-in-family,White,Male,United-States,<=50K
38,335104,13,0,0,35,Private,Bachelors,Divorced,Prof-specialty,Not-in-family,White,Female,United-States,<=50K
55,249072,9,0,0,60,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,United-States,<=50K
58,56392,10,0,0,40,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,United-States,<=50K
47,103406,9,0,0,40,State-gov,HS-grad,Married-civ-spouse,Tech-support,Husband,White,Male,United-States,<=50K
62,125493,9,5178,0,40,MISSING,HS-grad,Married-civ-spouse,MISSING,Wife,White,Female,Scotland,>50K
18,110142,9,0,0,40,Private,HS-grad,Never-married,Sales,Own-child,White,Female,United-States,<=50K
24,188505,13,0,0,40,Private,Bachelors,Married-AF-spouse,Prof-specialty,Wife,White,Female,United-States,>50K
27,100669,10,0,0,40,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,Philippines,>50K
25,193051,13,0,0,35,Private,Bachelors,Married-civ-spouse,Tech-support,Husband,White,Male,United-States,<=50K
30,46144,9,0,0,38,State-gov,HS-grad,Married-AF-spouse,Adm-clerical,Own-child,White,Female,United-States,<=50K
21,194096,10,0,0,10,State-gov,Some-college,Never-married,Other-service,Own-child,White,Female,United-States,<=50K
25,176520,9,0,0,40,Private,HS-grad,Never-married,Craft-repair,Other-relative,White,Male,United-States,<=50K
36,98776,10,0,0,30,MISSING,Some-college,Never-married,MISSING,Not-in-family,White,Male,United-States,<=50K
24,283918,10,0,0,25,Federal-gov,Some-college,Divorced,Adm-clerical,Unmarried,Black,Female,United-States,<=50K
38,210610,12,0,0,40,Private,Assoc-acdm,Married-civ-spouse,Tech-support,Husband,White,Male,United-States,>50K
39,216552,14,0,0,40,Private,Masters,Married-civ-spouse,Adm-clerical,Husband,White,Male,United-States,<=50K
50,401118,9,99999,0,50,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,>50K
41,215479,9,0,0,40,Private,HS-grad,Separated,Handlers-cleaners,Not-in-family,Black,Male,United-States,<=50K
42,74680,14,0,2001,60,Federal-gov,Masters,Divorced,Adm-clerical,Not-in-family,White,Male,United-States,<=50K
39,58343,10,0,0,40,Private,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,United-States,>50K
36,32958,10,0,0,40,Private,Some-college,Separated,Adm-clerical,Other-relative,White,Female,United-States,<=50K
38,182416,9,0,0,42,Self-emp-not-inc,HS-grad,Never-married,Sales,Unmarried,Black,Female,United-States,<=50K
30,174789,12,0,1848,50,Private,Assoc-acdm,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,>50K
64,105748,9,0,0,40,State-gov,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,United-States,<=50K
26,433906,12,0,0,40,Private,Assoc-acdm,Never-married,Other-service,Not-in-family,White,Male,United-States,<=50K
32,236318,10,0,0,32,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,United-States,<=50K
46,295791,11,0,0,38,State-gov,Assoc-voc,Divorced,Adm-clerical,Unmarried,White,Female,United-States,<=50K
43,206878,9,0,0,60,Private,HS-grad,Never-married,Adm-clerical,Unmarried,White,Female,United-States,<=50K
25,28473,11,0,0,40,Private,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,<=50K
28,176683,12,0,0,40,Private,Assoc-acdm,Never-married,Prof-specialty,Own-child,White,Male,France,<=50K
29,258862,13,0,0,45,Private,Bachelors,Never-married,Craft-repair,Not-in-family,White,Female,United-States,<=50K
39,115076,10,0,0,40,Private,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,United-States,<=50K
53,263925,13,0,0,40,Self-emp-not-inc,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,Canada,>50K
57,173090,9,0,0,32,Private,HS-grad,Widowed,Sales,Unmarried,White,Female,United-States,<=50K
22,59924,9,0,0,40,Private,HS-grad,Never-married,Other-service,Own-child,White,Female,United-States,<=50K
31,79190,9,0,0,35,Private,HS-grad,Never-married,Other-service,Own-child,White,Female,United-States,<=50K
30,48542,8,0,0,40,Local-gov,12th,Married-civ-spouse,Adm-clerical,Wife,White,Female,United-States,<=50K
29,204516,14,0,0,15,State-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,<=50K
