age,fnlwgt,education-num,capital-gain,capital-loss,hours-per-week,workclass,education,marital-status,occupation,relationship,race,sex,native-country,income
43,33331,15,0,1977,70,State-gov,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,>50K
34,264651,9,0,0,40,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,United-States,>50K
59,147989,9,0,0,40,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,MISSING,<=50K
50,52565,10,0,1485,40,Self-emp-inc,Some-college,Married-civ-spouse,Sales,Husband,White,Male,United-States,<=50K
56,178033,10,4416,0,60,Private,Some-college,Widowed,Exec-managerial,Not-in-family,White,Male,United-States,<=50K
21,107895,10,0,0,35,Private,Some-college,Never-married,Adm-clerical,Not-in-family,White,Male,United-States,<=50K
31,253354,13,0,0,50,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,<=50K
26,158734,14,0,0,30,Private,Masters,Never-married,Exec-managerial,Not-in-family,White,Female,United-States,<=50K
31,231569,13,0,0,50,Private,Bachelors,Never-married,Sales,Not-in-family,Black,Female,United-States,<=50K
29,167716,9,0,0,99,Private,HS-grad,Divorced,Other-service,Unmarried,White,Female,United-States,<=50K
44,156687,9,0,0,42,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Husband,Asian-Pac-Islander,Male,Japan,<=50K
21,124589,9,0,0,40,Private,HS-grad,Never-married,Sales,Own-child,White,Female,United-States,<=50K
45,311080,10,0,0,40,Local-gov,Some-college,Married-civ-spouse,Adm-clerical,Husband,White,Male,United-States,>50K
20,391679,9,0,0,60,Private,HS-grad,Never-married,Sales,Other-relative,White,Male,United-States,<=50K
22,244773,9,0,0,15,Private,HS-grad,Never-married,Sales,Own-child,Black,Female,United-States,<=50K
17,98675,5,0,0,20,Private,9th,Never-married,Other-service,Unmarried,White,Female,United-States,<=50K
64,106538,14,0,0,50,Self-emp-not-inc,Masters,Divorced,Prof-specialty,Not-in-family,White,Male,United-States,<=50K
32,167106,9,0,0,40,Private,HS-grad,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Male,Hong,<=50K
41,185660,9,0,0,40,Private,HS-grad,Separated,Adm-clerical,Unmarried,White,Female,United-States,<=50K
21,296158,9,0,0,40,Private,HS-grad,Never-married,Other-service,Own-child,White,Male,United-States,<=50K
53,291755,10,0,0,72,Self-emp-not-inc,Some-college,Married-civ-spouse,Transport-moving,Husband,White,Male,United-States,<=50K
