age,fnlwgt,education-num,capital-gain,capital-loss,hours-per-week,workclass,education,marital-status,occupation,relationship,race,sex,native-country,income
67,223257,9,0,0,40,Federal-gov,HS-grad,Widowed,Other-service,Unmarried,White,Male,United-States,<=50K
63,344128,13,0,0,50,Self-emp-not-inc,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,United-States,>50K
45,145697,10,0,0,30,Self-emp-inc,Some-college,Married-civ-spouse,Sales,Husband,White,Male,United-States,<=50K
34,204991,10,0,0,44,Private,Some-college,Divorced,Exec-managerial,Own-child,White,Male,United-States,<=50K
37,123211,9,0,0,44,Private,HS-grad,Married-civ-spouse,Other-service,Husband,White,Male,United-States,>50K
31,112627,9,0,0,40,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,Amer-Indian-Eskimo,Male,United-States,<=50K
40,235371,11,0,0,40,Private,Assoc-voc,Divorced,Prof-specialty,Unmarried,White,Male,United-States,<=50K
35,112160,9,0,0,40,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,United-States,<=50K
49,133669,10,0,0,40,Private,Some-college,Married-civ-spouse,Adm-clerical,Husband,White,Male,United-States,>50K
19,45766,10,0,0,45,Private,Some-college,Never-married,Handlers-cleaners,Not-in-family,White,Male,United-States,<=50K
52,202452,9,0,0,43,Federal-gov,HS-grad,Divorced,Adm-clerical,Not-in-family,White,Female,United-States,<=50K
44,126701,9,0,0,40,Private,HS-grad,Divorced,Craft-repair,Unmarried,White,Male,United-States,<=50K
29,375655,13,0,0,40,Local-gov,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,United-States,<=50K
56,53366,9,0,0,40,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,United-States,<=50K
29,145592,9,0,0,40,Private,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male,Guatemala,<=50K
33,405913,10,0,0,40,Private,Some-college,Married-civ-spouse,Prof-specialty,Husband,White,Male,Peru,>50K
54,57101,9,0,0,35,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,<=50K
39,237532,9,0,0,54,Self-emp-not-inc,HS-grad,Married-civ-spouse,Sales,Wife,Black,Female,Dominican-Republic,>50K
45,182100,13,0,0,40,Local-gov,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,United-States,>50K
39,176296,9,0,1887,40,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,Black,Male,United-States,>50K
25,366416,9,0,0,40,Private,HS-grad,Never-married,Adm-clerical,Own-child,White,Female,United-States,<=50K
22,206861,10,0,0,40,Private,Some-college,Never-married,Adm-clerical,Own-child,White,Male,United-States,<=50K
30,30290,9,0,0,40,Private,HS-grad,Never-married,Machine-op-inspct,Not-in-family,White,Female,United-States,<=50K
21,229826,10,0,0,20,Private,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,United-States,<=50K
54,90363,12,0,0,40,Private,Assoc-acdm,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,>50K
31,191834,10,0,0,40,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,>50K
41,153132,13,0,0,38,Federal-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,>50K
20,233624,9,0,0,40,Private,HS-grad,Never-married,Craft-repair,Own-child,White,Male,United-States,<=50K
22,129508,9,0,0,28,Private,HS-grad,Never-married,Adm-clerical,Own-child,White,Female,United-States,<=50K
40,182217,10,0,0,40,Private,Some-college,Married-civ-spouse,Other-service,Wife,White,Female,Scotland,<=50K
31,387116,10,0,0,36,Private,Some-college,Never-married,Adm-clerical,Not-in-family,Black,Female,Jamaica,<=50K
45,172111,13,0,0,60,Local-gov,Bachelors,Divorced,Exec-managerial,Unmarried,Black,Female,United-States,<=50K
38,185325,9,0,0,40,Self-emp-not-inc,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,United-States,>50K
36,27408,11,0,0,60,Self-emp-inc,Assoc-voc,Married-civ-spouse,Sales,Husband,White,Male,United-States,<=50K
38,226311,9,0,0,25,Private,HS-grad,Married-AF-spouse,Other-service,Wife,White,Female,United-States,<=50K
31,156890,4,0,0,40,Self-emp-not-inc,7th-8th,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,<=50K
44,246862,9,0,0,40,Self-emp-not-inc,HS-grad,Married-civ-spouse,Prof-specialty,Wife,White,Female,Italy,>50K
62,214288,9,0,0,40,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,United-States,<=50K
45,185385,9,0,0,47,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,>50K
50,155574,9,0,0,40,Private,HS-grad,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,>50K
18,127273,7,0,0,20,Private,11th,Never-married,Other-service,Other-relative,White,Male,United-States,<=50K
22,217961,10,0,1719,30,Private,Some-college,Never-married,Transport-moving,Own-child,White,Male,United-States,<=50K
69,169717,13,6418,0,45,Self-emp-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,>50K
34,162814,9,0,0,45,Private,HS-grad,Divorced,Protective-serv,Not-in-family,Black,Male,United-States,<=50K
46,102359,10,0,0,50,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,>50K
42,24982,10,7688,0,40,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,>50K
34,144182,1,0,0,25,Local-gov,Preschool,Never-married,Adm-clerical,Own-child,Black,Female,United-States,<=50K
36,51838,10,0,0,40,Private,Some-college,Divorced,Adm-clerical,Unmarried,White,Female,United-States,<=50K
32,207668,9,0,0,50,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,<=50K
59,200700,13,0,0,48,Private,Bachelors,Married-civ-spouse,Craft-repair,Husband,Black,Male,United-States,>50K
27,122660,13,0,0,40,State-gov,Bachelors,Never-married,Prof-specialty,Own-child,Black,Female,United-States,<=50K
36,186865,16,0,0,60,Private,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,>50K
33,376483,10,0,0,40,Private,Some-college,Divorced,Adm-clerical,Not-in-family,Black,Female,United-States,<=50K
64,66634,13,27828,0,50,Private,Bachelors,Divorced,Exec-managerial,Unmarried,White,Male,United-States,>50K
49,328776,9,0,0,40,Private,HS-grad,Divorced,Exec-managerial,Unmarried,White,Female,United-States,<=50K
47,76612,9,0,0,50,Private,HS-grad,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,<=50K
41,121287,9,0,0,40,Private,HS-grad,Never-married,Machine-op-inspct,Not-in-family,White,Male,United-States,<=50K
50,95435,4,0,1579,65,Private,7th-8th,Married-civ-spouse,Transport-moving,Husband,White,Male,Canada,<=50K
52,40200,10,0,0,35,Self-emp-not-inc,Some-college,Widowed,Craft-repair,Not-in-family,Black,Male,United-States,<=50K
17,57723,7,0,0,30,Private,11th,Never-married,Sales,Own-child,White,Male,United-States,<=50K
25,199224,13,0,0,45,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,>50K
50,177896,16,0,0,40,Private,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,>50K
38,278924,13,0,1887,50,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,>50K
39,230329,13,0,0,40,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,Canada,>50K
37,168941,7,0,0,40,Private,11th,Divorced,Craft-repair,Not-in-family,White,Male,United-States,<=50K
41,67065,11,0,0,40,Private,Assoc-voc,Married-civ-spouse,Sales,Husband,White,Male,United-States,<=50K
41,222142,9,0,0,40,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,United-States,<=50K
31,286406,9,3325,0,40,Private,HS-grad,Never-married,Exec-managerial,Not-in-family,White,Male,United-States,<=50K
39,256997,13,0,0,40,Local-gov,Bachelors,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,<=50K
39,204527,16,0,0,50,Private,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,>50K
29,289960,9,0,0,48,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,United-States,<=50K
42,177989,9,0,0,40,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,United-States,<=50K
36,202662,14,0,0,40,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,>50K
28,162298,9,0,0,40,Private,HS-grad,Never-married,Craft-repair,Own-child,White,Male,United-States,<=50K
46,265554,9,0,0,40,State-gov,HS-grad,Never-married,Transport-moving,Not-in-family,Black,Male,United-States,<=50K
24,70261,13,0,0,50,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,<=50K
37,126743,2,0,0,53,Private,1st-4th,Married-civ-spouse,Other-service,Husband,White,Male,Mexico,<=50K
59,126668,11,5178,0,50,Private,Assoc-voc,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,>50K
45,347834,9,0,0,40,Private,HS-grad,Divorced,Adm-clerical,Not-in-family,White,Female,United-States,<=50K
55,163083,14,0,0,40,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,>50K
28,77009,4,0,0,50,Private,7th-8th,Divorced,Other-service,Unmarried,White,Female,United-States,<=50K
26,57600,13,0,0,40,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,<=50K
20,33221,10,0,0,25,Private,Some-college,Never-married,Other-service,Own-child,White,Female,United-States,<=50K
37,335168,10,0,0,55,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,United-States,<=50K
59,38573,10,0,0,40,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,>50K
36,173804,10,0,0,35,Private,Some-college,Never-married,Sales,Not-in-family,White,Female,United-States,<=50K
57,139452,9,0,0,16,Local-gov,HS-grad,Divorced,Adm-clerical,Not-in-family,White,Female,United-States,<=50K
24,199883,10,0,0,60,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,<=50K
32,193380,9,0,0,40,Private,HS-grad,Never-married,Transport-moving,Own-child,White,Male,United-States,<=50K
22,290504,9,0,0,40,Private,HS-grad,Never-married,Other-service,Other-relative,White,Male,United-States,<=50K
56,110003,14,0,0,40,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,>50K
35,465507,9,0,0,40,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,United-States,<=50K
35,226916,13,0,0,40,Federal-gov,Bachelors,Widowed,Adm-clerical,Not-in-family,White,Male,United-States,>50K
30,201624,13,0,0,45,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,Black,Male,MISSING,<=50K
53,220786,10,0,0,60,Self-emp-inc,Some-college,Widowed,Sales,Not-in-family,White,Female,United-States,<=50K
31,364657,10,0,0,50,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,Germany,>50K
22,215395,9,0,0,37,Private,HS-grad,Never-married,Transport-moving,Not-in-family,White,Male,United-States,<=50K
28,282398,9,0,0,35,Self-emp-not-inc,HS-grad,Divorced,Craft-repair,Not-in-family,White,Male,United-States,<=50K
38,129102,9,0,0,50,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,<=50K
25,178960,7,0,0,40,MISSING,11th,Never-married,MISSING,Unmarried,White,Female,United-States,<=50K
34,344073,9,0,0,40,Private,HS-grad,Separated,Adm-clerical,Not-in-family,White,Male,United-States,>50K
28,153869,7,0,0,40,Private,11th,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,<=50K
29,180299,10,0,0,35,Private,Some-college,Married-civ-spouse,Transport-moving,Husband,White,Male,United-States,<=50K
32,110331,9,0,0,65,Self-emp-inc,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,United-States,>50K
46,195023,9,0,0,40,Private,HS-grad,Married-spouse-absent,Machine-op-inspct,Not-in-family,White,Female,Columbia,<=50K
58,27385,9,0,0,60,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,>50K
49,353824,10,0,0,45,Private,Some-college,Divorced,Prof-specialty,Not-in-family,White,Male,United-States,>50K
23,150683,10,0,0,40,Private,Some-college,Never-married,Exec-managerial,Own-child,White,Male,United-States,<=50K
38,125324,10,0,0,80,Self-emp-inc,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,>50K
58,312131,14,0,0,40,Private,Masters,Married-civ-spouse,Sales,Husband,White,Male,United-States,<=50K
23,179423,13,0,0,5,Private,Bachelors,Never-married,Adm-clerical,Not-in-family,White,Female,United-States,<=50K
68,107627,10,0,0,15,Private,Some-college,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,<=50K
43,175715,9,0,0,55,Self-emp-inc,HS-grad,Never-married,Exec-managerial,Not-in-family,Black,Male,United-States,<=50K
31,203488,13,7298,0,50,Private,Bachelors,Married-civ-spouse,Adm-clerical,Husband,White,Male,United-States,>50K
55,227856,13,7298,0,60,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,>50K
41,160467,14,1506,0,40,Federal-gov,Masters,Divorced,Prof-specialty,Unmarried,White,Female,United-States,<=50K
45,285060,13,0,0,50,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,>50K
31,185732,9,0,0,30,Private,HS-grad,Never-married,Other-service,Own-child,White,Female,United-States,<=50K
22,216129,9,0,0,40,Federal-gov,HS-grad,Never-married,Adm-clerical,Other-relative,White,Male,United-States,<=50K
61,163393,9,0,0,20,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,United-States,<=50K
37,58337,10,0,0,40,Private,Some-college,Divorced,Exec-managerial,Not-in-family,White,Female,United-States,>50K
25,421467,12,0,0,26,Private,Assoc-acdm,Never-married,Handlers-cleaners,Own-child,White,Male,United-States,<=50K
29,112031,9,0,0,50,Private,HS-grad,Divorced,Craft-repair,Not-in-family,White,Female,United-States,<=50K
47,267205,11,0,0,60,Private,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,Male,MISSING,>50K
31,176998,10,0,0,35,State-gov,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,>50K
53,208302,6,0,0,34,Private,10th,Married-civ-spouse,Other-service,Husband,White,Male,United-States,<=50K
38,111377,10,0,0,55,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,<=50K
55,113912,11,0,0,20,Private,Assoc-voc,Married-civ-spouse,Prof-specialty,Wife,White,Female,United-States,<=50K
