CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
663,Germany,Male,42,7,115930.87,1,1,0,19862.78,0
688,France,Female,54,9,0.0,1,1,0,191212.63,1
623,France,Female,34,9,0.0,1,1,0,24255.21,0
640,France,Male,55,10,132436.34,1,1,0,978.66,0
457,Spain,Female,38,6,0.0,2,1,0,173219.09,0
518,France,Male,46,3,0.0,2,1,0,76515.79,0
693,France,Male,38,7,198338.77,2,1,1,14278.18,0
574,Spain,Male,34,5,0.0,2,0,0,28269.86,0
541,France,Male,37,9,118636.92,1,1,1,73551.44,0
686,France,Female,44,7,55053.62,1,1,0,181757.19,0
627,Spain,Female,30,6,0.0,1,1,1,113408.47,0
452,Germany,Male,33,7,153663.27,1,1,0,111868.23,0
606,Spain,Female,46,8,0.0,2,1,1,183717.94,0
592,France,Male,54,8,0.0,1,1,1,28737.71,1
781,France,Male,38,2,117810.79,1,0,1,65632.33,1
492,France,Male,29,1,144591.96,1,1,1,196293.76,0
776,Germany,Male,33,8,115130.34,1,0,0,129525.5,1
502,France,Male,33,7,0.0,2,0,1,4082.52,0
749,Germany,Female,29,7,137059.05,3,1,0,102975.72,1
753,France,Male,48,4,0.0,2,0,1,146821.42,0
615,France,Female,23,4,0.0,2,1,0,196476.19,0
634,France,Female,41,8,68213.99,1,1,1,6382.46,0
638,France,Male,46,9,139859.54,1,1,0,38967.29,0
680,Germany,Female,31,3,127331.46,3,1,1,176433.6,0
752,Germany,Female,38,10,101648.5,2,1,0,172001.44,0
486,Germany,Male,62,9,118356.89,2,1,0,168034.83,1
779,Spain,Female,55,0,133295.98,1,1,0,22832.71,1
692,France,Female,31,2,0.0,2,1,0,91829.17,1
750,France,Male,43,6,113882.31,1,1,1,74564.41,0
544,Spain,Male,22,4,0.0,2,1,0,70007.67,0
700,France,Male,37,1,135179.49,1,1,0,160670.37,0
562,France,Female,57,3,0.0,3,1,0,6554.97,1
749,Germany,Female,40,8,141782.57,2,0,0,86333.63,0
481,France,Female,39,6,0.0,1,1,1,24677.54,0
850,France,Male,39,4,127771.35,2,0,1,151738.54,0
640,Germany,Female,31,10,118613.34,1,1,0,168469.65,0
591,Germany,Female,35,2,90194.34,2,1,0,57064.57,0
614,Spain,Female,41,7,179915.85,1,0,0,14666.35,1
677,France,Female,29,3,86616.35,1,0,0,91903.9,1
767,Spain,Male,37,7,0.0,2,1,1,24734.25,0
496,France,Male,31,5,0.0,2,1,0,93713.13,0
568,France,Male,51,4,0.0,3,1,1,66586.56,0
533,France,Male,36,7,85311.7,1,0,1,156731.91,0
694,Germany,Male,31,6,109052.59,2,1,1,19448.93,1
702,Germany,Male,28,1,103033.83,1,1,1,40321.87,0
614,Spain,Male,66,2,0.0,2,0,1,180082.7,0
620,France,Female,42,1,0.0,2,0,1,65565.92,0
672,France,Female,34,8,0.0,2,1,1,16245.25,0
788,Spain,Male,34,6,156478.62,1,0,1,181196.76,0
649,France,Male,46,5,0.0,2,1,1,76946.6,0
590,France,Female,29,4,0.0,2,1,0,121846.81,0
445,France,Male,25,6,0.0,2,1,0,119425.94,0
549,France,Male,29,3,0.0,2,1,0,146090.38,0
493,France,Male,54,3,167831.88,2,1,0,150159.95,1
701,Germany,Male,41,9,164046.1,1,1,0,49405.93,0
526,Germany,Male,50,5,124233.24,1,0,1,159456.87,1
789,France,Male,37,3,0.0,1,1,0,121883.87,1
685,France,Male,20,4,104719.94,2,1,0,38691.34,0
833,Germany,Male,59,1,130854.59,1,1,1,30722.52,1
776,France,Female,29,5,0.0,2,1,1,143301.49,0
551,France,Female,26,2,144258.52,1,1,0,49778.79,0
640,Spain,Male,47,6,89047.14,1,1,0,116286.25,0
579,France,Female,33,1,65667.79,2,0,0,164608.98,0
501,Germany,Male,25,6,104013.79,1,1,0,114774.35,0
593,France,Female,41,6,0.0,1,1,0,65170.66,0
701,Spain,Female,21,9,0.0,2,1,1,26327.42,0
714,France,Male,35,3,0.0,2,1,1,95623.28,0
712,Germany,Female,29,7,147199.07,1,1,1,84932.4,0
648,Germany,Male,34,3,95039.73,2,1,1,147055.87,0
592,France,Male,60,9,0.0,4,1,1,13614.01,1
450,Spain,Female,46,5,177619.71,1,1,0,54227.06,0
614,France,Female,38,4,72594.0,1,1,1,76042.48,0
644,Spain,Male,54,6,0.0,1,0,1,84622.37,0
700,Spain,Male,31,7,0.0,2,0,1,145151.96,0
619,France,Female,30,7,70729.17,1,1,1,160948.87,0
556,France,Male,36,7,154872.08,2,1,1,32044.64,0
838,France,Male,31,2,0.0,2,1,0,8222.96,0
653,France,Female,42,1,0.0,2,1,1,5768.32,0
599,Spain,Female,28,4,126833.79,2,1,0,60843.09,1
803,France,Male,36,1,0.0,2,1,1,149370.93,0
739,Germany,Male,54,8,126418.14,1,1,0,134420.75,1
504,Germany,Male,32,8,170291.22,2,0,1,15658.99,0
558,France,Male,31,7,0.0,1,1,0,198269.08,0
628,France,Female,31,6,175443.75,1,1,0,113167.17,1
730,Germany,Male,45,6,152880.97,1,0,0,162478.11,0
644,France,Female,46,9,95441.27,1,1,0,108761.05,1
699,Spain,Male,31,6,114493.68,1,0,0,138396.32,0
563,Germany,Male,41,2,100520.92,1,1,1,19412.8,1
693,France,Female,28,8,0.0,2,1,1,158545.25,0
714,Spain,Female,33,10,103121.33,2,1,1,49672.01,0
683,France,Male,30,4,114779.35,1,0,0,183171.47,0
676,Germany,Female,26,1,108348.66,1,0,0,60231.74,1
638,Spain,Male,48,2,0.0,2,1,1,7919.08,0
743,France,Female,46,9,0.0,1,1,0,113436.08,0
578,France,Male,59,10,185966.64,1,0,0,9445.42,1
581,France,Male,38,1,0.0,2,1,0,46176.22,0
471,France,Female,58,4,114713.57,1,1,1,36315.03,0
610,France,Male,41,6,0.0,3,0,0,56118.81,1
453,France,Male,29,6,0.0,1,0,0,198376.02,1
656,France,Male,39,10,0.0,2,1,1,98894.64,0
604,France,Male,33,3,0.0,1,1,0,42171.13,1
627,France,Female,55,2,159441.27,1,1,0,100686.11,1
681,Germany,Female,44,3,105206.7,2,1,1,163558.36,0
718,France,Female,35,2,167924.95,1,1,0,43024.64,0
531,Spain,Male,37,1,143407.29,2,0,1,84402.46,0
744,France,Male,29,1,0.0,1,0,0,82422.97,0
807,Germany,Male,47,1,171937.27,1,1,1,65636.92,0
758,Spain,Male,56,1,0.0,2,1,1,10643.38,0
532,France,Male,38,9,0.0,2,0,0,30583.95,0
777,Germany,Male,35,7,122917.69,1,1,1,76169.68,0
747,France,Male,27,10,0.0,2,0,0,13007.89,0
643,France,Male,39,7,0.0,2,1,1,170392.59,0
644,France,Male,37,2,186347.97,2,1,0,92809.73,0
684,Germany,Female,56,3,127585.98,3,1,1,80593.49,1
689,France,Female,46,7,52016.08,2,1,1,72993.65,0
642,Germany,Male,22,10,111812.52,2,1,1,183045.46,0
581,France,Female,55,6,0.0,1,1,1,22442.13,0
506,France,Female,32,3,0.0,1,1,1,80823.02,0
638,France,Female,43,3,145860.98,1,1,1,142763.51,1
583,France,Female,29,10,0.0,2,1,1,111285.85,0
758,France,Female,32,2,84378.9,1,1,1,75396.43,0
542,Germany,Female,35,9,127543.11,2,1,0,468.94,1
671,Spain,Female,31,4,0.0,2,0,1,79270.02,0
