CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
547,Germany,Male,41,3,151191.31,1,1,0,175295.89,1
685,France,Male,58,1,104796.54,1,1,1,154181.41,0
828,Germany,Female,25,7,144351.86,1,1,0,116613.26,0
674,Spain,Male,39,6,120193.42,1,0,0,100130.95,0
691,France,Female,29,9,0.0,2,0,0,199635.93,0
850,France,Male,33,8,73059.38,1,1,1,186281.0,0
718,Germany,Female,33,4,70541.06,1,0,0,88592.8,0
511,France,Male,33,7,0.0,2,0,1,158313.87,0
684,Spain,Female,24,9,79263.9,1,0,1,196574.48,0
538,Spain,Female,42,9,0.0,1,0,0,152855.96,0
582,France,Female,40,9,0.0,3,1,1,60954.45,0
738,France,Male,39,5,0.0,2,1,1,114388.98,0
588,Germany,Female,37,7,70258.88,2,1,0,139607.61,0
674,Spain,Female,41,4,126605.14,1,1,1,166694.93,0
705,France,Male,25,0,97544.29,1,0,1,59887.15,0
514,France,Male,35,3,121030.9,1,1,0,10008.68,0
779,Spain,Male,33,3,0.0,2,1,0,30804.68,0
542,Spain,Female,26,2,0.0,2,1,1,54869.54,0
650,Spain,Female,25,3,86605.5,3,1,0,16649.31,1
652,France,Male,26,3,137998.2,2,0,1,168989.77,0
638,Spain,Female,55,2,155828.22,1,0,1,108987.25,1
658,France,Female,32,9,0.0,2,1,0,156774.75,0
774,France,Female,36,9,114997.42,1,1,0,75304.09,0
833,France,Female,34,3,144751.81,1,0,0,166472.81,0
560,Spain,Male,47,1,0.0,1,0,0,128882.66,1
810,France,Male,32,9,120879.73,2,0,1,78896.59,0
671,Spain,Female,42,3,0.0,2,1,1,128449.33,0
622,Spain,Female,41,9,0.0,2,1,1,155786.39,0
590,France,Male,39,9,0.0,2,1,1,104730.52,0
850,Germany,Female,31,1,130089.56,2,1,1,4466.21,0
679,Spain,Male,58,9,109327.65,1,1,1,3829.13,0
640,France,Female,31,9,138857.59,1,1,0,48640.77,0
710,Spain,Female,29,3,119670.18,1,1,0,188022.44,0
646,Germany,Female,57,6,90212.0,1,1,0,13911.27,1
609,Spain,Male,37,5,129312.79,1,1,1,26793.82,0
762,France,Male,29,6,141389.06,1,1,0,54122.89,0
645,France,Male,42,4,98298.18,1,1,1,676.06,0
569,France,Male,66,2,0.0,1,1,0,130784.2,1
492,Germany,Female,38,8,57068.43,2,1,0,188974.81,0
578,Spain,Male,36,1,157267.95,2,1,0,141533.19,0
561,France,Female,22,6,186788.96,2,1,0,73286.8,0
446,France,Female,51,4,105056.13,1,0,0,70613.52,0
700,Germany,Female,30,4,116377.48,1,1,1,134417.31,0
687,France,Male,38,0,144450.58,1,0,1,137276.83,0
584,France,Male,31,5,0.0,2,1,0,31474.27,0
689,Spain,Male,38,2,0.0,1,1,1,82709.8,0
718,France,Male,35,3,97560.16,1,1,1,53511.74,0
647,Spain,Male,32,9,80958.36,1,1,1,128590.73,0
630,Germany,Female,51,0,108449.23,3,0,0,88372.69,1
734,Germany,Female,30,7,123040.38,1,1,1,76503.06,0
686,Spain,Male,34,9,0.0,2,1,0,127569.8,0
609,Spain,Male,39,2,139443.75,2,1,0,9234.06,0
767,Germany,Male,20,3,119714.25,2,0,1,150135.38,0
633,Spain,Female,46,3,0.0,2,1,0,120250.58,0
773,Spain,Male,63,9,111179.83,1,1,1,93091.02,0
629,Spain,Male,34,1,121151.05,1,0,0,119357.93,0
667,France,Male,42,7,0.0,1,0,1,108348.94,1
542,Spain,Male,37,8,0.0,1,1,1,807.06,0
736,Germany,Male,50,9,116309.01,1,1,0,185360.4,1
686,Germany,Male,29,3,185379.02,1,1,0,64679.07,0
591,Germany,Female,51,8,132508.3,1,1,1,161304.68,1
711,Spain,Male,38,3,128718.78,1,0,0,114793.45,0
670,France,Female,39,8,101928.51,1,0,0,89205.54,0
706,Germany,Male,31,1,117020.08,2,1,0,54439.53,0
492,France,Male,35,8,121063.49,1,0,0,85421.48,0
793,Spain,Male,41,9,0.0,2,1,0,152153.74,0
680,France,Male,44,3,0.0,2,1,0,86935.08,0
774,France,Male,40,9,93017.47,2,1,0,191608.97,0
512,Germany,Female,32,2,123403.85,2,1,0,80120.19,0
717,France,Female,25,7,108664.85,2,1,0,190011.85,0
705,Germany,Female,48,1,156848.13,2,1,1,99475.95,1
811,France,Male,30,6,0.0,2,1,1,180591.32,0
644,France,Male,30,5,44928.88,1,1,1,10771.46,0
676,Spain,Female,30,5,0.0,2,0,0,179066.58,0
724,France,Male,34,2,154485.74,2,0,0,78560.64,0
675,Spain,Female,35,8,155621.08,1,0,1,35177.31,0
534,France,Male,27,9,0.0,2,1,0,161344.13,0
490,Spain,Female,48,8,155413.06,1,1,0,187921.3,0
579,Spain,Male,37,5,152212.88,2,0,0,120219.14,0
639,France,Male,32,9,0.0,2,1,0,111340.36,0
676,France,Female,37,5,89634.69,1,1,1,169583.18,1
718,Germany,Male,43,5,132615.73,2,1,0,32999.1,0
643,Spain,Male,34,6,0.0,2,1,1,116046.22,0
642,France,Male,30,8,117494.27,1,0,0,61977.82,0
810,France,Female,51,5,0.0,2,0,1,184524.74,0
729,Germany,Male,26,4,97268.1,2,1,0,39356.38,0
542,France,Male,38,8,65942.26,1,1,1,68093.23,1
509,France,Male,31,3,0.0,2,1,0,15360.91,0
682,Germany,Male,81,6,122029.15,1,1,1,50783.88,0
778,Germany,Female,29,7,123229.46,1,1,0,181221.09,0
706,France,Male,30,3,98415.37,1,1,1,110520.48,0
706,Spain,Male,38,8,0.0,2,0,1,46635.11,0
739,France,Male,34,9,0.0,1,1,0,60584.33,0
