CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
773,France,Male,25,1,124532.78,2,0,1,11723.57,0
680,France,Male,34,9,0.0,2,1,1,95686.6,0
644,Germany,Female,34,10,122196.99,2,1,1,182099.71,0
675,France,Male,54,6,0.0,1,1,0,110273.84,1
663,France,Female,37,7,0.0,1,1,1,185210.63,0
497,Spain,Male,24,3,0.0,2,1,0,76390.01,0
639,Spain,Male,29,4,133434.57,2,1,0,97983.44,0
581,France,Female,37,10,104255.03,1,1,0,86609.37,0
690,France,Female,42,3,92578.14,2,0,0,70810.6,0
668,Spain,Male,43,1,147167.25,1,0,0,141679.73,0
633,France,Male,59,5,0.0,1,1,1,137273.97,0
695,Germany,Male,52,8,103023.26,1,1,1,22485.64,0
512,Spain,Male,31,6,0.0,2,1,0,168462.26,0
690,France,Female,40,9,77641.99,1,0,0,189051.59,1
850,France,Female,42,9,113311.11,1,1,1,198193.75,0
725,Germany,Male,40,8,104149.66,1,1,0,62027.9,0
850,Spain,Male,30,2,0.0,2,0,1,27937.12,0
695,Spain,Female,34,9,0.0,2,1,1,67502.12,0
726,Spain,Male,30,8,134152.29,1,1,1,147822.44,0
668,Germany,Male,37,10,152958.29,2,1,1,159585.61,0
446,Spain,Female,45,10,125191.69,1,1,1,128260.86,1
705,Germany,Male,35,4,136496.12,2,1,0,116672.02,0
850,Germany,Male,44,3,140393.65,2,0,1,186285.52,0
790,Germany,Female,25,5,152885.77,1,1,0,58214.79,0
507,France,Female,35,1,0.0,2,0,0,92131.54,0
713,Germany,Female,24,7,147687.24,1,1,1,121592.5,0
543,Germany,Male,48,1,100900.5,1,0,0,33310.72,1
543,Germany,Male,37,8,140894.06,2,1,1,118059.19,0
797,France,Male,32,10,114084.6,1,0,1,125782.29,0
850,France,Female,71,4,0.0,2,1,1,107236.87,0
755,France,Male,30,4,123217.66,2,0,1,144183.1,0
679,France,Male,39,0,86843.61,1,0,1,159830.58,0
727,Germany,Male,45,6,114422.85,2,1,1,104678.78,1
573,Germany,Female,47,4,152522.47,1,0,1,164038.07,1
741,France,Male,39,5,0.0,1,0,1,40207.06,0
458,Spain,Male,36,5,0.0,2,1,0,79723.78,0
554,Germany,Female,43,2,120847.11,1,1,0,7611.61,1
790,Germany,Male,24,7,107418.27,1,0,1,160450.21,0
530,Spain,Female,36,7,0.0,2,1,0,80619.09,0
757,France,Female,44,4,123322.15,1,1,0,137136.29,0
449,France,Male,52,6,0.0,2,0,1,123622.0,0
714,France,Male,28,6,122724.37,1,1,1,67057.27,0
654,Spain,Female,54,5,0.0,2,0,1,47139.06,0
633,Spain,Male,63,4,114552.6,1,1,0,73856.28,1
742,France,Male,39,8,140004.96,1,1,1,92985.78,0
667,France,Female,38,6,144432.04,1,1,1,73963.17,1
793,Spain,Male,29,8,96674.55,2,0,0,192120.66,0
809,Spain,Female,48,2,0.0,1,1,0,160976.85,1
711,France,Female,29,3,130181.47,2,1,0,31811.44,0
518,France,Female,45,8,0.0,2,1,1,36193.07,0
783,France,Male,40,6,0.0,2,1,0,109742.55,0
699,France,Male,64,9,113109.52,1,1,0,27980.8,1
704,Spain,Male,33,3,0.0,2,1,0,73018.74,0
807,France,Male,33,10,101952.97,2,1,0,178153.65,0
701,Germany,Male,41,0,150844.94,1,0,1,127623.36,0
588,France,Male,38,1,124271.26,1,1,0,75969.19,0
553,France,Male,41,1,0.0,2,1,0,90607.31,0
578,France,Female,40,7,0.0,2,0,0,102233.73,0
621,Germany,Female,30,2,101014.08,2,1,1,165257.31,0
661,France,Female,34,0,0.0,2,1,0,185555.63,0
690,France,Female,26,5,157624.84,1,1,1,49599.27,0
639,Germany,Male,38,5,130170.82,1,1,1,149599.62,0
743,France,Male,42,7,77002.2,2,1,1,80428.42,0
509,Spain,Female,25,3,108738.71,2,1,0,106920.57,0
732,Germany,Male,50,6,145338.76,1,0,0,91936.1,1
786,France,Male,32,2,120452.4,2,0,0,79602.86,0
548,France,Female,33,1,80107.83,2,0,1,82245.67,0
503,France,Male,29,3,0.0,2,1,1,143954.99,0
636,Spain,Female,36,1,0.0,1,1,0,43134.58,0
586,France,Female,38,6,0.0,2,1,1,37935.83,0
619,France,Male,43,1,125211.92,1,1,1,113410.49,0
835,France,Female,56,2,0.0,2,1,1,39820.13,0
793,France,Female,41,3,141806.46,1,1,0,102921.17,0
731,France,Male,31,1,132512.26,1,1,1,185466.85,0
447,France,Male,41,3,0.0,4,1,1,197490.39,1
653,Spain,Male,55,2,70263.83,1,0,1,62347.71,0
716,France,Male,35,4,144428.87,1,1,0,134132.65,0
640,Germany,Female,30,5,32197.64,1,0,1,141446.01,0
516,Germany,Male,50,7,139675.07,2,1,0,45591.23,0
427,France,Male,33,8,0.0,1,1,1,13858.95,0
774,France,Female,28,1,71264.02,2,0,1,68759.57,0
768,France,Male,54,8,69712.74,1,1,1,69381.05,0
483,France,Female,44,5,136836.49,1,1,0,192359.9,1
682,Spain,Female,59,0,122661.39,1,0,1,84803.76,0
562,France,Male,48,3,92347.96,1,1,1,163116.75,0
658,France,Female,39,4,0.0,1,1,1,147530.06,0
732,Germany,Female,42,2,118889.66,2,0,0,87422.15,0
688,Germany,Female,40,8,150679.71,2,0,1,196226.38,0
842,Spain,Male,46,9,0.0,1,0,0,17268.02,0
636,France,Male,35,9,95478.17,1,0,0,169286.74,0
850,France,Female,38,2,0.0,2,1,0,9015.07,0
778,Germany,Male,41,7,139706.31,1,1,0,63337.19,0
850,Germany,Female,44,5,128605.32,1,0,1,171096.2,0
741,France,Female,64,2,69311.16,1,1,1,59237.72,0
571,France,Female,23,10,151097.28,1,0,1,17163.75,0
748,France,Female,26,1,77780.29,1,0,1,183049.41,0
686,France,Male,32,6,0.0,2,1,1,179093.26,0
606,Germany,Female,27,6,172310.33,1,0,1,111448.92,0
685,France,Female,40,7,0.0,2,1,0,103898.59,0
583,Germany,Female,54,6,115988.86,1,1,0,57553.98,1
656,France,Female,75,3,0.0,2,1,1,1276.87,0
697,France,Male,42,9,132739.26,2,0,0,174667.65,0
674,Spain,Male,36,2,0.0,2,1,1,182787.17,0
820,France,Female,29,3,82344.84,1,0,1,115985.38,0
511,France,Female,33,3,0.0,2,1,0,132436.71,0
699,Germany,Male,59,3,106819.65,1,0,1,163570.25,0
599,Spain,Female,31,3,0.0,1,1,1,130086.47,1
758,Germany,Male,41,10,79857.64,1,1,1,78088.17,0
