CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
488,France,Female,36,0,0.0,2,1,0,136675.22,0
681,Germany,Female,48,8,139480.18,1,1,1,163581.67,0
359,France,Female,44,6,128747.69,1,1,0,146955.71,1
630,Germany,Female,31,2,112373.49,2,1,1,131167.98,0
563,Spain,Female,46,8,106171.68,1,1,0,163145.5,1
494,France,Male,69,9,93320.8,1,1,1,24489.44,0
643,Germany,Female,45,2,150842.93,1,0,1,2319.96,1
461,Germany,Female,34,5,63663.93,1,0,1,167784.28,0
773,Spain,Male,37,2,103195.2,2,1,0,178268.36,0
824,Spain,Female,38,3,0.0,2,1,0,192800.25,0
850,Germany,Female,43,8,92244.83,2,1,0,54949.73,0
634,Spain,Male,52,1,0.0,2,1,1,176913.42,0
687,France,Female,44,9,0.0,2,0,0,103042.2,1
553,France,Male,37,2,0.0,2,1,0,33877.29,0
540,Spain,Male,67,1,88382.01,1,0,1,59457.0,0
707,France,Female,58,3,102346.86,1,1,1,114672.64,0
525,France,Male,33,1,112833.35,1,0,1,175178.56,0
771,France,Male,50,3,105229.72,1,1,1,16281.68,1
683,France,Male,43,8,0.0,1,1,0,96754.8,0
601,France,Male,40,10,127847.86,1,0,0,173245.68,0
679,Germany,Male,58,8,125850.53,2,1,1,87008.17,0
616,Germany,Female,42,6,117899.95,2,0,0,150266.81,0
710,France,Male,45,1,0.0,2,1,1,36154.66,0
609,France,Male,34,1,0.0,1,1,1,181177.9,0
583,France,Female,44,8,0.0,2,1,1,27431.62,0
614,France,Female,19,5,97445.49,2,1,0,122823.34,0
713,France,Male,36,8,133889.35,1,1,1,143265.65,0
621,France,Male,47,0,0.0,1,1,1,133831.37,1
493,France,Female,33,8,90791.69,1,1,1,59659.53,0
518,France,Female,28,9,85146.36,1,0,0,2803.89,0
629,France,Male,46,1,130666.2,1,1,1,161125.67,1
477,Germany,Female,39,4,182491.57,1,1,0,185830.72,0
669,Germany,Female,35,4,108269.2,2,1,0,174969.92,0
652,France,Female,51,3,0.0,1,1,0,173989.47,1
620,France,Male,32,6,0.0,2,1,0,56139.09,0
757,France,Male,28,3,75381.15,1,1,1,199727.72,0
507,France,Female,35,2,0.0,2,1,0,97633.93,0
579,France,Male,35,1,0.0,2,1,0,4460.2,0
838,Spain,Female,40,6,61671.19,1,0,1,150659.35,1
624,Germany,Male,54,3,116726.22,1,1,0,110498.1,1
569,Germany,Female,32,8,145330.43,1,1,1,132038.65,0
571,France,Male,32,5,131354.25,1,1,0,125256.53,0
694,Spain,Male,38,7,121527.4,1,1,0,113481.02,0
515,Germany,Male,60,9,113715.36,1,1,0,18424.24,1
660,Germany,Male,30,1,84440.1,2,1,1,60485.98,0
658,Spain,Male,21,7,0.0,2,0,1,154279.87,0
726,Germany,Male,30,7,92847.59,1,1,0,146154.06,0
623,Spain,Female,50,2,87116.71,1,1,1,104382.11,0
652,Spain,Male,28,8,156823.7,2,1,0,198251.52,0
660,Spain,Male,30,4,0.0,2,1,0,129149.06,0
