CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
850,Germany,Female,47,4,99219.47,2,1,1,122141.13,0
607,France,Male,35,2,0.0,2,1,1,114190.3,0
571,Germany,Female,34,1,101736.66,1,0,1,195651.66,0
724,Germany,Male,54,8,172192.49,1,1,1,136902.01,0
769,France,Female,31,6,117852.26,2,1,0,147668.64,0
545,France,Male,37,3,91184.01,1,1,0,105476.65,0
586,France,Male,27,5,130231.8,2,1,1,192427.16,0
513,France,Female,43,9,0.0,2,1,0,152499.8,0
794,France,Male,46,6,0.0,2,1,0,195325.74,0
649,France,Male,47,1,0.0,2,1,1,145593.85,0
488,France,Male,43,10,112751.13,1,1,1,28332.0,0
677,France,Male,30,1,78133.15,1,0,1,174225.88,0
663,Germany,Male,32,3,108586.86,1,1,1,182355.21,0
675,France,Male,34,8,0.0,2,1,1,184842.21,0
429,France,Female,27,6,117307.44,2,1,1,24020.49,0
599,France,Male,25,6,120383.41,1,1,1,24903.09,0
652,Spain,Female,75,10,0.0,2,1,1,114675.75,0
594,France,Male,40,9,122417.17,2,0,1,190882.69,0
718,France,Female,41,1,0.0,2,0,1,27509.52,1
652,Germany,Male,33,7,128135.99,1,1,0,158437.73,0
633,Germany,Male,30,2,109786.82,2,1,1,139712.81,0
838,Spain,Male,35,0,0.0,2,0,1,197305.91,0
729,France,Male,32,6,93694.42,1,1,1,79919.13,0
735,France,Female,33,4,0.0,2,1,0,149474.69,0
815,Spain,Female,39,6,0.0,1,1,1,85167.88,0
773,Germany,Male,34,10,126979.75,1,0,0,36823.28,0
592,France,Male,42,1,147249.29,2,1,1,63023.02,0
620,France,Male,37,0,107548.94,1,1,0,71175.94,0
684,Germany,Male,18,9,90544.0,1,0,1,4777.23,0
671,Germany,Female,34,6,37266.67,2,0,0,156917.12,0
608,Spain,Female,35,6,0.0,2,1,1,143463.28,0
445,France,Male,64,2,136770.67,1,0,1,43678.06,0
640,Spain,Male,37,5,158024.38,1,1,0,81298.09,0
672,France,Female,53,7,0.0,1,1,1,136910.18,0
754,France,Male,34,7,0.0,2,1,1,65219.85,0
620,France,Female,29,3,0.0,2,0,1,153392.28,0
620,Germany,Male,40,5,108197.11,2,1,0,49722.34,0
763,France,Male,40,3,0.0,2,1,0,134281.11,0
694,France,Female,30,9,0.0,2,1,1,26960.31,0
633,France,Male,31,1,0.0,1,1,0,48606.71,0
599,Spain,Male,25,3,0.0,2,1,1,120790.02,0
668,Germany,Female,37,6,167864.4,1,1,0,115638.29,0
571,Germany,Male,33,3,71843.15,1,1,0,26772.04,0
628,Spain,Male,50,8,0.0,1,0,0,144366.83,1
686,France,Male,26,7,0.0,2,1,0,1540.89,0
623,France,Male,28,7,0.0,1,0,0,129526.57,0
535,France,Female,48,9,0.0,1,1,0,149892.79,1
645,Germany,Female,59,8,121669.93,2,0,0,91.75,1
717,France,Male,35,4,0.0,1,1,1,167573.06,0
657,Spain,Male,34,5,154983.98,1,1,0,27738.01,0
683,Spain,Male,29,0,133702.89,1,1,0,55582.54,1
647,France,Male,35,4,123761.68,1,1,0,83910.4,0
515,Germany,Male,37,2,90432.92,1,1,1,188366.04,1
631,Spain,Male,33,2,0.0,2,1,1,158268.84,0
605,France,Male,52,1,63349.75,1,1,0,108887.44,0
643,Germany,Male,59,3,170331.37,1,1,1,32171.79,0
790,France,Female,47,10,148636.21,1,0,1,16119.96,1
655,France,Female,45,0,0.0,2,1,0,166830.71,0
681,France,Female,37,7,69609.85,1,1,1,72127.83,0
487,France,Male,37,2,0.0,2,1,1,126722.57,0
720,France,Male,44,4,0.0,2,1,0,163471.01,0
687,Germany,Female,27,9,152328.88,2,0,0,126494.82,0
583,France,Female,40,4,55776.39,2,1,0,26920.43,0
