CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
622,France,Male,32,5,179305.09,1,1,1,149043.78,0
669,Spain,Male,25,7,157228.61,2,1,0,124382.9,0
742,Germany,Male,35,5,136857.0,1,0,0,84509.57,0
710,France,Female,41,2,156067.05,1,1,1,9983.88,0
712,France,Male,29,3,102540.61,1,1,1,189680.79,0
700,France,Female,44,2,58781.76,1,1,0,16874.92,0
742,Germany,Male,27,5,190125.43,2,0,0,21793.59,0
606,France,Male,36,1,155655.46,1,1,1,192387.51,1
696,Germany,Male,49,5,97036.22,2,1,0,152450.84,1
705,France,Female,39,3,92224.56,1,1,1,54517.25,0
670,Germany,Female,40,2,147171.2,1,0,1,69850.04,0
573,Spain,Female,72,8,98765.84,1,1,1,96015.53,0
845,Germany,Female,41,2,81733.74,2,0,0,199761.29,0
543,Germany,Female,25,1,146566.01,1,0,1,161407.48,0
470,Spain,Male,34,9,0.0,2,0,1,89013.67,0
382,Spain,Male,36,0,0.0,1,1,1,179540.73,1
590,Spain,Male,30,3,0.0,2,1,0,83090.35,0
473,Germany,Female,35,7,131504.73,1,1,0,189560.43,0
614,Germany,Female,44,6,118715.86,1,1,0,133591.11,1
651,Spain,Male,45,4,0.0,2,0,0,193009.21,0
652,Germany,Male,45,2,151421.44,1,0,1,115333.43,0
645,Spain,Female,29,4,0.0,2,1,1,74346.11,0
689,Germany,Female,55,1,76296.81,1,1,0,42364.75,1
461,Spain,Female,25,6,0.0,2,1,1,15306.29,0
773,France,Male,52,4,0.0,1,0,1,144113.42,0
685,France,Male,23,8,0.0,2,1,1,112239.03,0
570,France,Female,33,8,0.0,1,1,1,124641.42,0
764,France,Male,41,7,0.0,2,0,0,134878.34,0
787,Germany,Male,43,0,132217.45,1,1,0,20955.03,1
591,France,Male,45,5,0.0,2,1,1,155492.87,0
551,Spain,Male,32,4,0.0,2,1,0,53420.53,0
572,Germany,Female,54,9,97382.53,1,1,1,195771.95,0
850,Germany,Male,36,5,119984.07,1,1,0,191535.11,1
599,Spain,Male,34,2,101506.66,1,0,0,198030.24,0
543,Spain,Female,41,4,0.0,1,0,0,194902.16,0
727,Germany,Male,36,6,140418.81,1,1,1,113033.73,1
559,Germany,Female,36,1,104356.94,2,0,1,54184.06,0
706,Spain,Male,30,6,87609.68,2,0,0,137674.55,1
746,France,Male,58,3,0.0,3,1,1,80344.96,1
850,France,Male,55,6,0.0,1,1,0,944.41,1
850,France,Male,46,9,117640.39,1,1,0,88920.68,0
744,Germany,Male,41,7,190409.34,2,1,1,138361.48,0
681,France,Male,43,3,66338.68,1,1,1,18772.5,1
566,Spain,Male,44,5,0.0,2,1,0,66462.79,0
752,Spain,Female,31,4,144637.86,2,1,0,40496.72,0
680,France,Female,37,10,123806.28,1,1,0,81776.84,1
651,France,Female,39,6,0.0,1,1,0,24176.44,0
635,Spain,Female,38,1,0.0,2,1,0,90605.05,0
724,Germany,Male,33,5,103564.83,2,1,0,121085.72,0
