CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
725,France,Male,35,7,75915.75,1,1,0,150507.43,0
615,France,Male,30,7,0.0,2,1,1,156346.84,0
717,France,Male,28,4,128206.79,1,1,1,54272.12,0
726,France,Female,44,2,0.0,2,1,1,26733.86,0
697,France,Male,63,7,148368.02,1,0,0,118862.08,1
667,Germany,Male,43,1,103018.45,1,1,0,32462.39,1
663,Spain,Female,58,5,216109.88,1,0,1,74176.71,1
655,France,Female,38,6,0.0,1,1,1,188639.28,0
674,Spain,Female,39,6,0.0,2,1,1,9574.83,0
537,Germany,Male,48,4,131834.8,1,1,0,166476.95,1
601,Spain,Female,41,3,0.0,2,1,0,54342.83,0
600,France,Female,49,6,0.0,1,0,1,148087.88,1
672,France,Female,53,9,169406.33,4,1,1,147311.47,1
690,Spain,Female,48,2,0.0,2,1,1,3149.1,0
636,Germany,Female,29,3,97325.15,1,0,1,131924.38,0
711,France,Male,38,4,123345.85,1,1,0,141827.83,0
618,Spain,Male,38,5,126473.99,1,1,0,91972.49,0
666,France,Male,30,7,109805.3,1,0,1,163625.56,0
737,France,Female,33,4,0.0,2,1,0,115115.32,0
693,Spain,Male,28,1,145118.83,1,0,1,77742.38,0
850,France,Male,30,6,86449.39,1,1,1,188809.23,0
532,Germany,Male,24,8,142755.25,1,0,0,34231.48,0
739,France,Male,29,1,0.0,2,1,1,164484.78,0
605,Germany,Male,28,10,113690.83,1,1,0,33114.24,0
775,France,Female,30,5,0.0,1,1,0,193880.6,1
591,Germany,Male,46,4,129269.27,1,1,0,163504.33,0
689,Spain,Male,40,2,0.0,2,1,1,164768.82,0
677,France,Male,27,2,0.0,2,1,1,20092.89,0
703,France,Female,32,6,0.0,2,0,0,33606.52,0
662,France,Male,31,3,0.0,2,0,1,27731.05,0
759,Germany,Male,31,4,98899.91,1,1,1,47832.82,0
733,France,Male,36,5,0.0,2,1,1,109127.54,0
576,France,Male,55,9,0.0,2,1,1,94450.97,0
667,France,Male,44,2,122806.95,1,0,0,15120.86,0
592,Spain,Male,37,9,0.0,3,1,1,10656.89,0
669,Spain,Male,22,10,0.0,2,1,0,176163.74,0
564,Spain,Male,37,9,100252.18,1,1,1,146033.52,0
670,France,Male,37,4,170557.91,2,1,0,198252.88,0
659,France,Male,31,4,118342.26,1,0,0,161574.19,0
620,Spain,Male,31,2,166833.86,2,1,1,135171.6,0
704,France,Male,39,2,111525.02,1,1,0,199484.96,0
767,France,Female,44,2,152509.25,1,1,1,136915.15,0
485,France,Female,39,2,75339.64,1,1,1,70665.16,0
609,Spain,Male,34,7,140694.78,2,1,0,46266.63,0
757,Germany,Female,30,6,161378.02,1,0,0,71926.28,1
652,Germany,Male,27,2,166527.88,2,0,1,146007.7,0
621,Spain,Female,59,2,0.0,2,1,1,171364.18,0
625,Germany,Male,26,3,130483.95,1,1,0,122810.53,0
665,Germany,Female,51,9,110610.41,2,0,1,1112.76,1
660,France,Male,34,1,0.0,2,1,0,9692.58,0
447,France,Male,43,2,0.0,2,1,0,33879.26,1
809,France,Female,24,4,0.0,2,1,0,193518.76,0
485,Spain,Female,30,7,0.0,1,1,0,107067.37,0
686,France,Male,38,6,149238.97,1,1,1,97825.23,0
531,France,Male,37,7,121854.45,1,1,0,147521.35,0
629,Spain,Male,41,10,150148.51,1,0,0,6936.27,0
706,Spain,Male,28,3,0.0,2,0,1,181543.67,0
601,Germany,Male,43,3,141859.12,2,1,1,111249.62,0
801,France,Female,32,4,75170.54,1,1,1,37898.5,0
538,France,Male,31,1,0.0,2,1,0,1375.46,0
498,France,Female,31,10,0.0,2,1,0,13892.57,0
671,France,Female,48,6,119769.77,1,0,1,66032.65,0
690,Spain,Female,36,10,91760.11,1,1,1,135784.94,0
734,France,Female,54,3,0.0,1,1,0,130805.54,1
598,Germany,Female,46,7,131769.04,1,0,0,184980.23,1
606,Germany,Male,48,4,132403.56,1,0,0,36091.91,1
550,Spain,Male,62,7,80927.56,1,0,1,64490.67,0
660,Germany,Male,26,4,115021.76,1,0,1,162443.05,0
585,Germany,Male,36,5,146050.97,2,0,0,86424.57,0
711,France,Male,33,1,0.0,1,0,0,41590.4,0
681,France,Male,34,3,0.0,2,0,0,55816.2,0
775,Germany,Female,77,6,135120.56,1,1,0,37836.64,0
693,Spain,Female,39,0,0.0,2,0,0,81901.6,0
504,Spain,Female,46,2,163764.84,1,1,1,165122.55,1
625,Germany,Female,35,5,86147.46,2,1,0,163440.8,1
558,France,Male,35,1,0.0,2,0,0,111687.57,0
850,Germany,Male,29,1,154640.41,1,1,1,164039.51,0
662,Spain,Male,38,4,0.0,2,1,0,136259.65,0
703,France,Male,44,6,98862.54,1,1,0,151516.7,0
677,Spain,Female,34,10,171671.9,1,1,1,50777.77,0
773,Spain,Male,51,4,0.0,2,0,0,123587.83,1
729,France,Male,67,2,94203.8,1,0,1,102391.06,0
697,France,Female,39,6,151553.19,1,1,1,44946.29,0
642,Germany,Male,49,4,120688.61,1,1,0,24770.22,1
