CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
519,France,Female,21,1,146329.57,2,1,1,194867.27,0
699,Spain,Female,29,9,127570.93,2,1,0,164756.81,0
705,Spain,Female,40,5,203715.15,1,1,0,179978.68,1
602,France,Female,29,3,88814.4,2,1,1,62487.97,0
654,Germany,Male,37,5,112146.12,1,1,0,75927.35,0
751,Germany,Female,36,6,169831.46,2,1,1,27758.36,0
557,Spain,Male,34,3,0.0,1,0,1,123427.98,0
721,Germany,Female,36,3,65253.07,2,1,0,28737.78,0
550,France,Male,47,2,0.0,2,1,1,97057.28,0
608,Germany,Male,23,8,197715.93,2,1,1,116124.28,0
703,Germany,Male,42,9,63227.0,1,0,1,137316.32,0
646,France,Male,40,5,93680.43,2,1,1,179473.26,0
560,France,Female,35,1,0.0,2,1,0,3701.63,0
683,Spain,Male,40,4,95053.1,1,1,1,116816.54,1
462,France,Male,27,4,176913.52,1,1,0,80587.27,0
670,Spain,Male,67,6,158719.57,1,1,1,118607.4,0
575,Spain,Female,26,7,0.0,2,1,0,112507.63,0
850,France,Male,31,4,0.0,2,0,0,152298.28,0
572,Germany,Male,26,4,118287.01,2,0,0,60427.3,0
630,Germany,Female,34,9,106937.05,2,1,0,138275.01,0
675,Spain,Male,35,8,0.0,2,1,0,29062.25,0
647,Germany,Female,35,3,166518.63,2,1,0,147930.46,0
707,France,Male,47,3,0.0,2,1,0,174303.29,0
436,Germany,Male,45,3,104339.11,2,1,1,183540.22,1
613,France,Female,27,5,125167.74,1,1,0,199104.52,0
457,Spain,Male,44,7,0.0,2,0,0,185992.36,0
723,Germany,Male,52,5,131694.97,1,0,1,92873.5,1
607,Germany,Male,39,2,84468.67,2,1,1,121945.42,0
699,France,Male,44,8,158697.61,1,1,0,107181.22,0
699,France,Male,30,9,0.0,1,1,1,108162.13,0
847,France,Male,66,7,123760.68,1,0,1,53157.16,0
577,Spain,Male,43,8,79757.21,1,1,0,135650.72,1
694,Spain,Female,37,3,0.0,2,1,1,147012.22,0
704,France,Male,36,7,120026.98,2,0,1,100601.73,0
651,Germany,Male,35,8,110067.71,1,1,0,127678.95,1
558,Germany,Male,39,10,144757.02,1,1,0,22878.16,1
516,Spain,Female,45,8,109044.3,1,0,1,115818.16,0
553,Germany,Male,41,9,110112.54,2,0,0,81898.81,0
752,Spain,Male,36,2,0.0,2,1,1,45570.84,0
556,France,Female,40,9,129860.37,1,0,0,17992.94,0
795,Germany,Male,37,2,139265.63,2,1,1,198745.94,0
850,Spain,Female,55,7,0.0,1,0,0,171762.87,1
678,France,Female,41,9,0.0,1,0,0,13160.03,0
593,France,Male,45,4,138825.19,1,0,0,10828.78,0
750,France,Male,38,5,151532.4,1,1,1,46555.15,0
513,Spain,Female,31,5,174853.46,1,1,0,84238.63,0
687,Germany,Female,29,4,78939.15,1,1,0,122134.56,1
640,France,Female,50,9,117565.03,2,0,0,82559.77,0
561,France,Male,33,6,0.0,2,0,0,173680.39,0
504,Germany,Male,56,9,104217.3,1,0,0,55857.48,1
729,France,Female,38,7,0.0,2,0,0,45779.9,0
795,Germany,Female,33,9,130862.43,1,1,1,114935.21,0
588,Germany,Female,42,2,164307.77,1,1,0,48498.19,0
