age,fnlwgt,education-num,capital-gain,capital-loss,hours-per-week,workclass,education,marital-status,occupation,relationship,race,sex,native-country,income
56,178353,10,0,0,40,Private,Some-college,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,>50K
42,225193,9,0,0,40,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,<=50K
40,548664,9,0,0,15,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,<=50K
36,160035,9,3908,0,55,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,<=50K
28,50814,9,0,0,40,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Female,United-States,<=50K
44,124747,9,3103,0,40,Private,HS-grad,Married-civ-spouse,Exec-managerial,Wife,White,Female,United-States,>50K
30,169583,13,0,0,40,Private,Bachelors,Married-AF-spouse,Exec-managerial,Wife,White,Female,United-States,>50K
33,184784,6,0,0,40,Private,10th,Divorced,Machine-op-inspct,Not-in-family,White,Female,United-States,<=50K
39,42186,9,3464,0,20,State-gov,HS-grad,Married-civ-spouse,Adm-clerical,Wife,Asian-Pac-Islander,Female,United-States,<=50K
57,361324,6,0,0,40,Private,10th,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,<=50K
41,217455,9,0,0,40,Private,HS-grad,Divorced,Adm-clerical,Unmarried,White,Female,United-States,<=50K
40,154076,12,0,0,60,Self-emp-not-inc,Assoc-acdm,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,<=50K
28,56340,14,0,0,40,Local-gov,Masters,Never-married,Prof-specialty,Not-in-family,White,Female,United-States,<=50K
37,130277,3,0,0,40,Private,5th-6th,Separated,Other-service,Unmarried,White,Female,United-States,<=50K
28,185127,10,0,0,54,Private,Some-college,Never-married,Tech-support,Not-in-family,White,Male,United-States,<=50K
45,233511,13,0,1977,60,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,>50K
39,114844,13,0,1876,50,Private,Bachelors,Never-married,Sales,Not-in-family,White,Male,United-States,<=50K
47,355320,13,15024,0,40,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,>50K
48,216999,9,0,0,40,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,>50K
34,165737,14,0,0,43,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,India,>50K
30,113364,13,0,0,18,Private,Bachelors,Never-married,Sales,Own-child,White,Male,United-States,<=50K
19,57067,9,0,0,45,Private,HS-grad,Never-married,Machine-op-inspct,Other-relative,White,Male,United-States,<=50K
22,285775,11,0,0,40,Private,Assoc-voc,Never-married,Craft-repair,Own-child,White,Male,United-States,<=50K
50,153931,9,0,0,40,Private,HS-grad,Divorced,Adm-clerical,Not-in-family,White,Female,United-States,<=50K
23,306868,13,0,0,40,Self-emp-inc,Bachelors,Never-married,Farming-fishing,Not-in-family,White,Male,United-States,<=50K
24,182504,10,0,0,25,Private,Some-college,Never-married,Other-service,Own-child,White,Female,United-States,<=50K
42,149210,13,7298,0,45,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,>50K
21,206354,9,0,0,35,Private,HS-grad,Never-married,Other-service,Unmarried,Black,Female,United-States,<=50K
46,176814,15,99999,0,50,Private,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,>50K
45,104521,10,0,0,40,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,<=50K
24,229773,13,0,0,40,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Male,United-States,<=50K
24,174043,13,0,0,40,Private,Bachelors,Never-married,Other-service,Not-in-family,White,Male,United-States,<=50K
76,224680,15,0,1258,20,MISSING,Prof-school,Married-civ-spouse,MISSING,Husband,White,Male,United-States,<=50K
51,153870,9,0,0,40,Private,HS-grad,Married-civ-spouse,Tech-support,Husband,White,Male,United-States,>50K
38,223433,9,0,0,40,Private,HS-grad,Never-married,Machine-op-inspct,Not-in-family,White,Male,United-States,<=50K
20,163665,9,0,0,20,MISSING,HS-grad,Never-married,MISSING,Own-child,White,Female,United-States,<=50K
40,362482,11,0,0,50,Private,Assoc-voc,Married-civ-spouse,Sales,Husband,White,Male,United-States,<=50K
35,241469,5,2635,0,30,Self-emp-not-inc,9th,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,<=50K
21,199915,10,0,0,40,Private,Some-college,Never-married,Other-service,Own-child,White,Female,United-States,<=50K
23,212888,10,0,0,40,Private,Some-college,Never-married,Adm-clerical,Not-in-family,White,Female,United-States,<=50K
31,212235,10,0,0,45,Private,Some-college,Never-married,Sales,Not-in-family,White,Male,United-States,<=50K
24,88095,10,0,0,24,Private,Some-college,Never-married,Machine-op-inspct,Not-in-family,White,Female,Mexico,<=50K
33,246291,13,0,0,46,Local-gov,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,United-States,<=50K
28,398918,9,0,0,40,Private,HS-grad,Never-married,Tech-support,Not-in-family,White,Male,United-States,<=50K
22,383603,10,0,0,40,Private,Some-college,Never-married,Adm-clerical,Own-child,White,Female,United-States,<=50K
20,315877,9,0,2001,40,Private,HS-grad,Never-married,Other-service,Unmarried,White,Male,United-States,<=50K
