age,fnlwgt,education-num,capital-gain,capital-loss,hours-per-week,workclass,education,marital-status,occupation,relationship,race,sex,native-country,income
63,424591,9,0,0,40,MISSING,HS-grad,Married-civ-spouse,MISSING,Husband,White,Male,United-States,<=50K
33,33308,10,0,0,70,Self-emp-not-inc,Some-college,Never-married,Farming-fishing,Not-in-family,White,Male,United-States,<=50K
17,56536,7,1055,0,18,Private,11th,Never-married,Sales,Own-child,White,Female,India,<=50K
49,66385,9,5013,0,40,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,United-States,<=50K
36,153205,13,0,0,45,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,MISSING,<=50K
47,174525,9,3942,0,40,MISSING,HS-grad,Married-civ-spouse,MISSING,Husband,White,Male,MISSING,<=50K
31,202822,10,0,0,40,Private,Some-college,Divorced,Adm-clerical,Unmarried,Black,Female,United-States,<=50K
49,229376,9,0,0,40,Federal-gov,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,United-States,>50K
18,198616,8,594,0,20,Private,12th,Never-married,Craft-repair,Own-child,White,Male,United-States,<=50K
47,323798,13,0,0,40,Federal-gov,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,>50K
57,296516,10,0,0,50,MISSING,Some-college,Married-civ-spouse,MISSING,Husband,White,Male,United-States,<=50K
37,38948,9,0,0,50,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,United-States,<=50K
56,178033,10,4416,0,60,Private,Some-college,Widowed,Exec-managerial,Not-in-family,White,Male,United-States,<=50K
58,233193,9,0,0,27,Private,HS-grad,Widowed,Adm-clerical,Not-in-family,White,Female,United-States,<=50K
51,103529,7,0,0,30,Private,11th,Divorced,Other-service,Unmarried,Black,Female,United-States,<=50K
46,114797,9,0,0,36,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Wife,Black,Female,United-States,<=50K
47,30840,14,0,0,40,Private,Masters,Divorced,Prof-specialty,Not-in-family,White,Male,United-States,>50K
37,137314,9,0,0,60,Self-emp-not-inc,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,<=50K
24,281221,13,0,0,40,Private,Bachelors,Never-married,Adm-clerical,Other-relative,Asian-Pac-Islander,Female,Taiwan,<=50K
34,258675,9,0,0,40,Private,HS-grad,Never-married,Transport-moving,Own-child,White,Male,United-States,<=50K
20,387779,7,0,0,15,Private,11th,Never-married,Transport-moving,Own-child,White,Male,United-States,<=50K
32,204374,15,0,1977,60,Private,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,>50K
31,295589,10,0,0,40,Local-gov,Some-college,Never-married,Adm-clerical,Own-child,Black,Male,United-States,<=50K
64,338355,11,0,0,15,MISSING,Assoc-voc,Married-civ-spouse,MISSING,Wife,White,Female,United-States,<=50K
39,173476,15,7688,0,40,Private,Prof-school,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,>50K
53,53812,10,0,0,54,Private,Some-college,Widowed,Exec-managerial,Not-in-family,White,Female,United-States,<=50K
19,278304,10,0,0,15,Private,Some-college,Never-married,Other-service,Own-child,White,Female,United-States,<=50K
37,29145,13,0,0,50,State-gov,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,>50K
72,289930,13,991,0,7,MISSING,Bachelors,Separated,MISSING,Not-in-family,White,Female,United-States,<=50K
36,116608,9,4865,0,40,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Female,United-States,<=50K
24,216129,9,0,1408,50,Private,HS-grad,Never-married,Craft-repair,Own-child,White,Male,United-States,<=50K
47,306183,10,0,0,44,Private,Some-college,Divorced,Other-service,Own-child,White,Female,United-States,<=50K
52,200853,14,6849,0,60,Private,Masters,Divorced,Prof-specialty,Not-in-family,White,Female,United-States,<=50K
34,112212,9,0,1485,40,Private,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,United-States,<=50K
30,129707,13,99999,0,35,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,>50K
25,89625,9,0,0,40,Private,HS-grad,Never-married,Adm-clerical,Own-child,Asian-Pac-Islander,Female,United-States,<=50K
38,108140,14,0,0,50,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,>50K
46,200947,13,0,0,40,Local-gov,Bachelors,Married-civ-spouse,Protective-serv,Husband,White,Male,United-States,>50K
59,32855,4,0,0,70,Self-emp-not-inc,7th-8th,Married-civ-spouse,Farming-fishing,Husband,White,Male,United-States,<=50K
45,106910,9,0,0,40,Federal-gov,HS-grad,Never-married,Transport-moving,Unmarried,Asian-Pac-Islander,Female,United-States,<=50K
35,465326,13,0,0,40,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,United-States,<=50K
40,217120,6,0,0,50,Private,10th,Divorced,Craft-repair,Not-in-family,White,Male,United-States,<=50K
68,232151,10,2346,0,40,Federal-gov,Some-college,Divorced,Adm-clerical,Other-relative,Black,Female,United-States,<=50K
20,435469,9,0,0,40,Private,HS-grad,Never-married,Other-service,Own-child,White,Female,Mexico,<=50K
23,216867,10,0,0,37,Private,Some-college,Never-married,Craft-repair,Own-child,White,Male,Mexico,<=50K
22,401451,10,0,0,48,Private,Some-college,Married-civ-spouse,Transport-moving,Husband,White,Male,United-States,>50K
55,189933,4,0,0,50,Self-emp-not-inc,7th-8th,Married-civ-spouse,Farming-fishing,Husband,White,Male,United-States,<=50K
27,198346,13,0,0,35,Private,Bachelors,Divorced,Adm-clerical,Not-in-family,White,Female,United-States,<=50K
40,185145,16,0,0,40,Private,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,>50K
54,169785,10,0,0,40,Private,Some-college,Divorced,Exec-managerial,Not-in-family,White,Female,Italy,<=50K
78,292019,4,0,0,20,MISSING,7th-8th,Married-civ-spouse,MISSING,Husband,White,Male,United-States,<=50K
22,138513,10,0,0,40,Private,Some-college,Never-married,Craft-repair,Own-child,White,Male,United-States,<=50K
47,155489,9,7688,0,55,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,United-States,>50K
28,129460,5,0,0,40,Private,9th,Never-married,Craft-repair,Not-in-family,White,Male,El-Salvador,<=50K
47,166181,10,0,0,48,Private,Some-college,Married-civ-spouse,Adm-clerical,Wife,Black,Female,United-States,>50K
36,410489,13,0,0,45,Private,Bachelors,Divorced,Prof-specialty,Not-in-family,White,Male,United-States,<=50K
46,157117,9,0,0,40,Self-emp-not-inc,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,United-States,<=50K
62,221558,14,0,0,24,State-gov,Masters,Separated,Prof-specialty,Unmarried,White,Female,MISSING,<=50K
