age,fnlwgt,education-num,capital-gain,capital-loss,hours-per-week,workclass,education,marital-status,occupation,relationship,race,sex,native-country,income
39,32146,10,0,0,40,Private,Some-college,Never-married,Craft-repair,Not-in-family,White,Male,United-States,<=50K
43,125833,13,0,0,40,Private,Bachelors,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,Male,Vietnam,<=50K
25,193379,12,0,0,45,Private,Assoc-acdm,Never-married,Craft-repair,Not-in-family,White,Male,United-States,<=50K
37,50837,14,0,0,45,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,>50K
38,80303,10,0,0,60,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,United-States,>50K
42,100800,9,0,0,40,Private,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male,United-States,<=50K
43,75993,10,7688,0,40,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,United-States,>50K
20,218178,9,0,0,40,Private,HS-grad,Never-married,Handlers-cleaners,Not-in-family,White,Male,United-States,<=50K
37,111499,10,0,0,40,Private,Some-college,Never-married,Exec-managerial,Not-in-family,White,Female,United-States,<=50K
36,135162,9,0,0,45,Private,HS-grad,Never-married,Sales,Own-child,White,Male,MISSING,<=50K
59,103948,9,0,0,60,Self-emp-inc,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,United-States,>50K
27,184477,8,0,0,40,Private,12th,Never-married,Other-service,Not-in-family,White,Male,United-States,<=50K
32,185732,7,0,0,40,Private,11th,Divorced,Other-service,Unmarried,White,Female,United-States,<=50K
58,310085,6,0,0,40,Local-gov,10th,Married-civ-spouse,Transport-moving,Husband,White,Male,United-States,<=50K
23,210526,9,0,0,40,Private,HS-grad,Never-married,Adm-clerical,Own-child,White,Male,United-States,<=50K
35,35854,10,0,0,40,MISSING,Some-college,Never-married,MISSING,Own-child,White,Female,United-States,<=50K
19,217039,10,0,0,28,Private,Some-college,Never-married,Adm-clerical,Own-child,White,Male,United-States,<=50K
34,176648,9,0,0,42,Private,HS-grad,Divorced,Adm-clerical,Not-in-family,Black,Male,United-States,<=50K
35,22641,9,0,0,40,Self-emp-not-inc,HS-grad,Married-civ-spouse,Transport-moving,Husband,Amer-Indian-Eskimo,Male,United-States,<=50K
56,51662,7,0,0,40,Self-emp-not-inc,11th,Married-civ-spouse,Other-service,Wife,White,Female,United-States,<=50K
21,334618,10,99999,0,40,Private,Some-college,Never-married,Protective-serv,Not-in-family,Black,Female,United-States,>50K
27,116207,5,0,0,32,Private,9th,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,<=50K
51,237819,13,0,0,50,Federal-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,>50K
38,195744,13,0,0,48,Private,Bachelors,Never-married,Other-service,Not-in-family,White,Male,United-States,<=50K
52,134447,10,0,0,50,MISSING,Some-college,Married-civ-spouse,MISSING,Husband,White,Male,United-States,<=50K
30,174201,10,0,0,40,Private,Some-college,Never-married,Craft-repair,Own-child,White,Male,United-States,<=50K
28,461929,4,0,0,40,Private,7th-8th,Married-civ-spouse,Farming-fishing,Husband,White,Male,Mexico,<=50K
26,283217,10,0,0,40,Local-gov,Some-college,Never-married,Protective-serv,Own-child,White,Male,United-States,<=50K
71,217971,5,0,0,13,Private,9th,Widowed,Sales,Unmarried,White,Female,United-States,<=50K
27,491421,3,0,0,50,Private,5th-6th,Never-married,Farming-fishing,Unmarried,White,Male,United-States,<=50K
30,103651,7,0,0,35,MISSING,11th,Married-civ-spouse,MISSING,Husband,White,Male,United-States,<=50K
51,118793,13,0,0,70,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,>50K
36,298717,9,0,0,40,Local-gov,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,<=50K
34,157747,10,7298,0,40,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,>50K
45,43479,10,0,0,48,Private,Some-college,Married-civ-spouse,Transport-moving,Husband,White,Male,United-States,<=50K
24,72310,10,0,0,43,Private,Some-college,Never-married,Sales,Own-child,White,Male,United-States,<=50K
29,192010,13,0,0,60,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,Poland,<=50K
36,239074,12,0,0,40,Federal-gov,Assoc-acdm,Married-civ-spouse,Other-service,Husband,White,Male,United-States,<=50K
58,143731,9,0,0,72,Self-emp-not-inc,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,United-States,>50K
28,282972,13,0,0,4,Self-emp-not-inc,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,United-States,<=50K
64,102470,9,0,0,40,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,<=50K
42,339671,13,8614,0,45,Local-gov,Bachelors,Married-spouse-absent,Prof-specialty,Not-in-family,White,Female,United-States,>50K
26,108019,9,3325,0,40,Private,HS-grad,Never-married,Craft-repair,Own-child,White,Male,United-States,<=50K
40,150874,14,1506,0,40,State-gov,Masters,Divorced,Exec-managerial,Unmarried,White,Female,United-States,<=50K
35,231180,9,0,0,45,Local-gov,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,United-States,<=50K
24,172146,5,0,1721,40,Private,9th,Never-married,Machine-op-inspct,Not-in-family,White,Male,United-States,<=50K
42,344572,9,0,0,40,Private,HS-grad,Divorced,Exec-managerial,Not-in-family,White,Female,United-States,>50K
56,159770,9,0,0,40,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,<=50K
68,117542,9,1409,0,15,MISSING,HS-grad,Married-civ-spouse,MISSING,Husband,White,Male,United-States,<=50K
52,177995,2,0,0,56,Private,1st-4th,Married-civ-spouse,Farming-fishing,Husband,White,Male,Mexico,>50K
39,185099,13,0,0,48,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,>50K
42,211517,7,0,0,40,Private,11th,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,United-States,<=50K
32,101352,10,0,0,32,Private,Some-college,Married-civ-spouse,Tech-support,Wife,White,Female,United-States,>50K
34,185408,10,0,0,40,Private,Some-college,Never-married,Exec-managerial,Not-in-family,White,Female,United-States,<=50K
52,318351,10,0,0,40,MISSING,Some-college,Married-civ-spouse,MISSING,Wife,White,Female,United-States,>50K
25,112835,14,0,0,40,Local-gov,Masters,Never-married,Protective-serv,Not-in-family,White,Male,United-States,<=50K
53,281590,9,15024,0,40,State-gov,HS-grad,Married-civ-spouse,Exec-managerial,Wife,White,Female,United-States,>50K
39,121838,9,0,0,40,State-gov,HS-grad,Divorced,Other-service,Unmarried,Black,Female,United-States,<=50K
45,174794,13,0,0,56,Private,Bachelors,Separated,Prof-specialty,Unmarried,White,Female,Germany,<=50K
26,136226,9,0,0,40,Private,HS-grad,Never-married,Craft-repair,Own-child,White,Male,United-States,<=50K
23,117363,13,0,0,40,Private,Bachelors,Never-married,Adm-clerical,Own-child,White,Female,United-States,<=50K
54,189607,13,0,0,36,Private,Bachelors,Never-married,Other-service,Own-child,Black,Female,United-States,<=50K
31,143392,10,0,0,35,Local-gov,Some-college,Divorced,Adm-clerical,Not-in-family,White,Female,United-States,<=50K
35,105821,9,5178,0,40,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,>50K
26,199143,9,0,0,50,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,United-States,<=50K
34,349169,14,0,0,40,Private,Masters,Married-civ-spouse,Craft-repair,Husband,White,Male,Mexico,<=50K
18,127388,10,0,0,40,MISSING,Some-college,Never-married,MISSING,Own-child,White,Female,United-States,<=50K
37,188576,16,0,0,40,Private,Doctorate,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,MISSING,<=50K
25,102460,13,0,0,40,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,<=50K
27,31659,10,0,0,45,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,<=50K
25,73895,9,0,0,10,Private,HS-grad,Never-married,Other-service,Own-child,White,Female,United-States,<=50K
68,31725,9,0,0,40,Local-gov,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,United-States,<=50K
64,161926,9,0,0,8,Federal-gov,HS-grad,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,<=50K
52,294691,9,0,0,40,MISSING,HS-grad,Married-civ-spouse,MISSING,Husband,White,Male,United-States,<=50K
50,166419,7,3674,0,40,Federal-gov,11th,Never-married,Sales,Not-in-family,Black,Female,United-States,<=50K
29,224858,10,0,0,45,Private,Some-college,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,<=50K
61,248448,4,0,0,40,Private,7th-8th,Divorced,Other-service,Unmarried,White,Female,United-States,<=50K
34,191385,9,0,0,48,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,United-States,<=50K
42,118947,13,0,0,40,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,>50K
32,188246,9,0,0,40,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,<=50K
39,363418,13,0,0,35,Self-emp-not-inc,Bachelors,Separated,Craft-repair,Own-child,White,Male,United-States,<=50K
48,175925,9,0,0,48,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,United-States,<=50K
56,134286,10,0,0,45,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,<=50K
52,117674,9,0,0,55,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,>50K
51,203015,9,0,0,40,MISSING,HS-grad,Married-civ-spouse,MISSING,Husband,White,Male,United-States,<=50K
24,113466,9,0,0,40,Private,HS-grad,Never-married,Sales,Not-in-family,White,Male,United-States,<=50K
56,53366,9,0,0,40,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,United-States,<=50K
60,181953,9,0,0,28,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,United-States,<=50K
35,220943,9,0,1594,40,Private,HS-grad,Divorced,Other-service,Unmarried,Black,Female,United-States,<=50K
51,313146,9,0,0,40,Private,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,United-States,<=50K
30,341051,14,15024,0,60,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,>50K
28,183151,9,0,0,50,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,<=50K
53,291755,11,0,0,40,Private,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,<=50K
49,181657,10,0,0,50,Federal-gov,Some-college,Divorced,Exec-managerial,Not-in-family,White,Female,United-States,<=50K
21,197182,12,0,0,40,Private,Assoc-acdm,Never-married,Prof-specialty,Not-in-family,White,Female,United-States,<=50K
46,256522,2,0,0,40,Private,1st-4th,Never-married,Machine-op-inspct,Own-child,White,Male,Puerto-Rico,<=50K
35,116960,14,0,1887,40,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,>50K
49,423222,14,99999,0,80,State-gov,Masters,Married-civ-spouse,Sales,Husband,White,Male,United-States,>50K
36,295127,9,0,0,84,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,United-States,<=50K
23,166527,10,0,0,40,Private,Some-college,Never-married,Exec-managerial,Own-child,Other,Female,United-States,<=50K
