CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
491,France,Female,36,0,53369.13,1,1,1,103934.12,0
514,France,Male,35,3,121030.9,1,1,0,10008.68,0
782,Germany,Male,35,7,98556.89,2,1,0,117644.36,0
535,Germany,Male,38,8,127475.24,1,0,0,60775.76,1
698,France,Male,37,8,0.0,2,0,0,145004.39,0
708,Germany,Female,43,0,118994.84,1,1,0,181499.77,1
719,France,Male,49,5,105918.1,1,1,1,16246.59,0
729,Spain,Male,31,8,164870.81,2,1,1,9567.39,0
707,Germany,Female,51,10,98438.23,1,0,0,70778.63,1
550,Germany,Male,38,2,103391.38,1,0,1,90878.13,0
665,France,Female,41,8,96147.55,1,1,0,137037.97,0
689,France,Male,22,4,136444.25,1,1,0,51980.25,1
644,Germany,Female,34,10,122196.99,2,1,1,182099.71,0
749,France,Female,26,6,0.0,2,0,1,34948.77,0
683,Germany,Male,35,5,144961.97,1,0,1,26796.73,0
625,France,Female,36,8,129944.39,2,0,0,198914.8,0
693,Germany,Male,45,2,116546.59,2,0,0,23140.28,1
612,Germany,Male,42,5,141927.1,1,1,1,43018.98,0
616,Spain,Female,32,6,0.0,2,1,1,43001.46,0
717,Spain,Male,33,1,99106.73,1,0,0,194467.23,0
620,France,Female,41,9,0.0,2,0,0,88852.47,0
605,France,Female,30,9,135422.31,1,0,1,186418.85,0
643,Germany,Male,33,7,98630.31,2,1,1,40250.82,0
532,Spain,Female,66,3,0.0,1,1,1,115227.02,0
651,France,Female,34,9,0.0,2,1,0,138113.71,0
531,France,Male,37,7,121854.45,1,1,0,147521.35,0
584,France,Male,35,6,161613.94,2,1,1,148238.16,0
777,France,Male,36,7,0.0,1,1,0,106472.34,0
682,Germany,Male,81,6,122029.15,1,1,1,50783.88,0
573,France,Female,47,8,154543.98,1,1,0,29586.73,0
613,Spain,Male,34,8,117300.02,1,1,0,139410.08,0
814,Germany,Male,44,8,95488.82,2,0,0,107013.59,0
607,Germany,Male,38,3,98205.77,1,1,0,176318.27,0
728,Spain,Female,29,1,0.0,1,1,1,83056.22,0
681,France,Female,63,7,0.0,2,1,1,55054.48,0
588,France,Male,32,1,0.0,2,1,1,8763.87,0
586,Germany,Male,34,9,74309.81,1,1,0,15034.93,0
753,France,Female,43,5,0.0,2,1,0,109881.71,0
727,France,Male,28,5,0.0,2,0,1,19653.08,0
707,France,Male,73,6,66573.17,1,1,1,62768.8,0
646,France,Male,36,6,124445.52,1,1,0,88481.32,0
600,France,Male,29,8,0.0,2,0,1,34747.43,0
619,France,Female,48,4,0.0,1,0,0,18094.96,1
549,Spain,Female,24,9,0.0,2,1,1,14406.41,0
606,France,Female,36,10,0.0,2,0,1,155641.46,0
800,France,Female,49,7,108007.36,1,0,0,47125.11,0
487,France,Male,45,2,0.0,2,1,0,77475.73,0
759,Germany,Male,31,4,98899.91,1,1,1,47832.82,0
707,France,Female,40,5,0.0,2,1,0,41052.82,0
628,France,Male,45,9,0.0,2,1,1,96862.56,0
699,Spain,Male,47,1,0.0,2,0,1,30117.44,0
592,France,Male,37,4,212692.97,1,0,0,176395.02,0
493,France,Male,38,3,134006.77,1,1,0,89578.32,0
646,Germany,Female,30,10,100548.67,2,0,0,136983.77,0
573,France,Female,32,9,125321.84,2,1,1,130234.63,0
753,Germany,Male,30,1,110824.52,1,1,1,57896.27,0
772,France,Male,23,2,0.0,2,1,0,18364.19,0
676,Spain,Male,48,1,131659.59,2,0,1,14152.15,0
690,France,Male,47,2,0.0,2,1,0,151375.73,0
529,France,Male,42,1,157498.9,1,1,1,82276.62,0
669,France,Female,33,9,0.0,2,0,1,107221.03,0
503,Germany,Male,30,10,136622.55,2,0,0,47310.24,0
583,France,Male,38,8,0.0,1,1,0,47848.56,0
701,Germany,Male,36,7,95448.32,2,1,0,189085.07,0
588,Germany,Male,33,9,150186.22,2,1,1,65611.01,0
805,Spain,Female,39,5,165272.13,1,1,0,14109.85,1
550,Germany,Male,29,9,145294.08,2,1,0,147484.13,0
687,France,Female,47,7,0.0,2,1,1,177624.01,0
781,France,Male,38,2,117810.79,1,0,1,65632.33,1
661,France,Male,35,9,100107.99,1,1,0,83949.68,0
667,Spain,Male,39,7,167557.12,1,1,1,41183.02,0
600,France,Female,43,5,134022.06,1,1,0,194764.83,0
706,Spain,Male,20,8,0.0,2,1,1,12368.11,0
563,France,Male,30,7,90727.79,1,1,0,122268.75,0
453,France,Female,37,4,131834.76,2,1,0,8949.2,0
635,France,Female,72,4,74812.84,1,0,1,27448.33,0
694,Spain,Male,57,8,116326.07,1,1,1,117704.65,0
727,France,Male,61,0,128213.96,2,1,1,188729.08,1
766,Germany,Male,30,4,127786.28,2,1,1,28879.3,0
445,Spain,Male,45,10,0.0,2,0,1,90977.48,0
685,Spain,Male,31,10,135213.71,1,1,1,125777.28,0
825,Germany,Female,35,6,118336.95,1,1,0,26342.33,1
833,Germany,Male,59,1,130854.59,1,1,1,30722.52,1
705,Germany,Male,44,3,105934.96,1,1,0,82463.69,0
516,Germany,Female,33,10,138847.9,1,1,1,127256.7,0
676,France,Female,41,4,101457.14,1,1,1,79101.67,0
807,France,Male,33,10,101952.97,2,1,0,178153.65,0
559,France,Male,32,9,145303.52,1,1,0,103560.98,0
740,Germany,Female,57,3,113386.36,2,1,1,65121.63,1
473,France,Female,39,9,117103.26,2,1,1,85937.52,1
573,Spain,Male,28,8,0.0,2,0,0,77660.03,0
684,Spain,Female,38,3,134168.5,3,1,0,3966.5,1
850,Spain,Female,70,5,0.0,1,1,1,705.18,0
684,Germany,Female,63,3,81245.79,1,1,0,69643.31,1
597,Spain,Male,38,1,0.0,2,1,0,41303.29,0
656,France,Female,46,5,113402.14,2,1,1,138849.06,0
596,Spain,Male,32,4,0.0,2,0,1,146504.35,0
739,France,Female,20,4,133800.98,1,0,1,150245.81,0
552,France,Male,33,5,140931.57,1,0,1,10921.5,0
722,France,Female,38,3,0.0,2,0,1,167984.72,0
652,Spain,Female,38,6,123081.84,2,1,1,188657.97,0
721,Germany,Female,45,7,138523.2,1,0,0,59604.45,1
640,France,Female,67,3,0.0,1,0,1,42964.63,0
669,France,Female,41,0,150219.41,2,0,0,107839.03,0
665,Spain,Male,29,1,182781.74,2,1,1,63732.9,0
841,France,Female,52,5,0.0,1,0,0,183239.71,1
554,Germany,Female,55,0,108477.27,1,0,1,140003.0,1
555,Spain,Male,33,1,56084.69,2,0,0,178798.13,0
585,Spain,Female,33,8,0.0,2,1,0,114182.07,0
608,France,Female,34,4,88772.87,1,1,1,168822.01,0
724,Spain,Male,36,1,0.0,2,1,0,52462.25,0
718,Germany,Male,26,7,147527.03,1,0,0,51099.56,0
686,France,Male,38,0,138131.34,1,0,1,115927.85,0
797,France,Female,29,1,0.0,2,1,1,132975.39,0
771,France,Male,32,5,62321.62,1,1,1,40920.59,0
583,Germany,Male,39,8,102945.01,1,0,0,52861.89,0
681,Germany,Male,31,4,97338.19,2,0,0,48226.76,0
682,France,Female,52,5,112670.48,1,1,0,21085.17,1
773,Spain,Female,33,10,0.0,1,1,1,98820.09,0
764,France,Male,41,7,0.0,2,0,0,134878.34,0
579,France,Male,35,1,0.0,2,1,0,4460.2,0
661,Germany,Male,35,2,117212.18,1,1,1,83052.03,0
628,Germany,Male,39,1,115341.19,1,1,1,107674.3,1
658,Spain,Female,32,5,145553.07,1,1,1,31484.76,0
678,France,Male,26,3,0.0,2,1,0,4989.33,0
762,Spain,Male,39,2,81273.13,1,1,1,18719.67,0
663,Germany,Male,49,7,116150.65,3,1,1,84358.71,1
671,France,Female,42,6,0.0,2,1,0,197202.48,0
663,France,Male,26,5,141462.13,1,1,0,440.2,0
776,France,Female,29,5,0.0,2,1,1,143301.49,0
834,France,Male,36,8,142882.49,1,1,0,89983.02,1
439,Spain,Male,52,3,96196.24,4,1,0,198874.52,1
564,France,Male,40,4,0.0,1,1,0,85455.62,1
593,Spain,Male,31,8,112713.34,1,1,1,176868.89,0
443,France,Female,35,9,108308.0,1,1,0,129031.19,1
584,France,Male,35,3,146311.58,1,1,1,105443.47,0
670,France,Male,22,2,114991.45,1,1,1,37392.56,0
516,France,Female,29,2,104982.57,1,1,0,157378.5,0
609,Spain,Female,45,4,89122.3,1,1,1,199256.98,0
659,France,Female,38,9,0.0,2,1,1,132809.18,0
597,Germany,Female,60,0,78539.84,1,0,1,48502.88,0
572,France,Male,24,1,0.0,2,1,1,151460.84,0
699,Spain,Female,29,9,127570.93,2,1,0,164756.81,0
720,Germany,Male,46,3,97042.6,1,1,1,133516.51,1
640,Spain,Male,37,5,158024.38,1,1,0,81298.09,0
792,France,Male,31,6,71269.89,2,0,1,125912.77,0
612,Spain,Male,39,5,170288.38,1,1,1,59601.15,0
605,Spain,Female,36,9,0.0,2,0,1,35521.63,0
557,France,Male,39,8,146200.01,1,1,0,177944.64,0
604,Germany,Female,42,10,166031.45,1,1,0,98293.14,0
645,France,Male,41,7,0.0,1,0,1,28667.56,0
751,France,Male,31,8,0.0,2,0,0,17550.49,0
689,Spain,Female,63,1,0.0,2,1,1,186526.12,0
573,Spain,Male,56,3,154669.77,1,0,1,115462.27,1
666,Spain,Male,35,2,104832.49,1,1,0,175015.12,0
547,Germany,Male,32,8,155726.85,1,1,0,67789.99,0
643,Spain,Male,43,1,0.0,2,1,1,145764.4,0
763,France,Male,35,9,0.0,1,1,1,31372.91,0
597,Spain,Male,26,5,0.0,2,0,1,95159.13,0
581,Spain,Female,29,8,0.0,2,1,0,46735.19,0
562,France,Female,51,1,124662.54,1,1,1,65390.46,1
619,Spain,Female,38,1,0.0,1,1,0,112442.63,1
720,Germany,Female,57,1,162082.31,4,0,0,27145.73,1
597,Germany,Female,35,8,131101.04,1,1,1,192852.67,0
633,Spain,Male,58,6,98308.51,1,1,1,132034.13,0
673,France,Male,41,5,0.0,1,1,1,65657.29,0
771,Spain,Female,67,8,0.0,2,1,1,51219.8,0
655,Spain,Male,38,9,0.0,1,0,1,90490.33,0
670,Spain,Male,25,6,0.0,2,1,1,78358.94,0
689,France,Male,47,1,93871.95,3,1,0,156878.42,1
850,France,Male,31,6,67996.23,2,0,0,50129.87,1
850,Germany,Male,37,9,122506.38,1,0,1,199693.84,1
542,Germany,Male,25,8,139330.1,1,0,0,54372.37,0
704,Spain,Female,37,9,155619.58,1,1,1,135088.58,0
671,Germany,Female,31,6,105864.6,2,1,0,145567.34,0
769,Spain,Male,38,6,0.0,2,0,0,104393.78,0
658,Spain,Male,35,9,71829.34,1,1,1,68141.92,0
740,France,Female,37,5,0.0,2,1,1,27528.4,0
721,France,Male,41,2,0.0,2,1,0,168219.75,0
637,Germany,Male,51,1,104682.83,1,1,0,55266.96,1
546,Germany,Female,74,8,114888.74,2,1,1,66732.63,1
641,France,Female,53,0,123835.52,2,0,1,160110.65,0
621,Spain,Male,34,8,0.0,1,0,0,47972.65,0
572,France,Female,39,2,0.0,2,1,1,555.28,0
584,France,Male,38,1,115341.55,1,0,1,173632.92,0
627,France,Female,55,2,159441.27,1,1,0,100686.11,1
363,Spain,Female,28,6,146098.43,3,1,0,100615.14,1
680,France,Female,37,10,123806.28,1,1,0,81776.84,1
745,France,Female,40,6,131184.67,1,1,1,49815.62,0
696,Spain,Female,36,7,0.0,2,1,1,82298.59,0
