CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
651,France,Male,35,2,86911.8,1,1,0,174094.24,0
605,Spain,Female,57,2,0.0,3,1,0,66652.75,1
736,Germany,Male,46,5,130812.91,1,1,1,77981.54,1
686,France,Male,38,6,149238.97,1,1,1,97825.23,0
584,Germany,Female,36,4,109646.83,1,1,1,70240.79,0
619,Spain,Female,45,0,0.0,2,0,0,113645.4,0
567,France,Female,38,1,125877.65,2,1,1,107841.77,0
631,Germany,Female,32,2,146810.99,2,1,1,180990.29,0
574,Germany,Male,33,3,129834.67,1,1,0,193131.42,0
523,Spain,Male,32,4,0.0,2,1,0,167848.02,0
518,France,Female,28,9,85146.36,1,0,0,2803.89,0
636,Germany,Female,48,3,120568.41,1,1,0,190160.04,1
777,France,Female,28,2,134571.5,1,0,1,118313.38,0
520,France,Male,33,4,156297.58,2,1,1,166102.61,0
687,Spain,Male,38,8,69434.4,2,1,1,66580.13,1
772,Spain,Male,30,4,78653.05,1,1,0,1790.48,0
773,France,Male,33,9,0.0,2,1,1,1118.31,0
686,Germany,Male,33,9,141918.09,2,0,1,184036.47,0
703,France,Male,37,1,149762.08,1,1,0,20629.4,1
525,Spain,Male,36,3,77910.23,1,1,0,67238.01,0
683,Germany,Female,49,7,108797.63,2,0,0,140763.18,0
850,Germany,Male,38,7,101985.81,2,0,0,43801.27,0
715,France,Male,41,4,94267.9,1,0,1,152821.12,1
693,Germany,Female,41,9,181461.48,3,1,1,187929.43,1
515,France,Male,48,5,129387.94,1,0,1,147955.91,1
645,Germany,Male,43,9,140121.17,1,1,0,11302.7,1
563,Spain,Male,61,1,82182.1,1,1,0,106826.92,1
607,France,Male,31,8,0.0,2,1,1,43196.5,0
735,Spain,Male,50,9,0.0,1,0,0,166677.35,1
664,Germany,Male,36,6,71142.77,2,1,0,122433.09,0
706,Germany,Male,34,0,140641.26,2,1,1,77271.91,0
754,Spain,Male,39,7,157691.98,2,1,0,133600.89,1
537,France,Female,38,10,0.0,1,0,0,52337.97,1
702,France,Male,34,4,100054.77,1,1,0,109496.45,0
564,France,Female,33,4,135946.26,1,1,0,63170.0,0
687,France,Female,44,9,0.0,2,0,0,103042.2,1
607,France,Male,25,3,0.0,2,0,0,187048.72,0
587,Spain,Female,34,1,0.0,2,1,1,97932.68,0
611,France,Male,64,9,0.0,2,1,1,53277.15,0
723,France,Male,48,7,0.0,2,1,1,150694.58,0
611,France,Male,28,2,0.0,2,0,0,25395.83,0
850,Spain,Male,37,4,88141.1,1,1,0,109659.12,0
595,Germany,Female,41,9,150463.11,2,0,1,81548.38,0
606,Spain,Male,30,8,180307.73,2,1,1,1914.41,0
548,Germany,Female,36,2,108913.84,2,1,1,140460.01,0
533,Germany,Male,38,4,70362.52,2,1,1,104189.46,0
675,France,Male,35,8,0.0,2,1,1,56642.97,0
598,Spain,Male,44,8,0.0,2,1,0,148487.9,0
732,France,Male,36,5,0.0,2,1,0,161428.25,0
611,France,Male,38,7,0.0,1,1,1,63202.0,0
744,Germany,Female,50,1,121498.11,2,0,1,106061.47,1
603,Germany,Female,55,7,127723.25,2,1,0,139469.11,1
469,France,Male,33,1,127818.52,1,1,0,163477.22,0
401,Germany,Male,48,8,128140.17,1,1,0,175753.55,1
684,France,Male,32,9,100249.41,2,0,1,67599.69,0
597,France,Male,19,2,0.0,2,1,1,91036.74,0
505,Spain,Male,37,0,134006.39,1,1,1,93736.69,0
554,France,Male,39,2,129709.62,1,1,0,173197.12,0
594,France,Female,31,0,79340.95,1,1,0,78255.86,0
588,Spain,Female,22,9,67178.19,1,1,1,163534.75,1
640,France,Male,43,7,132412.38,1,0,0,69584.3,1
564,Germany,Male,33,3,109341.87,1,1,0,75632.78,0
804,France,Male,55,7,0.0,2,1,1,118752.6,0
