CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
785,Germany,Female,36,2,99806.85,1,0,1,36976.52,0
520,France,Female,29,8,95947.76,1,1,0,4696.44,0
790,France,Female,47,10,148636.21,1,0,1,16119.96,1
644,France,Male,33,8,0.0,2,1,1,155294.17,0
850,Germany,Male,32,3,137714.25,1,0,1,159403.68,0
814,France,Female,48,7,0.0,2,1,1,132870.15,0
850,France,Male,49,6,128663.9,1,1,0,65769.3,1
641,France,Female,48,3,147341.43,1,1,1,157458.61,1
582,France,Female,40,9,0.0,3,1,1,60954.45,0
625,Spain,Female,69,1,107569.96,1,1,1,182336.45,0
679,Spain,Male,42,2,0.0,1,1,1,168294.27,0
658,Spain,Female,31,2,36566.96,1,1,0,103644.98,1
492,Germany,Female,30,10,77168.87,2,0,1,146700.22,0
806,France,Female,32,3,63763.49,1,1,0,156593.09,0
566,France,Male,30,5,0.0,1,1,0,54926.51,1
598,Germany,Male,19,3,150348.37,1,1,1,173784.04,0
580,Germany,Female,38,1,128218.47,1,1,0,125953.83,1
499,Spain,Male,39,6,0.0,2,1,1,81409.0,0
573,France,Female,37,6,0.0,2,1,0,193995.37,0
670,France,Female,39,8,101928.51,1,0,0,89205.54,0
489,France,Male,38,8,0.0,2,0,1,196990.79,0
696,Germany,Male,38,6,142316.14,1,1,1,8018.49,0
733,Spain,Female,31,9,102289.85,1,1,1,115441.66,0
516,Spain,Male,50,5,0.0,1,0,1,146145.93,1
642,Germany,Male,49,4,120688.61,1,1,0,24770.22,1
678,France,Female,60,10,117738.81,1,1,0,147489.76,1
610,Germany,Male,50,1,113957.01,2,1,0,196526.55,1
720,France,Male,44,3,86102.27,1,1,0,180134.88,1
564,Germany,Female,62,5,114931.35,3,0,1,18260.98,1
714,France,Male,34,5,141173.03,1,0,1,98896.06,0
594,France,Male,35,2,133853.27,1,1,1,65361.66,0
628,France,Female,29,9,71996.29,1,1,1,34857.46,0
776,Germany,Male,33,8,115130.34,1,0,0,129525.5,1
615,France,Male,39,4,133707.09,1,1,1,108152.75,0
650,France,Male,37,5,106967.18,1,0,0,24495.03,0
698,France,Male,48,4,101238.24,2,0,1,177815.87,1
604,France,Male,30,5,0.0,2,1,0,75786.55,0
791,France,Female,44,5,0.0,2,1,1,123977.86,1
731,Spain,Female,37,1,128932.4,1,1,1,180712.52,0
737,France,Male,41,1,101960.74,1,1,1,123547.28,0
570,France,Male,30,2,131406.56,1,1,1,47952.45,0
678,France,Male,38,3,0.0,2,1,0,66561.6,0
478,Spain,Male,48,0,83287.05,2,0,1,44147.95,1
769,Germany,Female,31,7,148913.72,2,1,0,53817.23,0
445,Germany,Female,61,2,137655.31,1,0,1,29909.84,0
709,France,Female,45,3,104118.5,1,0,1,174032.0,0
601,France,Male,40,10,127847.86,1,0,0,173245.68,0
660,France,Female,20,6,167685.56,1,1,0,57929.9,0
571,France,Male,49,4,180614.04,1,0,0,523.0,0
749,France,Female,35,3,0.0,3,1,1,132649.85,0
466,Germany,Male,41,2,152102.18,2,1,0,181879.56,0
681,France,Male,38,3,0.0,2,1,1,112491.96,0
637,Spain,Female,22,5,98800.0,1,1,0,122865.55,0
558,Spain,Male,40,4,161766.87,1,0,0,92378.54,0
582,France,Female,43,5,153313.67,1,0,0,170563.73,0
594,France,Male,36,6,153880.15,1,0,0,135431.72,0
544,France,Male,30,4,73218.89,1,0,1,126796.69,0
429,France,Male,24,4,95741.75,1,1,0,46170.75,0
565,Germany,Male,59,9,69129.59,1,1,1,170705.53,0
625,France,Male,43,8,201696.07,1,1,0,133020.9,1
726,France,Male,34,9,0.0,2,0,0,14121.61,0
570,France,Female,36,3,0.0,2,1,0,92118.75,0
582,France,Male,20,4,0.0,1,1,1,55763.66,0
