CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
625,France,Female,51,7,136294.97,1,1,0,38867.46,1
691,Germany,Male,27,3,160358.68,2,1,0,142367.72,0
671,Germany,Female,47,7,114603.76,2,1,0,153194.32,1
591,France,Female,42,10,0.0,2,0,0,171099.22,0
704,Germany,Female,39,1,124640.51,1,1,0,116511.12,1
623,France,Female,39,1,160903.2,1,0,0,78774.36,0
735,France,Male,34,1,141796.43,1,1,0,45858.49,0
680,France,Male,37,4,0.0,2,1,0,61240.87,0
538,Germany,Female,42,4,80380.24,1,1,0,119216.46,0
652,Germany,Male,46,10,121063.8,3,1,0,151481.86,1
724,Germany,Male,31,9,138166.3,1,1,0,12920.43,0
705,France,Male,25,9,0.0,2,0,1,112331.19,0
640,Germany,Female,74,2,116800.25,1,1,1,34130.43,0
748,Germany,Female,40,3,103499.09,2,0,0,38153.19,0
478,France,Female,32,6,71187.24,1,1,1,110593.62,0
660,France,Female,32,0,114668.89,1,1,0,84605.0,0
521,Spain,Female,22,10,0.0,1,1,1,101311.95,0
529,Spain,Female,35,5,0.0,2,1,0,56518.0,0
516,Spain,Female,33,3,0.0,2,1,1,58685.59,0
559,France,Male,62,6,118756.62,1,1,1,20367.68,0
753,France,Male,46,8,0.0,3,1,0,90747.94,1
473,Germany,Female,35,7,131504.73,1,1,0,189560.43,0
479,France,Male,47,6,121797.09,1,0,1,5811.9,1
754,Germany,Male,65,1,136186.44,1,1,1,121529.59,1
705,France,Female,31,3,142905.51,1,1,1,58134.97,0
850,France,Female,35,6,81684.97,1,1,0,824.0,0
547,France,Male,62,10,127738.75,2,1,1,85153.0,0
654,France,Male,40,6,0.0,1,0,0,183872.88,1
711,France,Male,58,9,91285.13,2,1,1,26767.85,0
563,France,Male,22,3,137583.04,1,0,1,5791.85,0
667,France,Male,48,2,0.0,1,1,0,43229.2,0
686,France,Male,26,7,0.0,2,1,0,1540.89,0
414,France,Male,38,8,0.0,1,0,1,77661.12,1
661,Spain,Male,20,8,0.0,1,1,0,110252.53,0
763,Germany,Female,61,1,66101.89,1,1,1,143981.27,0
751,France,Female,48,4,0.0,1,0,1,30165.06,1
635,Spain,Female,32,8,0.0,2,1,1,19367.98,1
684,France,Male,38,4,0.0,3,1,0,75609.84,0
555,France,Male,55,4,146798.81,1,1,1,74149.77,0
634,Spain,Female,41,4,0.0,2,1,1,164549.74,0
828,Germany,Female,25,7,144351.86,1,1,0,116613.26,0
690,Spain,Female,36,10,91760.11,1,1,1,135784.94,0
712,Germany,Male,37,7,93978.96,2,1,0,60651.77,0
648,Spain,Female,49,10,0.0,2,1,1,159835.78,1
523,Germany,Male,35,8,138782.76,1,1,1,186118.93,0
642,France,Female,39,4,0.0,1,1,1,76821.24,0
702,Spain,Male,44,9,0.0,1,0,0,59207.41,1
772,France,Male,34,9,0.0,2,1,0,170980.86,0
515,France,Female,66,6,0.0,2,1,1,160663.11,0
794,France,Female,41,7,0.0,2,1,1,74275.08,0
738,France,Female,39,1,94435.45,2,0,1,189430.86,0
543,Germany,Female,37,3,122304.65,2,0,0,33998.7,0
668,Spain,Male,32,1,134446.04,1,0,1,111241.37,0
551,Spain,Male,49,1,150777.72,2,1,1,135757.27,0
628,France,Female,51,3,123981.31,2,1,1,40546.15,0
707,France,Male,30,8,0.0,2,1,0,33159.37,0
850,France,Female,37,3,212778.2,1,0,1,69372.88,0
599,France,Male,44,10,118577.24,1,1,1,31448.52,0
764,France,Female,44,1,0.0,2,1,1,11467.38,0
763,France,Female,58,9,187911.55,1,0,1,35825.18,0
587,Germany,Female,45,8,134980.74,1,1,1,123309.57,1
