CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
704,Germany,Female,35,3,154206.07,2,1,1,40261.49,0
571,France,Male,32,5,131354.25,1,1,0,125256.53,0
663,France,Female,42,1,82228.67,2,1,0,71359.78,0
671,Spain,Female,29,6,0.0,2,0,0,12048.67,0
734,Spain,Female,37,0,152760.24,1,1,1,48990.5,0
560,Spain,Female,31,5,125341.69,1,1,0,79547.39,0
512,Spain,Male,39,3,0.0,1,1,0,134878.19,0
682,Spain,Male,46,4,0.0,1,1,1,4654.28,0
594,Spain,Female,38,10,0.0,2,1,0,58332.91,0
721,Spain,Male,57,1,0.0,1,1,1,195940.96,0
572,France,Female,47,2,0.0,2,1,0,36099.7,0
826,Spain,Female,56,8,174506.1,2,0,1,161802.82,1
753,France,Male,35,4,0.0,2,1,1,106303.4,0
683,France,Female,40,1,0.0,2,0,0,75762.0,0
608,France,Female,62,8,144976.5,1,0,0,175836.03,1
710,Spain,Male,22,8,0.0,3,1,0,107292.91,0
638,Spain,Male,48,2,0.0,2,1,1,7919.08,0
482,France,Male,38,4,124976.19,1,1,0,35848.12,0
631,France,Male,35,9,112392.45,2,1,0,24472.23,0
571,France,Female,35,8,0.0,2,0,0,84569.13,0
709,France,Female,40,9,131569.63,1,1,1,103970.58,0
505,Germany,Male,43,6,127146.68,1,0,0,137565.87,0
656,Spain,Female,40,10,167878.5,1,0,1,151887.16,0
717,France,Male,35,4,0.0,1,1,1,167573.06,0
709,France,Female,32,2,0.0,2,0,0,109681.29,0
703,France,Female,41,6,109941.51,1,1,0,116267.28,0
748,France,Female,39,3,157371.54,1,0,1,97734.3,0
558,Germany,Male,41,2,124227.14,1,1,1,111184.67,0
757,France,Male,29,8,130306.49,1,1,0,77469.38,0
617,Spain,Male,34,9,0.0,2,1,0,118749.58,0
622,France,Male,31,7,0.0,1,1,0,35408.77,0
739,France,Male,41,5,0.0,2,0,0,143882.25,0
803,France,Female,65,2,151659.52,2,0,1,6930.17,0
552,Spain,Male,45,9,0.0,2,1,0,26752.56,0
770,Spain,Male,46,9,190678.02,1,1,1,14725.36,0
624,Germany,Female,35,0,180303.24,2,1,0,163587.9,0
753,France,Female,40,0,3768.69,2,1,0,177065.24,1
507,France,Female,31,0,106942.08,1,0,1,44001.11,0
589,Germany,Male,48,5,126111.61,1,0,1,133961.19,0
589,France,Male,37,7,85146.48,2,1,0,86490.09,1
